# Region type : patch inlet
# Faces         : 30
# Area          : 1.06980230e-08
# Scale factor  : 7.20000000e+01
# Time          	sum(p_rgh)
0.00755822      	2.28341808e+05
0.00755878      	2.28321092e+05
0.00755934      	2.28300107e+05
0.00755989      	2.28278706e+05
0.00756045      	2.28256876e+05
0.00756101      	2.28234677e+05
0.00756157      	2.28212020e+05
0.00756212      	2.28188926e+05
0.00756268      	2.28165468e+05
0.00756324      	2.28141566e+05
0.00756379      	2.28117240e+05
0.00756435      	2.28092573e+05
0.00756491      	2.28067488e+05
0.00756546      	2.28042005e+05
0.00756603      	2.28035572e+05
0.0075666       	2.28003055e+05
0.00756716      	2.27973187e+05
0.00756773      	2.27944403e+05
0.0075683       	2.27915931e+05
0.00756886      	2.27887441e+05
0.00756943      	2.27858824e+05
0.00756999      	2.27829906e+05
0.00757056      	2.27800666e+05
0.00757113      	2.27771159e+05
0.00757169      	2.27741292e+05
0.00757226      	2.27711091e+05
0.00757282      	2.27680626e+05
0.00757339      	2.27649820e+05
0.00757396      	2.27618700e+05
0.00757452      	2.27587339e+05
0.00757509      	2.27555656e+05
0.00757566      	2.27523685e+05
0.00757622      	2.27491492e+05
0.00757679      	2.27458998e+05
0.00757735      	2.27426227e+05
0.00757792      	2.27393261e+05
0.00757849      	2.27360006e+05
0.00757905      	2.27326593e+05
0.00757962      	2.27292814e+05
0.00758018      	2.27258856e+05
0.00758075      	2.27224660e+05
0.00758132      	2.27190297e+05
0.00758188      	2.27155685e+05
0.00758245      	2.27120851e+05
0.00758302      	2.27085866e+05
0.00758358      	2.27050648e+05
0.00758415      	2.27015224e+05
0.00758471      	2.26979665e+05
0.00758528      	2.26943887e+05
0.00758585      	2.26907919e+05
0.00758641      	2.26871832e+05
0.00758698      	2.26835541e+05
0.00758754      	2.26799073e+05
0.00758811      	2.26762501e+05
0.00758868      	2.26725740e+05
0.00758924      	2.26688816e+05
0.00758981      	2.26651802e+05
0.00759038      	2.26614612e+05
0.00759094      	2.26577273e+05
0.00759151      	2.26539857e+05
0.00759207      	2.26502279e+05
0.00759264      	2.26464564e+05
0.00759321      	2.26426784e+05
0.00759377      	2.26388854e+05
0.00759434      	2.26350800e+05
0.0075949       	2.26312693e+05
0.00759547      	2.26274447e+05
0.00759604      	2.26236089e+05
0.0075966       	2.26197689e+05
0.00759717      	2.26159162e+05
0.00759774      	2.26120532e+05
0.0075983       	2.26081871e+05
0.00759887      	2.26043093e+05
0.00759943      	2.26004223e+05
0.0076          	2.25965331e+05
0.00760058      	2.25950420e+05
0.00760116      	2.25906307e+05
0.00760174      	2.25861597e+05
0.00760232      	2.25819128e+05
0.0076029       	2.25777729e+05
0.00760348      	2.25740275e+05
0.00760406      	2.25698415e+05
0.00760464      	2.25657165e+05
0.00760522      	2.25619636e+05
0.00760581      	2.25577536e+05
0.00760639      	2.25536004e+05
0.00760698      	2.25498209e+05
0.00760756      	2.25455801e+05
0.00760815      	2.25413975e+05
0.00760873      	2.25375933e+05
0.00760932      	2.25333242e+05
0.00760991      	2.25291154e+05
0.00761049      	2.25252892e+05
0.00761108      	2.25209945e+05
0.00761167      	2.25171147e+05
0.00761226      	2.25127880e+05
0.00761285      	2.25085294e+05
0.00761345      	2.25046575e+05
0.00761404      	2.25003210e+05
0.00761463      	2.24960470e+05
0.00761522      	2.24921603e+05
0.00761582      	2.24878029e+05
0.00761641      	2.24835086e+05
0.00761701      	2.24796051e+05
0.0076176       	2.24752262e+05
0.0076182       	2.24712766e+05
0.0076188       	2.24668576e+05
0.0076194       	2.24625211e+05
0.00762         	2.24585836e+05
0.0076206       	2.24541577e+05
0.0076212       	2.24498017e+05
0.0076218       	2.24458574e+05
0.0076224       	2.24414121e+05
0.00762301      	2.24370435e+05
0.00762361      	2.24330779e+05
0.00762421      	2.24286180e+05
0.00762482      	2.24242239e+05
0.00762542      	2.24202425e+05
0.00762603      	2.24157553e+05
0.00762664      	2.24113471e+05
0.00762724      	2.24073497e+05
0.00762785      	2.24028411e+05
0.00762846      	2.23987974e+05
0.00762907      	2.23942536e+05
0.00762968      	2.23897923e+05
0.0076303       	2.23857622e+05
0.00763091      	2.23812107e+05
0.00763152      	2.23767350e+05
0.00763213      	2.23722985e+05
0.00763275      	2.23682668e+05
0.00763336      	2.23636979e+05
0.00763398      	2.23592077e+05
0.0076346       	2.23551424e+05
0.00763521      	2.23505416e+05
0.00763583      	2.23460245e+05
0.00763645      	2.23415371e+05
0.00763707      	2.23374659e+05
0.00763769      	2.23328498e+05
0.00763831      	2.23283049e+05
0.00763893      	2.23237908e+05
0.00763955      	2.23197039e+05
0.00764017      	2.23150536e+05
0.00764079      	2.23104783e+05
0.00764141      	2.23059407e+05
0.00764204      	2.23018260e+05
0.00764266      	2.22971417e+05
0.00764329      	2.22925405e+05
0.00764391      	2.22879677e+05
0.00764454      	2.22838260e+05
0.00764516      	2.22791124e+05
0.00764579      	2.22744736e+05
0.00764642      	2.22698660e+05
0.00764705      	2.22652777e+05
0.00764767      	2.22611159e+05
0.0076483       	2.22563590e+05
0.00764893      	2.22516861e+05
0.00764956      	2.22470413e+05
0.00765019      	2.22424086e+05
0.00765082      	2.22382192e+05
0.00765146      	2.22334199e+05
0.00765209      	2.22286996e+05
0.00765272      	2.22240177e+05
0.00765335      	2.22193453e+05
0.00765399      	2.22151175e+05
0.00765462      	2.22102766e+05
0.00765526      	2.22055141e+05
0.00765589      	2.22007840e+05
0.00765653      	2.21960733e+05
0.00765716      	2.21913627e+05
0.0076578       	2.21871029e+05
0.00765844      	2.21822120e+05
0.00765907      	2.21774013e+05
0.00765971      	2.21726241e+05
0.00766035      	2.21678669e+05
0.00766099      	2.21631102e+05
0.00766163      	2.21588161e+05
0.00766227      	2.21538742e+05
0.00766291      	2.21490161e+05
0.00766355      	2.21441931e+05
0.00766419      	2.21393913e+05
0.00766483      	2.21350645e+05
0.00766548      	2.21300710e+05
0.00766612      	2.21251751e+05
0.00766677      	2.21203137e+05
0.00766741      	2.21154679e+05
0.00766806      	2.21111184e+05
0.0076687       	2.21060844e+05
0.00766935      	2.21011447e+05
0.00767         	2.20962514e+05
0.00767064      	2.20913725e+05
0.00767129      	2.20869956e+05
0.00767194      	2.20819282e+05
0.00767259      	2.20769564e+05
0.00767324      	2.20720267e+05
0.00767389      	2.20671232e+05
0.00767455      	2.20627326e+05
0.0076752       	2.20576282e+05
0.00767585      	2.20526339e+05
0.00767651      	2.20476819e+05
0.00767716      	2.20432690e+05
0.00767782      	2.20381406e+05
0.00767848      	2.20331191e+05
0.00767913      	2.20281465e+05
0.00767979      	2.20237332e+05
0.00768046      	2.20185802e+05
0.00768112      	2.20135415e+05
0.00768178      	2.20085615e+05
0.00768244      	2.20041448e+05
0.0076831       	2.19989758e+05
0.00768377      	2.19939332e+05
0.00768443      	2.19889426e+05
0.0076851       	2.19845332e+05
0.00768577      	2.19793620e+05
0.00768644      	2.19743130e+05
0.00768711      	2.19698845e+05
0.00768778      	2.19646943e+05
0.00768845      	2.19596371e+05
0.00768913      	2.19552160e+05
0.00768981      	2.19500201e+05
0.00769048      	2.19449619e+05
0.00769116      	2.19399704e+05
0.00769184      	2.19356092e+05
0.00769252      	2.19304306e+05
0.0076932       	2.19253931e+05
0.00769388      	2.19210288e+05
0.00769457      	2.19158460e+05
0.00769525      	2.19108165e+05
0.00769594      	2.19058689e+05
0.00769663      	2.19015760e+05
0.00769731      	2.18964330e+05
0.007698        	2.18914519e+05
0.0076987       	2.18871719e+05
0.00769939      	2.18820400e+05
0.00770009      	2.18770830e+05
0.00770078      	2.18722076e+05
0.00770148      	2.18680278e+05
0.00770218      	2.18629635e+05
0.00770288      	2.18580675e+05
0.00770358      	2.18539180e+05
0.00770428      	2.18488831e+05
0.00770499      	2.18440300e+05
0.00770569      	2.18392719e+05
0.0077064       	2.18352588e+05
0.00770711      	2.18303091e+05
0.00770782      	2.18255469e+05
0.00770853      	2.18208896e+05
0.00770924      	2.18169933e+05
0.00770996      	2.18121349e+05
0.00771067      	2.18074812e+05
