# Region type : patch inlet
# Faces         : 30
# Area          : 2.97167293e-08
# Scale factor  : 7.20000000e+01
# Time          	sum(phi)
0.00558045      	-3.95139888e-04
0.00558083      	-3.95139888e-04
0.00558122      	-3.95139888e-04
0.0055816       	-3.95139888e-04
0.00558198      	-3.95139888e-04
0.00558237      	-3.95139888e-04
0.00558275      	-3.95139888e-04
0.00558313      	-3.95139888e-04
0.00558352      	-3.95139888e-04
0.0055839       	-3.95139888e-04
0.00558428      	-3.95139888e-04
0.00558467      	-3.95139888e-04
0.00558505      	-3.95139888e-04
0.00558543      	-3.95139888e-04
0.00558582      	-3.95139888e-04
0.0055862       	-3.95139888e-04
0.00558658      	-3.95139888e-04
0.00558697      	-3.95139888e-04
0.00558735      	-3.95139888e-04
0.00558773      	-3.95139888e-04
0.00558812      	-3.95139888e-04
0.0055885       	-3.95139888e-04
0.00558888      	-3.95139888e-04
0.00558927      	-3.95139888e-04
0.00558965      	-3.95139888e-04
0.00559003      	-3.95139888e-04
0.00559042      	-3.95139888e-04
0.0055908       	-3.95139888e-04
0.00559118      	-3.95139888e-04
0.00559157      	-3.95139888e-04
0.00559195      	-3.95139888e-04
0.00559233      	-3.95139888e-04
0.00559272      	-3.95139888e-04
0.0055931       	-3.95139888e-04
0.00559348      	-3.95139888e-04
0.00559387      	-3.95139888e-04
0.00559425      	-3.95139888e-04
0.00559463      	-3.95139888e-04
0.00559502      	-3.95139888e-04
0.0055954       	-3.95139888e-04
0.00559578      	-3.95139888e-04
0.00559617      	-3.95139888e-04
0.00559655      	-3.95139888e-04
0.00559693      	-3.95139888e-04
0.00559732      	-3.95139888e-04
0.0055977       	-3.95139888e-04
0.00559808      	-3.95139888e-04
0.00559847      	-3.95139888e-04
0.00559885      	-3.95139888e-04
0.00559923      	-3.95139888e-04
0.00559962      	-3.95139888e-04
0.0056          	-3.95139888e-04
0.00560039      	-3.95139888e-04
0.00560077      	-3.95139888e-04
0.00560116      	-3.95139888e-04
0.00560155      	-3.95139888e-04
0.00560194      	-3.95139888e-04
0.00560232      	-3.95139888e-04
0.00560271      	-3.95139888e-04
0.0056031       	-3.95139888e-04
0.00560349      	-3.95139888e-04
0.00560388      	-3.95139888e-04
0.00560427      	-3.95139888e-04
0.00560466      	-3.95139888e-04
0.00560505      	-3.95139888e-04
0.00560544      	-3.95139888e-04
0.00560583      	-3.95139888e-04
0.00560622      	-3.95139888e-04
0.00560661      	-3.95139888e-04
0.005607        	-3.95139888e-04
0.0056074       	-3.95139888e-04
0.00560779      	-3.95139888e-04
0.00560818      	-3.95139888e-04
0.00560857      	-3.95139888e-04
0.00560897      	-3.95139888e-04
0.00560936      	-3.95139888e-04
0.00560975      	-3.95139888e-04
0.00561015      	-3.95139888e-04
0.00561054      	-3.95139888e-04
0.00561094      	-3.95139888e-04
0.00561133      	-3.95139888e-04
0.00561173      	-3.95139888e-04
0.00561212      	-3.95139888e-04
0.00561252      	-3.95139888e-04
0.00561292      	-3.95139888e-04
0.00561331      	-3.95139888e-04
0.00561371      	-3.95139888e-04
0.00561411      	-3.95139888e-04
0.00561451      	-3.95139888e-04
0.00561491      	-3.95139888e-04
0.0056153       	-3.95139888e-04
0.0056157       	-3.95139888e-04
0.0056161       	-3.95139888e-04
0.0056165       	-3.95139888e-04
0.0056169       	-3.95139888e-04
0.0056173       	-3.95139888e-04
0.00561771      	-3.95139888e-04
0.00561811      	-3.95139888e-04
0.00561851      	-3.95139888e-04
0.00561891      	-3.95139888e-04
0.00561931      	-3.95139888e-04
0.00561972      	-3.95139888e-04
0.00562012      	-3.95139888e-04
0.00562052      	-3.95139888e-04
0.00562093      	-3.95139888e-04
0.00562133      	-3.95139888e-04
0.00562173      	-3.95139888e-04
0.00562214      	-3.95139888e-04
0.00562255      	-3.95139888e-04
0.00562295      	-3.95139888e-04
0.00562336      	-3.95139888e-04
0.00562376      	-3.95139888e-04
0.00562417      	-3.95139888e-04
0.00562458      	-3.95139888e-04
0.00562498      	-3.95139888e-04
0.00562539      	-3.95139888e-04
0.0056258       	-3.95139888e-04
0.00562621      	-3.95139888e-04
0.00562661      	-3.95139888e-04
0.00562702      	-3.95139888e-04
0.00562743      	-3.95139888e-04
0.00562784      	-3.95139888e-04
0.00562825      	-3.95139888e-04
0.00562866      	-3.95139888e-04
0.00562907      	-3.95139888e-04
0.00562948      	-3.95139888e-04
0.00562989      	-3.95139888e-04
0.00563031      	-3.95139888e-04
0.00563072      	-3.95139888e-04
0.00563113      	-3.95139888e-04
0.00563155      	-3.95139888e-04
0.00563196      	-3.95139888e-04
0.00563237      	-3.95139888e-04
0.00563279      	-3.95139888e-04
0.00563321      	-3.95139888e-04
0.00563362      	-3.95139888e-04
0.00563404      	-3.95139888e-04
0.00563446      	-3.95139888e-04
0.00563487      	-3.95139888e-04
0.00563529      	-3.95139888e-04
0.00563571      	-3.95139888e-04
0.00563613      	-3.95139888e-04
0.00563655      	-3.95139888e-04
0.00563697      	-3.95139888e-04
0.00563739      	-3.95139888e-04
0.00563782      	-3.95139888e-04
0.00563824      	-3.95139888e-04
0.00563866      	-3.95139888e-04
0.00563909      	-3.95139888e-04
0.00563951      	-3.95139888e-04
0.00563994      	-3.95139888e-04
0.00564036      	-3.95139888e-04
0.00564079      	-3.95139888e-04
0.00564121      	-3.95139888e-04
0.00564164      	-3.95139888e-04
0.00564207      	-3.95139888e-04
0.0056425       	-3.95139888e-04
0.00564293      	-3.95139888e-04
0.00564335      	-3.95139888e-04
0.00564379      	-3.95139888e-04
0.00564422      	-3.95139888e-04
0.00564465      	-3.95139888e-04
0.00564508      	-3.95139888e-04
0.00564551      	-3.95139888e-04
0.00564594      	-3.95139888e-04
0.00564638      	-3.95139888e-04
0.00564681      	-3.95139888e-04
0.00564725      	-3.95139888e-04
0.00564768      	-3.95139888e-04
0.00564812      	-3.95139888e-04
0.00564856      	-3.95139888e-04
0.005649        	-3.95139888e-04
0.00564943      	-3.95139888e-04
0.00564987      	-3.95139888e-04
0.00565031      	-3.95139888e-04
0.00565075      	-3.95139888e-04
0.00565119      	-3.95139888e-04
0.00565163      	-3.95139888e-04
0.00565208      	-3.95139888e-04
0.00565252      	-3.95139888e-04
0.00565296      	-3.95139888e-04
0.00565341      	-3.95139888e-04
0.00565385      	-3.95139888e-04
0.0056543       	-3.95139888e-04
0.00565474      	-3.95139888e-04
0.00565519      	-3.95139888e-04
0.00565564      	-3.95139888e-04
0.00565608      	-3.95139888e-04
0.00565653      	-3.95139888e-04
0.00565698      	-3.95139888e-04
0.00565743      	-3.95139888e-04
0.00565788      	-3.95139888e-04
0.00565833      	-3.95139888e-04
0.00565878      	-3.95139888e-04
0.00565923      	-3.95139888e-04
0.00565969      	-3.95139888e-04
0.00566014      	-3.95139888e-04
0.0056606       	-3.95139888e-04
0.00566105      	-3.95139888e-04
0.00566151      	-3.95139888e-04
0.00566196      	-3.95139888e-04
0.00566242      	-3.95139888e-04
0.00566288      	-3.95139888e-04
0.00566334      	-3.95139888e-04
0.0056638       	-3.95139888e-04
0.00566426      	-3.95139888e-04
0.00566472      	-3.95139888e-04
0.00566518      	-3.95139888e-04
0.00566564      	-3.95139888e-04
0.00566611      	-3.95139888e-04
0.00566657      	-3.95139888e-04
0.00566704      	-3.95139888e-04
0.0056675       	-3.95139888e-04
0.00566797      	-3.95139888e-04
0.00566844      	-3.95139888e-04
0.00566891      	-3.95139888e-04
0.00566938      	-3.95139888e-04
0.00566985      	-3.95139888e-04
0.00567032      	-3.95139888e-04
0.0056708       	-3.95139888e-04
0.00567127      	-3.95139888e-04
0.00567175      	-3.95139888e-04
0.00567222      	-3.95139888e-04
0.0056727       	-3.95139888e-04
0.00567318      	-3.95139888e-04
0.00567366      	-3.95139888e-04
0.00567414      	-3.95139888e-04
0.00567462      	-3.95139888e-04
0.0056751       	-3.95139888e-04
0.00567559      	-3.95139888e-04
0.00567607      	-3.95139888e-04
0.00567656      	-3.95139888e-04
0.00567705      	-3.95139888e-04
0.00567753      	-3.95139888e-04
0.00567802      	-3.95139888e-04
0.00567851      	-3.95139888e-04
0.00567901      	-3.95139888e-04
0.0056795       	-3.95139888e-04
0.00567999      	-3.95139888e-04
0.00568049      	-3.95139888e-04
0.00568098      	-3.95139888e-04
0.00568148      	-3.95139888e-04
0.00568198      	-3.95139888e-04
0.00568248      	-3.95139888e-04
0.00568298      	-3.95139888e-04
0.00568348      	-3.95139888e-04
0.00568398      	-3.95139888e-04
0.00568449      	-3.95139888e-04
0.00568499      	-3.95139888e-04
0.0056855       	-3.95139888e-04
0.00568601      	-3.95139888e-04
0.00568652      	-3.95139888e-04
0.00568703      	-3.95139888e-04
0.00568754      	-3.95139888e-04
0.00568805      	-3.95139888e-04
0.00568856      	-3.95139888e-04
0.00568908      	-3.95139888e-04
0.00568959      	-3.95139888e-04
0.00569011      	-3.95139888e-04
0.00569063      	-3.95139888e-04
0.00569115      	-3.95139888e-04
0.00569167      	-3.95139888e-04
0.00569219      	-3.95139888e-04
0.00569271      	-3.95139888e-04
0.00569324      	-3.95139888e-04
0.00569376      	-3.95139888e-04
0.00569428      	-3.95139888e-04
0.00569481      	-3.95139888e-04
0.00569534      	-3.95139888e-04
0.00569587      	-3.95139888e-04
0.00569639      	-3.95139888e-04
0.00569693      	-3.95139888e-04
0.00569746      	-3.95139888e-04
0.00569799      	-3.95139888e-04
0.00569852      	-3.95139888e-04
0.00569906      	-3.95139888e-04
0.00569959      	-3.95139888e-04
0.00570013      	-3.95139888e-04
0.00570066      	-3.95139888e-04
0.0057012       	-3.95139888e-04
0.00570174      	-3.95139888e-04
0.00570228      	-3.95139888e-04
0.00570282      	-3.95139888e-04
0.00570336      	-3.95139888e-04
0.0057039       	-3.95139888e-04
0.00570445      	-3.95139888e-04
0.00570499      	-3.95139888e-04
0.00570554      	-3.95139888e-04
0.00570608      	-3.95139888e-04
0.00570663      	-3.95139888e-04
0.00570718      	-3.95139888e-04
0.00570773      	-3.95139888e-04
0.00570828      	-3.95139888e-04
0.00570883      	-3.95139888e-04
0.00570938      	-3.95139888e-04
0.00570993      	-3.95139888e-04
0.00571049      	-3.95139888e-04
0.00571104      	-3.95139888e-04
0.0057116       	-3.95139888e-04
0.00571216      	-3.95139888e-04
0.00571272      	-3.95139888e-04
0.00571328      	-3.95139888e-04
0.00571384      	-3.95139888e-04
0.00571441      	-3.95139888e-04
0.00571497      	-3.95139888e-04
0.00571554      	-3.95139888e-04
0.0057161       	-3.95139888e-04
0.00571667      	-3.95139888e-04
0.00571724      	-3.95139888e-04
0.00571781      	-3.95139888e-04
0.00571838      	-3.95139888e-04
0.00571896      	-3.95139888e-04
0.00571953      	-3.95139888e-04
0.00572011      	-3.95139888e-04
0.00572068      	-3.95139888e-04
0.00572126      	-3.95139888e-04
0.00572184      	-3.95139888e-04
0.00572242      	-3.95139888e-04
0.005723        	-3.95139888e-04
0.00572358      	-3.95139888e-04
0.00572417      	-3.95139888e-04
0.00572476      	-3.95139888e-04
0.00572534      	-3.95139888e-04
0.00572593      	-3.95139888e-04
0.00572652      	-3.95139888e-04
0.00572711      	-3.95139888e-04
0.0057277       	-3.95139888e-04
0.0057283       	-3.95139888e-04
0.00572889      	-3.95139888e-04
0.00572949      	-3.95139888e-04
0.00573008      	-3.95139888e-04
0.00573068      	-3.95139888e-04
0.00573128      	-3.95139888e-04
0.00573188      	-3.95139888e-04
0.00573249      	-3.95139888e-04
0.00573309      	-3.95139888e-04
0.00573369      	-3.95139888e-04
0.00573429      	-3.95139888e-04
0.0057349       	-3.95139888e-04
0.00573551      	-3.95139888e-04
0.00573612      	-3.95139888e-04
0.00573673      	-3.95139888e-04
0.00573734      	-3.95139888e-04
0.00573795      	-3.95139888e-04
0.00573856      	-3.95139888e-04
0.00573918      	-3.95139888e-04
0.00573979      	-3.95139888e-04
0.00574041      	-3.95139888e-04
0.00574102      	-3.95139888e-04
0.00574164      	-3.95139888e-04
0.00574226      	-3.95139888e-04
0.00574288      	-3.95139888e-04
0.0057435       	-3.95139888e-04
0.00574413      	-3.95139888e-04
0.00574475      	-3.95139888e-04
0.00574537      	-3.95139888e-04
0.005746        	-3.95139888e-04
0.00574662      	-3.95139888e-04
0.00574725      	-3.95139888e-04
0.00574788      	-3.95139888e-04
0.00574851      	-3.95139888e-04
0.00574914      	-3.95139888e-04
0.00574976      	-3.95139888e-04
0.00575039      	-3.95139888e-04
0.00575102      	-3.95139888e-04
0.00575166      	-3.95139888e-04
0.00575229      	-3.95139888e-04
0.00575293      	-3.95139888e-04
0.00575356      	-3.95139888e-04
0.0057542       	-3.95139888e-04
0.00575484      	-3.95139888e-04
0.00575547      	-3.95139888e-04
0.00575611      	-3.95139888e-04
0.00575674      	-3.95139888e-04
0.00575738      	-3.95139888e-04
0.00575802      	-3.95139888e-04
0.00575866      	-3.95139888e-04
0.00575931      	-3.95139888e-04
0.00575995      	-3.95139888e-04
0.0057606       	-3.95139888e-04
0.00576125      	-3.95139888e-04
0.00576189      	-3.95139888e-04
0.00576254      	-3.95139888e-04
0.00576318      	-3.95139888e-04
0.00576383      	-3.95139888e-04
0.00576448      	-3.95139888e-04
0.00576512      	-3.95139888e-04
0.00576577      	-3.95139888e-04
0.00576641      	-3.95139888e-04
0.00576706      	-3.95139888e-04
0.0057677       	-3.95139888e-04
0.00576835      	-3.95139888e-04
0.005769        	-3.95139888e-04
0.00576964      	-3.95139888e-04
0.00577029      	-3.95139888e-04
0.00577095      	-3.95139888e-04
0.00577161      	-3.95139888e-04
0.00577227      	-3.95139888e-04
0.00577293      	-3.95139888e-04
0.00577359      	-3.95139888e-04
0.00577425      	-3.95139888e-04
0.00577491      	-3.95139888e-04
0.00577557      	-3.95139888e-04
0.00577623      	-3.95139888e-04
0.00577689      	-3.95139888e-04
0.00577755      	-3.95139888e-04
0.00577821      	-3.95139888e-04
0.00577887      	-3.95139888e-04
0.00577953      	-3.95139888e-04
0.00578019      	-3.95139888e-04
0.00578085      	-3.95139888e-04
0.00578151      	-3.95139888e-04
0.00578217      	-3.95139888e-04
0.00578283      	-3.95139888e-04
0.00578349      	-3.95139888e-04
0.00578415      	-3.95139888e-04
0.00578481      	-3.95139888e-04
0.00578547      	-3.95139888e-04
0.00578613      	-3.95139888e-04
0.00578679      	-3.95139888e-04
0.00578746      	-3.95139888e-04
0.00578812      	-3.95139888e-04
0.00578878      	-3.95139888e-04
0.00578944      	-3.95139888e-04
0.0057901       	-3.95139888e-04
0.00579076      	-3.95139888e-04
0.00579142      	-3.95139888e-04
0.00579208      	-3.95139888e-04
0.00579274      	-3.95139888e-04
0.0057934       	-3.95139888e-04
0.00579406      	-3.95139888e-04
0.00579472      	-3.95139888e-04
0.00579538      	-3.95139888e-04
0.00579604      	-3.95139888e-04
0.0057967       	-3.95139888e-04
0.00579736      	-3.95139888e-04
0.00579802      	-3.95139888e-04
0.00579868      	-3.95139888e-04
0.00579934      	-3.95139888e-04
0.0058          	-3.95139888e-04
0.00580065      	-3.95139888e-04
0.00580131      	-3.95139888e-04
0.00580196      	-3.95139888e-04
0.00580261      	-3.95139888e-04
0.00580327      	-3.95139888e-04
0.00580392      	-3.95139888e-04
0.00580457      	-3.95139888e-04
0.00580522      	-3.95139888e-04
0.00580587      	-3.95139888e-04
0.00580652      	-3.95139888e-04
0.00580717      	-3.95139888e-04
0.00580782      	-3.95139888e-04
0.00580847      	-3.95139888e-04
0.00580912      	-3.95139888e-04
0.00580977      	-3.95139888e-04
0.00581042      	-3.95139888e-04
0.00581107      	-3.95139888e-04
0.00581171      	-3.95139888e-04
0.00581236      	-3.95139888e-04
0.00581301      	-3.95139888e-04
0.00581365      	-3.95139888e-04
0.0058143       	-3.95139888e-04
0.00581494      	-3.95139888e-04
0.00581559      	-3.95139888e-04
0.00581623      	-3.95139888e-04
0.00581687      	-3.95139888e-04
0.00581752      	-3.95139888e-04
0.00581816      	-3.95139888e-04
0.0058188       	-3.95139888e-04
0.00581944      	-3.95139888e-04
0.00582008      	-3.95139888e-04
0.00582072      	-3.95139888e-04
0.00582136      	-3.95139888e-04
0.00582199      	-3.95139888e-04
0.00582263      	-3.95139888e-04
0.00582326      	-3.95139888e-04
0.0058239       	-3.95139888e-04
0.00582453      	-3.95139888e-04
0.00582517      	-3.95139888e-04
0.0058258       	-3.95139888e-04
0.00582643      	-3.95139888e-04
0.00582706      	-3.95139888e-04
0.00582769      	-3.95139888e-04
0.00582832      	-3.95139888e-04
0.00582895      	-3.95139888e-04
0.00582958      	-3.95139888e-04
0.0058302       	-3.95139888e-04
0.00583083      	-3.95139888e-04
0.00583146      	-3.95139888e-04
0.00583208      	-3.95139888e-04
0.0058327       	-3.95139888e-04
0.00583332      	-3.95139888e-04
0.00583394      	-3.95139888e-04
0.00583456      	-3.95139888e-04
0.00583518      	-3.95139888e-04
0.0058358       	-3.95139888e-04
0.00583641      	-3.95139888e-04
0.00583703      	-3.95139888e-04
0.00583764      	-3.95139888e-04
0.00583825      	-3.95139888e-04
0.00583886      	-3.95139888e-04
0.00583947      	-3.95139888e-04
0.00584008      	-3.95139888e-04
0.00584069      	-3.95139888e-04
0.0058413       	-3.95139888e-04
0.00584191      	-3.95139888e-04
0.00584251      	-3.95139888e-04
0.00584312      	-3.95139888e-04
0.00584372      	-3.95139888e-04
0.00584432      	-3.95139888e-04
0.00584492      	-3.95139888e-04
0.00584552      	-3.95139888e-04
0.00584611      	-3.95139888e-04
0.00584671      	-3.95139888e-04
0.0058473       	-3.95139888e-04
0.0058479       	-3.95139888e-04
0.00584849      	-3.95139888e-04
0.00584908      	-3.95139888e-04
0.00584967      	-3.95139888e-04
0.00585026      	-3.95139888e-04
0.00585085      	-3.95139888e-04
0.00585144      	-3.95139888e-04
0.00585202      	-3.95139888e-04
0.00585261      	-3.95139888e-04
0.00585319      	-3.95139888e-04
0.00585377      	-3.95139888e-04
0.00585435      	-3.95139888e-04
0.00585493      	-3.95139888e-04
0.00585551      	-3.95139888e-04
0.00585609      	-3.95139888e-04
0.00585666      	-3.95139888e-04
0.00585724      	-3.95139888e-04
0.00585781      	-3.95139888e-04
0.00585838      	-3.95139888e-04
0.00585896      	-3.95139888e-04
0.00585953      	-3.95139888e-04
0.0058601       	-3.95139888e-04
0.00586066      	-3.95139888e-04
0.00586123      	-3.95139888e-04
0.0058618       	-3.95139888e-04
0.00586237      	-3.95139888e-04
0.00586293      	-3.95139888e-04
0.00586349      	-3.95139888e-04
0.00586406      	-3.95139888e-04
0.00586462      	-3.95139888e-04
0.00586518      	-3.95139888e-04
0.00586574      	-3.95139888e-04
0.0058663       	-3.95139888e-04
0.00586686      	-3.95139888e-04
0.00586741      	-3.95139888e-04
0.00586797      	-3.95139888e-04
0.00586852      	-3.95139888e-04
0.00586907      	-3.95139888e-04
0.00586963      	-3.95139888e-04
0.00587018      	-3.95139888e-04
0.00587073      	-3.95139888e-04
0.00587127      	-3.95139888e-04
0.00587182      	-3.95139888e-04
0.00587237      	-3.95139888e-04
0.00587291      	-3.95139888e-04
0.00587346      	-3.95139888e-04
0.005874        	-3.95139888e-04
0.00587454      	-3.95139888e-04
0.00587509      	-3.95139888e-04
0.00587563      	-3.95139888e-04
0.00587616      	-3.95139888e-04
0.0058767       	-3.95139888e-04
0.00587724      	-3.95139888e-04
0.00587778      	-3.95139888e-04
0.00587831      	-3.95139888e-04
0.00587885      	-3.95139888e-04
0.00587938      	-3.95139888e-04
0.00587991      	-3.95139888e-04
0.00588044      	-3.95139888e-04
0.00588098      	-3.95139888e-04
0.0058815       	-3.95139888e-04
0.00588203      	-3.95139888e-04
0.00588256      	-3.95139888e-04
0.00588309      	-3.95139888e-04
0.00588361      	-3.95139888e-04
0.00588414      	-3.95139888e-04
0.00588466      	-3.95139888e-04
0.00588518      	-3.95139888e-04
0.00588571      	-3.95139888e-04
0.00588623      	-3.95139888e-04
0.00588675      	-3.95139888e-04
0.00588727      	-3.95139888e-04
0.00588779      	-3.95139888e-04
0.0058883       	-3.95139888e-04
0.00588882      	-3.95139888e-04
0.00588934      	-3.95139888e-04
0.00588985      	-3.95139888e-04
0.00589037      	-3.95139888e-04
0.00589088      	-3.95139888e-04
0.00589139      	-3.95139888e-04
0.0058919       	-3.95139888e-04
0.00589241      	-3.95139888e-04
0.00589292      	-3.95139888e-04
0.00589343      	-3.95139888e-04
0.00589394      	-3.95139888e-04
0.00589445      	-3.95139888e-04
0.00589496      	-3.95139888e-04
0.00589546      	-3.95139888e-04
0.00589597      	-3.95139888e-04
0.00589647      	-3.95139888e-04
0.00589697      	-3.95139888e-04
0.00589748      	-3.95139888e-04
0.00589798      	-3.95139888e-04
0.00589848      	-3.95139888e-04
0.00589898      	-3.95139888e-04
0.00589948      	-3.95139888e-04
0.00589998      	-3.95139888e-04
0.00590047      	-3.95139888e-04
0.00590097      	-3.95139888e-04
0.00590146      	-3.95139888e-04
0.00590196      	-3.95139888e-04
0.00590245      	-3.95139888e-04
0.00590294      	-3.95139888e-04
0.00590344      	-3.95139888e-04
0.00590393      	-3.95139888e-04
0.00590442      	-3.95139888e-04
0.00590491      	-3.95139888e-04
0.0059054       	-3.95139888e-04
0.00590588      	-3.95139888e-04
0.00590637      	-3.95139888e-04
0.00590686      	-3.95139888e-04
0.00590734      	-3.95139888e-04
0.00590783      	-3.95139888e-04
0.00590831      	-3.95139888e-04
0.0059088       	-3.95139888e-04
0.00590928      	-3.95139888e-04
0.00590976      	-3.95139888e-04
0.00591024      	-3.95139888e-04
0.00591072      	-3.95139888e-04
0.0059112       	-3.95139888e-04
0.00591168      	-3.95139888e-04
0.00591216      	-3.95139888e-04
0.00591264      	-3.95139888e-04
0.00591311      	-3.95139888e-04
0.00591359      	-3.95139888e-04
0.00591406      	-3.95139888e-04
0.00591454      	-3.95139888e-04
0.00591501      	-3.95139888e-04
0.00591548      	-3.95139888e-04
0.00591595      	-3.95139888e-04
0.00591643      	-3.95139888e-04
0.0059169       	-3.95139888e-04
0.00591737      	-3.95139888e-04
0.00591784      	-3.95139888e-04
0.0059183       	-3.95139888e-04
0.00591877      	-3.95139888e-04
0.00591924      	-3.95139888e-04
0.00591971      	-3.95139888e-04
0.00592017      	-3.95139888e-04
0.00592063      	-3.95139888e-04
0.0059211       	-3.95139888e-04
0.00592156      	-3.95139888e-04
0.00592202      	-3.95139888e-04
0.00592248      	-3.95139888e-04
0.00592295      	-3.95139888e-04
0.00592341      	-3.95139888e-04
0.00592387      	-3.95139888e-04
0.00592432      	-3.95139888e-04
0.00592478      	-3.95139888e-04
0.00592524      	-3.95139888e-04
0.0059257       	-3.95139888e-04
0.00592615      	-3.95139888e-04
0.00592661      	-3.95139888e-04
0.00592707      	-3.95139888e-04
0.00592752      	-3.95139888e-04
0.00592797      	-3.95139888e-04
0.00592842      	-3.95139888e-04
0.00592888      	-3.95139888e-04
0.00592933      	-3.95139888e-04
0.00592978      	-3.95139888e-04
0.00593023      	-3.95139888e-04
0.00593068      	-3.95139888e-04
0.00593113      	-3.95139888e-04
0.00593158      	-3.95139888e-04
0.00593203      	-3.95139888e-04
0.00593248      	-3.95139888e-04
0.00593293      	-3.95139888e-04
0.00593337      	-3.95139888e-04
0.00593382      	-3.95139888e-04
0.00593427      	-3.95139888e-04
0.00593471      	-3.95139888e-04
0.00593516      	-3.95139888e-04
0.0059356       	-3.95139888e-04
0.00593604      	-3.95139888e-04
0.00593649      	-3.95139888e-04
0.00593693      	-3.95139888e-04
0.00593737      	-3.95139888e-04
0.00593781      	-3.95139888e-04
0.00593825      	-3.95139888e-04
0.00593869      	-3.95139888e-04
0.00593913      	-3.95139888e-04
0.00593958      	-3.95139888e-04
0.00594002      	-3.95139888e-04
0.00594045      	-3.95139888e-04
0.00594089      	-3.95139888e-04
0.00594133      	-3.95139888e-04
0.00594177      	-3.95139888e-04
0.00594221      	-3.95139888e-04
0.00594264      	-3.95139888e-04
0.00594308      	-3.95139888e-04
0.00594351      	-3.95139888e-04
0.00594395      	-3.95139888e-04
0.00594438      	-3.95139888e-04
0.00594482      	-3.95139888e-04
0.00594525      	-3.95139888e-04
0.00594568      	-3.95139888e-04
0.00594612      	-3.95139888e-04
0.00594655      	-3.95139888e-04
0.00594698      	-3.95139888e-04
0.00594741      	-3.95139888e-04
0.00594784      	-3.95139888e-04
0.00594827      	-3.95139888e-04
0.0059487       	-3.95139888e-04
0.00594913      	-3.95139888e-04
0.00594955      	-3.95139888e-04
0.00594998      	-3.95139888e-04
0.00595041      	-3.95139888e-04
0.00595084      	-3.95139888e-04
0.00595126      	-3.95139888e-04
0.00595168      	-3.95139888e-04
0.00595211      	-3.95139888e-04
0.00595253      	-3.95139888e-04
0.00595296      	-3.95139888e-04
0.00595338      	-3.95139888e-04
0.0059538       	-3.95139888e-04
0.00595422      	-3.95139888e-04
0.00595464      	-3.95139888e-04
0.00595506      	-3.95139888e-04
0.00595548      	-3.95139888e-04
0.0059559       	-3.95139888e-04
0.00595632      	-3.95139888e-04
0.00595674      	-3.95139888e-04
0.00595715      	-3.95139888e-04
0.00595757      	-3.95139888e-04
0.00595798      	-3.95139888e-04
0.0059584       	-3.95139888e-04
0.00595882      	-3.95139888e-04
0.00595923      	-3.95139888e-04
0.00595965      	-3.95139888e-04
0.00596006      	-3.95139888e-04
0.00596048      	-3.95139888e-04
0.00596089      	-3.95139888e-04
0.0059613       	-3.95139888e-04
0.00596171      	-3.95139888e-04
0.00596213      	-3.95139888e-04
0.00596254      	-3.95139888e-04
0.00596295      	-3.95139888e-04
0.00596336      	-3.95139888e-04
0.00596377      	-3.95139888e-04
0.00596418      	-3.95139888e-04
0.0059646       	-3.95139888e-04
0.00596501      	-3.95139888e-04
0.00596541      	-3.95139888e-04
0.00596582      	-3.95139888e-04
0.00596623      	-3.95139888e-04
0.00596664      	-3.95139888e-04
0.00596704      	-3.95139888e-04
0.00596745      	-3.95139888e-04
0.00596786      	-3.95139888e-04
0.00596826      	-3.95139888e-04
0.00596867      	-3.95139888e-04
0.00596908      	-3.95139888e-04
0.00596948      	-3.95139888e-04
0.00596989      	-3.95139888e-04
0.0059703       	-3.95139888e-04
0.0059707       	-3.95139888e-04
0.00597111      	-3.95139888e-04
0.00597151      	-3.95139888e-04
0.00597191      	-3.95139888e-04
0.00597231      	-3.95139888e-04
0.00597271      	-3.95139888e-04
0.00597311      	-3.95139888e-04
0.00597351      	-3.95139888e-04
0.00597391      	-3.95139888e-04
0.00597432      	-3.95139888e-04
0.00597472      	-3.95139888e-04
0.00597512      	-3.95139888e-04
0.00597552      	-3.95139888e-04
0.00597592      	-3.95139888e-04
0.00597632      	-3.95139888e-04
0.00597672      	-3.95139888e-04
0.00597713      	-3.95139888e-04
0.00597753      	-3.95139888e-04
0.00597792      	-3.95139888e-04
0.00597832      	-3.95139888e-04
0.00597871      	-3.95139888e-04
0.0059791       	-3.95139888e-04
0.0059795       	-3.95139888e-04
0.00597989      	-3.95139888e-04
0.00598029      	-3.95139888e-04
0.00598068      	-3.95139888e-04
0.00598107      	-3.95139888e-04
0.00598147      	-3.95139888e-04
0.00598186      	-3.95139888e-04
0.00598226      	-3.95139888e-04
0.00598265      	-3.95139888e-04
0.00598305      	-3.95139888e-04
0.00598344      	-3.95139888e-04
0.00598383      	-3.95139888e-04
0.00598423      	-3.95139888e-04
0.00598462      	-3.95139888e-04
0.00598502      	-3.95139888e-04
0.00598541      	-3.95139888e-04
0.00598581      	-3.95139888e-04
0.0059862       	-3.95139888e-04
0.00598659      	-3.95139888e-04
0.00598699      	-3.95139888e-04
0.00598737      	-3.95139888e-04
0.00598775      	-3.95139888e-04
0.00598814      	-3.95139888e-04
0.00598852      	-3.95139888e-04
0.0059889       	-3.95139888e-04
0.00598929      	-3.95139888e-04
0.00598967      	-3.95139888e-04
0.00599005      	-3.95139888e-04
