# Jet Force Analysis - OpenFOAM Post-Processing
# Wedge factor: 72
# Fuel density: 1000 kg/m3
# Air density: 20 kg/m3
# Inlet area (full): 2.1396e-06 m2
#
# Time(s)  MassFlow(kg/s)  MomentumFlux_x(N)  PressureForce_x(N)  TotalForce_x(N)
1.85805e-05  -0.387396  -72.9591  0.0903735  -72.8687
1.88579e-05  -0.387396  -72.9591  0.0896317  -72.8695
1.91362e-05  -0.387396  -72.9591  0.0888375  -72.8703
1.94153e-05  -0.387396  -72.9591  0.0908612  -72.8682
1.96957e-05  -0.387396  -72.9591  0.0927764  -72.8663
1.9977e-05  -0.387396  -72.9591  0.0914978  -72.8676
2.02596e-05  -0.387396  -72.9591  0.0894046  -72.8697
2.05436e-05  -0.387396  -72.9591  0.0854286  -72.8737
2.08289e-05  -0.387396  -72.9591  0.0827474  -72.8763
2.11155e-05  -0.387396  -72.9591  0.0816174  -72.8775
2.14036e-05  -0.387396  -72.9591  0.0822146  -72.8769
2.16935e-05  -0.387396  -72.9591  0.0829301  -72.8761
2.19853e-05  -0.387396  -72.9591  0.0820134  -72.8771
2.22796e-05  -0.387396  -72.9591  0.0801034  -72.879
2.25763e-05  -0.387396  -72.9591  0.0753026  -72.8838
2.28755e-05  -0.387396  -72.9591  0.0719743  -72.8871
2.31772e-05  -0.387396  -72.9591  0.0693054  -72.8897
2.34821e-05  -0.387396  -72.959  0.0650187  -72.894
2.37902e-05  -0.387396  -72.959  0.0627006  -72.8963
2.41015e-05  -0.387396  -72.959  0.0607171  -72.8983
2.44161e-05  -0.387396  -72.959  0.0551671  -72.9039
2.47348e-05  -0.387395  -72.959  0.0487234  -72.9103
2.50576e-05  -0.387395  -72.959  0.0428633  -72.9162
2.53852e-05  -0.387395  -72.959  0.0405954  -72.9184
2.57178e-05  -0.387395  -72.959  0.0369587  -72.9221
2.60485e-05  -0.387395  -72.959  0.0319783  -72.927
2.63767e-05  -0.387395  -72.959  0.0280535  -72.931
2.67031e-05  -0.387395  -72.959  0.0245071  -72.9345
2.70276e-05  -0.387395  -72.959  0.0213171  -72.9377
2.73503e-05  -0.387395  -72.959  0.018512  -72.9405
2.76712e-05  -0.387395  -72.959  0.014162  -72.9449
2.79909e-05  -0.387395  -72.959  0.0118644  -72.9472
2.83095e-05  -0.387395  -72.959  0.0114582  -72.9476
2.86268e-05  -0.387395  -72.959  0.00937721  -72.9496
2.8943e-05  -0.387395  -72.959  0.00935318  -72.9497
2.9258e-05  -0.387395  -72.959  0.00909149  -72.9499
2.95719e-05  -0.387395  -72.959  0.00627252  -72.9527
2.98852e-05  -0.387395  -72.959  0.00223457  -72.9568
3.01979e-05  -0.387395  -72.959  0.00147948  -72.9575
3.05095e-05  -0.387395  -72.959  0.000844478  -72.9582
3.08204e-05  -0.387395  -72.959  -0.000894612  -72.9599
3.11309e-05  -0.387395  -72.959  0.00797838  -72.951
3.14407e-05  -0.387395  -72.959  0.00561251  -72.9534
3.175e-05  -0.387395  -72.959  0.00386286  -72.9551
3.20593e-05  -0.387395  -72.959  0.00214359  -72.9569
3.2368e-05  -0.387395  -72.959  0.000567865  -72.9584
3.26761e-05  -0.387395  -72.959  -0.00129881  -72.9603
3.29843e-05  -0.387395  -72.959  -0.00288308  -72.9619
3.32924e-05  -0.387395  -72.959  -0.00401895  -72.963
3.36e-05  -0.387395  -72.959  -0.00568021  -72.9647
3.39076e-05  -0.387395  -72.959  -0.00486349  -72.9639
3.42152e-05  -0.387395  -72.959  -0.00600021  -72.965
3.45233e-05  -0.387395  -72.959  -0.00709868  -72.9661
3.48315e-05  -0.387395  -72.959  -0.00819526  -72.9672
3.51396e-05  -0.387395  -72.959  -0.00206668  -72.9611
3.54484e-05  -0.387395  -72.959  -0.00289456  -72.9619
3.57577e-05  -0.387395  -72.959  -0.00366046  -72.9627
3.6067e-05  -0.387395  -72.959  -0.00433913  -72.9633
3.63769e-05  -0.387395  -72.959  -0.00467963  -72.9637
3.66873e-05  -0.387395  -72.959  -0.00486634  -72.9639
3.69984e-05  -0.387395  -72.959  -0.0053022  -72.9643
3.73107e-05  -0.387395  -72.959  -0.00579003  -72.9648
3.76235e-05  -0.387395  -72.959  -0.00611118  -72.9651
3.7937e-05  -0.387395  -72.959  -0.00645141  -72.9654
3.82517e-05  -0.387395  -72.959  -0.00471615  -72.9637
3.85676e-05  -0.387395  -72.959  -0.00572246  -72.9647
3.88848e-05  -0.387395  -72.959  -0.00669475  -72.9657
3.92032e-05  -0.387395  -72.959  -0.00742401  -72.9664
3.95229e-05  -0.387395  -72.959  -0.00503419  -72.964
3.98438e-05  -0.387395  -72.959  -0.00166101  -72.9607
4.01667e-05  -0.387395  -72.959  -0.000923209  -72.9599
4.04916e-05  -0.387395  -72.959  -0.00180262  -72.9608
4.08184e-05  -0.387395  -72.959  -0.00224394  -72.9612
4.1148e-05  -0.387395  -72.959  -0.00305803  -72.962
4.14796e-05  -0.387395  -72.959  -0.00382831  -72.9628
4.18141e-05  -0.387395  -72.959  -0.00237694  -72.9614
4.21513e-05  -0.387395  -72.959  -0.00306965  -72.9621
4.24915e-05  -0.387395  -72.959  -0.00395282  -72.9629
4.28347e-05  -0.387395  -72.959  -0.0046981  -72.9637
4.31809e-05  -0.387395  -72.959  -0.00535882  -72.9643
4.35301e-05  -0.387395  -72.959  -0.00455655  -72.9635
4.38825e-05  -0.387395  -72.959  -0.00518326  -72.9642
4.42382e-05  -0.387395  -72.959  -0.00563856  -72.9646
4.45979e-05  -0.387395  -72.959  -0.00579151  -72.9648
4.4961e-05  -0.387395  -72.959  -0.00638768  -72.9654
4.53284e-05  -0.387395  -72.959  -0.00667545  -72.9657
4.56932e-05  -0.387395  -72.959  -0.00698773  -72.966
4.60554e-05  -0.387395  -72.959  -0.0072236  -72.9662
4.64142e-05  -0.387395  -72.959  -0.00742025  -72.9664
4.67714e-05  -0.387395  -72.959  -0.00759901  -72.9666
4.71261e-05  -0.387395  -72.959  -0.0077205  -72.9667
4.74783e-05  -0.387395  -72.959  -0.00806335  -72.967
4.78282e-05  -0.387395  -72.959  -0.00837696  -72.9674
4.81764e-05  -0.387395  -72.959  -0.00852122  -72.9675
4.8523e-05  -0.387395  -72.959  -0.00628343  -72.9653
4.88681e-05  -0.387395  -72.959  -0.00721263  -72.9662
4.92115e-05  -0.387395  -72.959  -0.00787015  -72.9669
4.95535e-05  -0.387395  -72.959  -0.00861131  -72.9676
4.98946e-05  -0.387395  -72.959  -0.00435966  -72.9633
5.02342e-05  -0.387395  -72.959  -0.00482251  -72.9638
5.05731e-05  -0.387395  -72.959  -0.00531689  -72.9643
5.09111e-05  -0.387395  -72.959  -0.00580546  -72.9648
5.12477e-05  -0.387395  -72.959  -0.00610696  -72.9651
5.15835e-05  -0.387395  -72.959  -0.00622462  -72.9652
5.19192e-05  -0.387395  -72.959  -0.00629557  -72.9653
5.22543e-05  -0.387395  -72.959  -0.00642685  -72.9654
5.25885e-05  -0.387395  -72.959  -0.00649983  -72.9655
5.29228e-05  -0.387395  -72.959  -0.00668234  -72.9657
5.32563e-05  -0.387395  -72.959  -0.00676116  -72.9657
5.35898e-05  -0.387395  -72.959  -0.00687783  -72.9659
5.39233e-05  -0.387395  -72.959  -0.00692442  -72.9659
5.42568e-05  -0.387395  -72.959  -0.00696655  -72.966
5.45903e-05  -0.387395  -72.959  -0.00703684  -72.966
5.49238e-05  -0.387395  -72.959  -0.00722956  -72.9662
5.52581e-05  -0.387395  -72.959  -0.00734979  -72.9663
5.55924e-05  -0.387395  -72.959  -0.00749884  -72.9665
5.59275e-05  -0.387395  -72.959  -0.00657509  -72.9656
5.62625e-05  -0.387395  -72.959  -0.00703383  -72.966
5.65983e-05  -0.387395  -72.959  -0.00738179  -72.9664
5.6935e-05  -0.387395  -72.959  -0.00801795  -72.967
5.72724e-05  -0.387395  -72.959  -0.00821303  -72.9672
5.76106e-05  -0.387395  -72.959  -0.00831568  -72.9673
5.79504e-05  -0.387395  -72.959  -0.00844769  -72.9674
5.82911e-05  -0.387395  -72.959  -0.00841956  -72.9674
5.86325e-05  -0.387395  -72.959  -0.00839326  -72.9674
5.89757e-05  -0.387395  -72.959  -0.00835446  -72.9673
5.93205e-05  -0.387395  -72.959  -0.00835831  -72.9673
5.9667e-05  -0.387395  -72.959  -0.00837358  -72.9674
6.00152e-05  -0.387395  -72.959  -0.00839225  -72.9674
6.03652e-05  -0.387395  -72.959  -0.00845658  -72.9674
6.07178e-05  -0.387395  -72.959  -0.0084204  -72.9674
6.10722e-05  -0.387395  -72.959  -0.00850421  -72.9675
6.14284e-05  -0.387395  -72.959  -0.00858723  -72.9676
6.17874e-05  -0.387395  -72.959  -0.00876112  -72.9677
6.21492e-05  -0.387395  -72.959  -0.00890572  -72.9679
6.25139e-05  -0.387395  -72.959  -0.00896027  -72.9679
6.28815e-05  -0.387395  -72.959  -0.00900961  -72.968
6.32531e-05  -0.387395  -72.959  -0.00913503  -72.9681
6.36277e-05  -0.387395  -72.959  -0.00917436  -72.9682
6.40066e-05  -0.387395  -72.959  -0.00929006  -72.9683
6.43896e-05  -0.387395  -72.959  -0.00922941  -72.9682
6.4776e-05  -0.387395  -72.959  -0.00922219  -72.9682
6.51668e-05  -0.387395  -72.959  -0.00924961  -72.9682
6.55622e-05  -0.387395  -72.959  -0.00924777  -72.9682
6.596e-05  -0.387395  -72.959  -0.00925657  -72.9682
6.63542e-05  -0.387395  -72.959  -0.00925731  -72.9682
6.6745e-05  -0.387395  -72.959  -0.00926833  -72.9683
6.71335e-05  -0.387395  -72.959  -0.00924857  -72.9682
6.75186e-05  -0.387395  -72.959  -0.00946973  -72.9685
6.79015e-05  -0.387395  -72.959  -0.00956969  -72.9686
6.82822e-05  -0.387395  -72.959  -0.00970323  -72.9687
6.86607e-05  -0.387395  -72.959  -0.00986468  -72.9688
6.9037e-05  -0.387395  -72.959  -0.00986691  -72.9688
6.94112e-05  -0.387395  -72.959  -0.00984825  -72.9688
6.97832e-05  -0.387395  -72.959  -0.00969801  -72.9687
7.01532e-05  -0.387395  -72.959  -0.0096313  -72.9686
7.05221e-05  -0.387395  -72.959  -0.00949419  -72.9685
7.08888e-05  -0.387395  -72.959  -0.00935191  -72.9683
7.12546e-05  -0.387395  -72.959  -0.00925207  -72.9682
7.16193e-05  -0.387395  -72.959  -0.00924456  -72.9682
7.1983e-05  -0.387395  -72.959  -0.00922703  -72.9682
7.23457e-05  -0.387395  -72.959  -0.00919947  -72.9682
7.27083e-05  -0.387395  -72.959  -0.00925341  -72.9682
7.30699e-05  -0.387395  -72.959  -0.00939741  -72.9684
7.34316e-05  -0.387395  -72.959  -0.00952098  -72.9685
7.37922e-05  -0.387395  -72.959  -0.00961696  -72.9686
7.41527e-05  -0.387395  -72.959  -0.00963723  -72.9686
7.45133e-05  -0.387395  -72.959  -0.00957175  -72.9686
7.48739e-05  -0.387395  -72.959  -0.00946975  -72.9685
7.52335e-05  -0.387395  -72.959  -0.00940632  -72.9684
7.55931e-05  -0.387395  -72.959  -0.00933287  -72.9683
7.59526e-05  -0.387395  -72.959  -0.00932291  -72.9683
7.63122e-05  -0.387395  -72.959  -0.00927109  -72.9683
7.66717e-05  -0.387395  -72.959  -0.00919134  -72.9682
7.70323e-05  -0.387395  -72.959  -0.00919931  -72.9682
7.73929e-05  -0.387395  -72.959  -0.0091701  -72.9682
7.77536e-05  -0.387395  -72.959  -0.00913074  -72.9681
7.81152e-05  -0.387395  -72.959  -0.0090847  -72.9681
7.84769e-05  -0.387395  -72.959  -0.00898588  -72.968
7.88397e-05  -0.387395  -72.959  -0.00883697  -72.9678
7.92035e-05  -0.387395  -72.959  -0.00870324  -72.9677
7.95673e-05  -0.387395  -72.959  -0.00870104  -72.9677
7.99323e-05  -0.387395  -72.959  -0.00866097  -72.9676
8.02995e-05  -0.387395  -72.959  -0.00856882  -72.9676
8.06678e-05  -0.387395  -72.959  -0.00843925  -72.9674
8.10384e-05  -0.387395  -72.959  -0.00848634  -72.9675
8.14101e-05  -0.387395  -72.959  -0.00849896  -72.9675
8.17842e-05  -0.387395  -72.959  -0.00853521  -72.9675
8.21607e-05  -0.387395  -72.959  -0.00839515  -72.9674
8.25384e-05  -0.387395  -72.959  -0.00824452  -72.9672
8.29185e-05  -0.387395  -72.959  -0.00816689  -72.9671
8.33012e-05  -0.387395  -72.959  -0.00802884  -72.967
8.36876e-05  -0.387395  -72.959  -0.00788864  -72.9669
8.40766e-05  -0.387395  -72.959  -0.00772738  -72.9667
8.44695e-05  -0.387395  -72.959  -0.00756403  -72.9665
8.48666e-05  -0.387395  -72.959  -0.00743907  -72.9664
8.52677e-05  -0.387395  -72.959  -0.00734328  -72.9663
8.56731e-05  -0.387395  -72.959  -0.00721445  -72.9662
8.60829e-05  -0.387395  -72.959  -0.0070923  -72.9661
8.64987e-05  -0.387395  -72.959  -0.00702512  -72.966
8.6919e-05  -0.387395  -72.959  -0.00695705  -72.9659
8.73426e-05  -0.387395  -72.959  -0.00687913  -72.9659
8.77614e-05  -0.387395  -72.959  -0.00675523  -72.9657
8.81771e-05  -0.387395  -72.959  -0.0065906  -72.9656
8.85882e-05  -0.387395  -72.959  -0.00648011  -72.9655
8.89963e-05  -0.387395  -72.959  -0.00643972  -72.9654
8.94014e-05  -0.387395  -72.959  -0.00624621  -72.9652
8.98036e-05  -0.387395  -72.959  -0.00606946  -72.9651
9.02028e-05  -0.387395  -72.959  -0.00593424  -72.9649
9.06007e-05  -0.387395  -72.959  -0.00580815  -72.9648
9.09956e-05  -0.387395  -72.959  -0.00568885  -72.9647
9.13891e-05  -0.387395  -72.959  -0.00556225  -72.9645
9.17812e-05  -0.387395  -72.959  -0.00542271  -72.9644
9.21719e-05  -0.387395  -72.959  -0.00530084  -72.9643
9.25612e-05  -0.387395  -72.959  -0.00522265  -72.9642
9.2949e-05  -0.387395  -72.959  -0.00501477  -72.964
9.33355e-05  -0.387395  -72.959  -0.00483296  -72.9638
9.37206e-05  -0.387395  -72.959  -0.00468513  -72.9637
9.41043e-05  -0.387395  -72.959  -0.00459482  -72.9636
9.44879e-05  -0.387395  -72.959  -0.00442263  -72.9634
9.48716e-05  -0.387395  -72.959  -0.00428697  -72.9633
9.52539e-05  -0.387395  -72.959  -0.00414766  -72.9631
9.56362e-05  -0.387395  -72.959  -0.00398589  -72.963
9.60185e-05  -0.387395  -72.959  -0.00384257  -72.9628
9.64008e-05  -0.387395  -72.959  -0.00373774  -72.9627
9.6783e-05  -0.387395  -72.959  -0.00362337  -72.9626
9.71667e-05  -0.387395  -72.959  -0.00350057  -72.9625
9.75505e-05  -0.387395  -72.959  -0.00336668  -72.9623
9.79342e-05  -0.387395  -72.959  -0.00324982  -72.9622
9.83193e-05  -0.387395  -72.959  -0.00308167  -72.9621
9.87045e-05  -0.387395  -72.959  -0.00294331  -72.9619
9.90911e-05  -0.387395  -72.959  -0.00283139  -72.9618
9.94792e-05  -0.387395  -72.959  -0.00269215  -72.9617
9.98688e-05  -0.387395  -72.959  -0.00253339  -72.9615
0.00010026  -0.387395  -72.959  -0.00238607  -72.9614
0.000100653  -0.387395  -72.959  -0.0022256  -72.9612
0.000101047  -0.387395  -72.959  -0.00204499  -72.961
0.000101443  -0.387395  -72.959  -0.00190115  -72.9609
0.00010184  -0.387395  -72.959  -0.00175698  -72.9607
0.000102241  -0.387395  -72.959  -0.00162763  -72.9606
0.000102643  -0.387395  -72.959  -0.00150806  -72.9605
0.000103049  -0.387395  -72.959  -0.00139898  -72.9604
0.000103458  -0.387395  -72.959  -0.00126192  -72.9602
0.000103869  -0.387395  -72.959  -0.00113777  -72.9601
0.000104283  -0.387395  -72.959  -0.00102601  -72.96
0.000104701  -0.387395  -72.959  -0.000911413  -72.9599
0.000105123  -0.387395  -72.959  -0.000786198  -72.9598
0.000105548  -0.387395  -72.959  -0.000645662  -72.9596
0.000105977  -0.387395  -72.959  -0.000508555  -72.9595
0.000106411  -0.387395  -72.959  -0.000391697  -72.9594
0.000106846  -0.387395  -72.959  -0.000258451  -72.9592
0.000107285  -0.387395  -72.959  -0.00013896  -72.9591
0.000107731  -0.387395  -72.959  -2.39545e-05  -72.959
0.000108181  -0.387395  -72.959  0.000102701  -72.9589
0.000108631  -0.387395  -72.959  0.000217043  -72.9588
0.000109077  -0.387395  -72.959  0.000321464  -72.9587
0.000109518  -0.387395  -72.959  0.000414374  -72.9586
0.000109955  -0.387395  -72.959  0.000502137  -72.9585
0.00011039  -0.387395  -72.959  0.000578858  -72.9584
0.000110821  -0.387395  -72.959  0.00066234  -72.9583
0.00011125  -0.387395  -72.959  0.000749409  -72.9582
0.000111675  -0.387395  -72.959  0.000835624  -72.9581
0.000112097  -0.387395  -72.959  0.000929758  -72.9581
0.000112518  -0.387395  -72.959  0.000988439  -72.958
0.000112936  -0.387395  -72.959  0.00104858  -72.9579
0.000113353  -0.387395  -72.959  0.00111077  -72.9579
0.000113768  -0.387395  -72.959  0.00117661  -72.9578
0.00011418  -0.387395  -72.959  0.001234  -72.9577
0.000114591  -0.387395  -72.959  0.00129698  -72.9577
0.000115001  -0.387395  -72.959  0.00135022  -72.9576
0.00011541  -0.387395  -72.959  0.00140124  -72.9576
0.000115819  -0.387395  -72.959  0.00144068  -72.9575
0.000116225  -0.387395  -72.959  0.00142491  -72.9576
0.000116632  -0.387395  -72.959  0.00155315  -72.9574
0.000117039  -0.387395  -72.959  0.00161952  -72.9574
0.000117443  -0.387395  -72.959  0.0017451  -72.9572
0.000117848  -0.387395  -72.959  0.00174232  -72.9572
0.000118253  -0.387395  -72.959  0.0017489  -72.9572
0.000118658  -0.387395  -72.959  0.00174447  -72.9572
0.00011906  -0.387395  -72.959  0.0017046  -72.9573
0.000119463  -0.387395  -72.959  0.00180688  -72.9572
0.000119866  -0.387395  -72.959  0.00195077  -72.957
0.000120268  -0.387395  -72.959  0.00196065  -72.957
0.000120673  -0.387395  -72.959  0.00199253  -72.957
0.000121078  -0.387395  -72.959  0.00191114  -72.9571
0.000121482  -0.387395  -72.959  0.00193476  -72.957
0.000121889  -0.387395  -72.959  0.00189271  -72.9571
0.000122296  -0.387395  -72.959  0.00189609  -72.9571
0.000122705  -0.387395  -72.959  0.00189484  -72.9571
0.000123114  -0.387395  -72.959  0.00191395  -72.9571
0.000123525  -0.387395  -72.959  0.00193983  -72.957
0.000123939  -0.387395  -72.959  0.00195676  -72.957
0.000124352  -0.387395  -72.959  0.00196663  -72.957
0.000124768  -0.387395  -72.959  0.00198488  -72.957
0.000125186  -0.387395  -72.959  0.0020093  -72.957
0.000125606  -0.387395  -72.959  0.00203059  -72.957
0.000126029  -0.387395  -72.959  0.00204438  -72.9569
0.000126456  -0.387395  -72.959  0.00202777  -72.957
0.000126886  -0.387395  -72.959  0.002023  -72.957
0.000127319  -0.387395  -72.959  0.00202208  -72.957
0.000127757  -0.387395  -72.959  0.00202978  -72.957
0.0001282  -0.387395  -72.959  0.00201027  -72.957
0.000128649  -0.387395  -72.959  0.00199383  -72.957
0.000129103  -0.387395  -72.959  0.00198075  -72.957
0.000129563  -0.387395  -72.959  0.00195709  -72.957
0.00013003  -0.387395  -72.959  0.00195046  -72.957
0.0001305  -0.387395  -72.959  0.00193636  -72.957
0.000130966  -0.387395  -72.959  0.00191867  -72.9571
0.000131426  -0.387395  -72.959  0.00188574  -72.9571
0.000131883  -0.387395  -72.959  0.00187247  -72.9571
0.000132337  -0.387395  -72.959  0.00183927  -72.9571
0.000132789  -0.387395  -72.959  0.00180924  -72.9572
0.000133237  -0.387395  -72.959  0.00172555  -72.9573
0.000133682  -0.387395  -72.959  0.00169257  -72.9573
0.000134124  -0.387395  -72.959  0.00167529  -72.9573
0.000134563  -0.387395  -72.959  0.00163518  -72.9573
0.000135002  -0.387395  -72.959  0.00159485  -72.9574
0.000135438  -0.387395  -72.959  0.00155512  -72.9574
0.000135875  -0.387395  -72.959  0.00151508  -72.9575
0.000136308  -0.387395  -72.959  0.00147799  -72.9575
0.000136741  -0.387395  -72.959  0.00143576  -72.9575
0.000137172  -0.387395  -72.959  0.00139498  -72.9576
0.000137602  -0.387395  -72.959  0.00135144  -72.9576
0.000138032  -0.387395  -72.959  0.00130065  -72.9577
0.000138463  -0.387395  -72.959  0.00125947  -72.9577
0.000138893  -0.387395  -72.959  0.00122238  -72.9578
0.000139323  -0.387395  -72.959  0.00117617  -72.9578
0.000139754  -0.387395  -72.959  0.00112877  -72.9579
0.000140184  -0.387395  -72.959  0.00108132  -72.9579
0.000140614  -0.387395  -72.959  0.00103249  -72.9579
0.000141045  -0.387395  -72.959  0.000981028  -72.958
0.000141475  -0.387395  -72.959  0.000931146  -72.9581
0.000141905  -0.387395  -72.959  0.000882448  -72.9581
0.000142339  -0.387395  -72.959  0.000828447  -72.9582
0.000142772  -0.387395  -72.959  0.000775475  -72.9582
0.000143209  -0.387395  -72.959  0.000723167  -72.9583
0.000143646  -0.387395  -72.959  0.000665503  -72.9583
0.000144086  -0.387395  -72.959  0.000614117  -72.9584
0.000144527  -0.387395  -72.959  0.000562576  -72.9584
0.00014497  -0.387395  -72.959  0.000511923  -72.9585
0.000145418  -0.387395  -72.959  0.000463093  -72.9585
0.000145865  -0.387395  -72.959  0.000412798  -72.9586
0.000146316  -0.387395  -72.959  0.000359175  -72.9586
0.000146771  -0.387395  -72.959  0.000302784  -72.9587
0.000147226  -0.387395  -72.959  0.000240125  -72.9587
0.000147685  -0.387395  -72.959  0.000179347  -72.9588
0.000148148  -0.387395  -72.959  0.000119356  -72.9589
0.000148611  -0.387395  -72.959  6.21251e-05  -72.9589
0.000149078  -0.387395  -72.959  6.46755e-06  -72.959
0.00014955  -0.387395  -72.959  -5.07284e-05  -72.959
0.000150026  -0.387395  -72.959  -0.000108125  -72.9591
0.000150506  -0.387395  -72.959  -0.000166628  -72.9591
0.000150991  -0.387395  -72.959  -0.000218355  -72.9592
0.000151481  -0.387395  -72.959  -0.000274078  -72.9593
0.000151977  -0.387395  -72.959  -0.000332945  -72.9593
0.000152472  -0.387395  -72.959  -0.0003956  -72.9594
0.000152962  -0.387395  -72.959  -0.000457668  -72.9594
0.000153447  -0.387395  -72.959  -0.000514615  -72.9595
0.000153926  -0.387395  -72.959  -0.000574835  -72.9596
0.000154401  -0.387395  -72.959  -0.000634478  -72.9596
0.000154872  -0.387395  -72.959  -0.000694035  -72.9597
0.000155342  -0.387395  -72.959  -0.000749236  -72.9597
0.000155807  -0.387395  -72.959  -0.000801587  -72.9598
0.000156272  -0.387395  -72.959  -0.000851579  -72.9598
0.000156732  -0.387395  -72.959  -0.00090554  -72.9599
0.000157193  -0.387395  -72.959  -0.000955082  -72.9599
0.000157648  -0.387395  -72.959  -0.00100487  -72.96
0.000158103  -0.387395  -72.959  -0.00104826  -72.96
0.000158559  -0.387395  -72.959  -0.00109589  -72.9601
0.000159014  -0.387395  -72.959  -0.00115378  -72.9601
0.000159465  -0.387395  -72.959  -0.00121203  -72.9602
0.000159915  -0.387395  -72.959  -0.00126012  -72.9602
0.000160365  -0.387395  -72.959  -0.00130376  -72.9603
