# Jet Force Analysis - OpenFOAM Post-Processing
# Wedge factor: 72
# Fuel density: 1000 kg/m3
# Air density: 20 kg/m3
# Inlet area (full): 2.1396e-06 m2
#
# Time(s)  MassFlow(kg/s)  MomentumFlux_x(N)  PressureForce_x(N)  TotalForce_x(N)
0.001357  -0.387395  -72.959  -0.000949844  -72.9599
0.00135822  -0.387395  -72.959  -0.000912604  -72.9599
0.00135945  -0.387395  -72.959  -0.000873232  -72.9599
0.00136065  -0.387395  -72.959  -0.000834612  -72.9598
0.00136184  -0.387395  -72.959  -0.000792401  -72.9598
0.00136303  -0.387395  -72.959  -0.000748644  -72.9597
0.00136426  -0.387395  -72.959  -0.000700791  -72.9597
0.0013655  -0.387395  -72.959  -0.000654076  -72.9596
0.00136673  -0.387395  -72.959  -0.000607096  -72.9596
0.00136796  -0.387395  -72.959  -0.00056024  -72.9595
0.00136924  -0.387395  -72.959  -0.000510481  -72.9595
0.00137052  -0.387395  -72.959  -0.000463361  -72.9594
0.00137186  -0.387395  -72.959  -0.000413343  -72.9594
0.00137314  -0.387395  -72.959  -0.000370778  -72.9594
0.00137442  -0.387395  -72.959  -0.000328325  -72.9593
0.0013757  -0.387395  -72.959  -0.000288182  -72.9593
0.00137691  -0.387395  -72.959  -0.00025347  -72.9592
0.00137813  -0.387395  -72.959  -0.000219526  -72.9592
0.00137934  -0.387395  -72.959  -0.000187446  -72.9592
0.00138056  -0.387395  -72.959  -0.00015803  -72.9591
0.00138177  -0.387395  -72.959  -0.000131071  -72.9591
0.00138299  -0.387395  -72.959  -0.000106697  -72.9591
0.0013842  -0.387395  -72.959  -8.51007e-05  -72.9591
0.00138542  -0.387395  -72.959  -6.63667e-05  -72.959
0.00138663  -0.387395  -72.959  -5.05903e-05  -72.959
0.00138797  -0.387395  -72.959  -3.45285e-05  -72.959
0.00138931  -0.387395  -72.959  -2.40976e-05  -72.959
0.00139064  -0.387395  -72.959  -1.75863e-05  -72.959
0.00139198  -0.387395  -72.959  -1.42006e-05  -72.959
0.00139332  -0.387395  -72.959  -1.3751e-05  -72.959
0.00139465  -0.387395  -72.959  -1.62465e-05  -72.959
0.00139599  -0.387395  -72.959  -2.15927e-05  -72.959
0.00139733  -0.387395  -72.959  -2.98936e-05  -72.959
0.00139866  -0.387395  -72.959  -4.1373e-05  -72.959
0.0014  -0.387395  -72.959  -5.60218e-05  -72.959
0.00140116  -0.387395  -72.959  -6.97968e-05  -72.9591
0.00140232  -0.387395  -72.959  -8.71026e-05  -72.9591
0.00140348  -0.387395  -72.959  -0.000107426  -72.9591
0.00140464  -0.387395  -72.959  -0.000129749  -72.9591
0.00140581  -0.387395  -72.959  -0.000154362  -72.9591
0.001407  -0.387395  -72.959  -0.000181283  -72.9592
0.00140819  -0.387395  -72.959  -0.000209961  -72.9592
0.0014094  -0.387395  -72.959  -0.000241225  -72.9592
0.00141063  -0.387395  -72.959  -0.000274142  -72.9593
0.0014119  -0.387395  -72.959  -0.000309576  -72.9593
0.00141318  -0.387395  -72.959  -0.000347204  -72.9593
0.00141444  -0.387395  -72.959  -0.000383808  -72.9594
0.00141567  -0.387395  -72.959  -0.000420951  -72.9594
0.00141688  -0.387395  -72.959  -0.000458685  -72.9594
0.00141808  -0.387395  -72.959  -0.000498137  -72.9595
0.00141926  -0.387395  -72.959  -0.000538505  -72.9595
0.00142042  -0.387395  -72.959  -0.00057953  -72.9596
0.00142158  -0.387395  -72.959  -0.000621444  -72.9596
0.00142273  -0.387395  -72.959  -0.000663649  -72.9596
0.00142388  -0.387395  -72.959  -0.000705771  -72.9597
0.00142502  -0.387395  -72.959  -0.000748219  -72.9597
0.00142616  -0.387395  -72.959  -0.00079025  -72.9598
0.00142732  -0.387395  -72.959  -0.000832154  -72.9598
0.00142847  -0.387395  -72.959  -0.000873487  -72.9599
0.00142965  -0.387395  -72.959  -0.000914435  -72.9599
0.00143084  -0.387395  -72.959  -0.000954587  -72.9599
0.00143205  -0.387395  -72.959  -0.000993946  -72.96
0.00143328  -0.387395  -72.959  -0.00103273  -72.96
0.00143455  -0.387395  -72.959  -0.00107045  -72.9601
0.00143578  -0.387395  -72.959  -0.00110456  -72.9601
0.00143699  -0.387395  -72.959  -0.00113601  -72.9601
0.00143817  -0.387395  -72.959  -0.00116485  -72.9601
0.00143933  -0.387395  -72.959  -0.00119129  -72.9602
0.00144047  -0.387395  -72.959  -0.00121545  -72.9602
0.00144159  -0.387395  -72.959  -0.00123726  -72.9602
0.0014427  -0.387395  -72.959  -0.00125697  -72.9602
0.0014438  -0.387395  -72.959  -0.00127445  -72.9603
0.00144489  -0.387395  -72.959  -0.00128984  -72.9603
0.00144598  -0.387395  -72.959  -0.00130313  -72.9603
0.00144707  -0.387395  -72.959  -0.00131442  -72.9603
0.00144815  -0.387395  -72.959  -0.0013236  -72.9603
0.00144924  -0.387395  -72.959  -0.00133075  -72.9603
0.00145033  -0.387395  -72.959  -0.0013358  -72.9603
0.00145143  -0.387395  -72.959  -0.00133892  -72.9603
0.00145254  -0.387395  -72.959  -0.0013402  -72.9603
0.00145365  -0.387395  -72.959  -0.00133963  -72.9603
0.00145478  -0.387395  -72.959  -0.00133703  -72.9603
0.00145592  -0.387395  -72.959  -0.00133225  -72.9603
0.00145709  -0.387395  -72.959  -0.0013252  -72.9603
0.00145828  -0.387395  -72.959  -0.00131564  -72.9603
0.0014595  -0.387395  -72.959  -0.00130344  -72.9603
0.00146071  -0.387395  -72.959  -0.0012889  -72.9603
0.0014619  -0.387395  -72.959  -0.00127244  -72.9603
0.00146307  -0.387395  -72.959  -0.0012541  -72.9602
0.00146422  -0.387395  -72.959  -0.00123406  -72.9602
0.00146535  -0.387395  -72.959  -0.00121245  -72.9602
0.00146647  -0.387395  -72.959  -0.0011891  -72.9602
0.00146759  -0.387395  -72.959  -0.00116431  -72.9601
0.00146869  -0.387395  -72.959  -0.00113838  -72.9601
0.00146979  -0.387395  -72.959  -0.00111097  -72.9601
0.00147089  -0.387395  -72.959  -0.00108293  -72.9601
0.00147198  -0.387395  -72.959  -0.00105331  -72.96
0.00147309  -0.387395  -72.959  -0.0010213  -72.96
0.00147419  -0.387395  -72.959  -0.000987705  -72.96
0.0014753  -0.387395  -72.959  -0.000951252  -72.9599
0.00147643  -0.387395  -72.959  -0.00091228  -72.9599
0.00147756  -0.387395  -72.959  -0.000870803  -72.9599
0.0014787  -0.387395  -72.959  -0.000827202  -72.9598
0.00147987  -0.387395  -72.959  -0.000780825  -72.9598
0.00148106  -0.387395  -72.959  -0.00073252  -72.9597
0.00148226  -0.387395  -72.959  -0.000683443  -72.9597
0.00148345  -0.387395  -72.959  -0.000634967  -72.9596
0.00148464  -0.387395  -72.959  -0.000585912  -72.9596
0.00148582  -0.387395  -72.959  -0.000537516  -72.9595
0.00148699  -0.387395  -72.959  -0.000488775  -72.9595
0.00148817  -0.387395  -72.959  -0.000441595  -72.9594
0.00148936  -0.387395  -72.959  -0.000395278  -72.9594
0.00149056  -0.387395  -72.959  -0.00035005  -72.9593
0.00149175  -0.387395  -72.959  -0.000307077  -72.9593
0.00149294  -0.387395  -72.959  -0.00026574  -72.9592
0.00149413  -0.387395  -72.959  -0.000226296  -72.9592
0.00149532  -0.387395  -72.959  -0.000188721  -72.9592
0.00149653  -0.387395  -72.959  -0.000152106  -72.9591
0.00149773  -0.387395  -72.959  -0.00011805  -72.9591
0.00149895  -0.387395  -72.959  -8.60525e-05  -72.9591
0.00150018  -0.387395  -72.959  -5.62857e-05  -72.959
0.00150143  -0.387395  -72.959  -2.90056e-05  -72.959
0.00150266  -0.387395  -72.959  -5.24047e-06  -72.959
0.00150387  -0.387395  -72.959  1.52048e-05  -72.959
0.00150506  -0.387395  -72.959  3.22442e-05  -72.959
0.00150623  -0.387395  -72.959  4.60649e-05  -72.9589
0.00150739  -0.387395  -72.959  5.68468e-05  -72.9589
0.00150855  -0.387395  -72.959  6.46466e-05  -72.9589
0.00150968  -0.387395  -72.959  6.97036e-05  -72.9589
0.00151077  -0.387395  -72.959  7.22086e-05  -72.9589
0.00151182  -0.387395  -72.959  7.26299e-05  -72.9589
0.00151283  -0.387395  -72.959  7.15461e-05  -72.9589
0.00151381  -0.387395  -72.959  6.92071e-05  -72.9589
0.00151477  -0.387395  -72.959  6.53088e-05  -72.9589
0.00151569  -0.387395  -72.959  6.0632e-05  -72.9589
0.00151659  -0.387395  -72.959  5.49824e-05  -72.9589
0.00151747  -0.387395  -72.959  4.74752e-05  -72.9589
0.00151833  -0.387395  -72.959  3.88614e-05  -72.9589
0.00151917  -0.387395  -72.959  2.91426e-05  -72.959
0.00151999  -0.387395  -72.959  1.89491e-05  -72.959
0.00152079  -0.387395  -72.959  7.31072e-06  -72.959
0.00152157  -0.387395  -72.959  -5.25269e-06  -72.959
0.00152234  -0.387395  -72.959  -1.86425e-05  -72.959
0.00152309  -0.387395  -72.959  -3.2776e-05  -72.959
0.00152383  -0.387395  -72.959  -4.75641e-05  -72.959
0.00152456  -0.387395  -72.959  -6.28942e-05  -72.959
0.00152527  -0.387395  -72.959  -7.87012e-05  -72.9591
0.00152598  -0.387395  -72.959  -9.54951e-05  -72.9591
0.00152667  -0.387395  -72.959  -0.000112019  -72.9591
0.00152735  -0.387395  -72.959  -0.000128708  -72.9591
0.00152802  -0.387395  -72.959  -0.000146155  -72.9591
0.00152868  -0.387395  -72.959  -0.000163154  -72.9591
0.00152933  -0.387395  -72.959  -0.000180795  -72.9592
0.00152998  -0.387395  -72.959  -0.000197935  -72.9592
0.00153061  -0.387395  -72.959  -0.000215829  -72.9592
0.00153124  -0.387395  -72.959  -0.000234177  -72.9592
0.00153186  -0.387395  -72.959  -0.000252666  -72.9592
0.00153248  -0.387395  -72.959  -0.000272421  -72.9593
0.00153308  -0.387395  -72.959  -0.00029306  -72.9593
0.00153369  -0.387395  -72.959  -0.000314465  -72.9593
0.00153429  -0.387395  -72.959  -0.000336485  -72.9593
0.00153488  -0.387395  -72.959  -0.000359175  -72.9593
0.00153546  -0.387395  -72.959  -0.000382376  -72.9594
0.00153605  -0.387395  -72.959  -0.00040581  -72.9594
0.00153662  -0.387395  -72.959  -0.000429606  -72.9594
0.00153719  -0.387395  -72.959  -0.000453598  -72.9594
0.00153776  -0.387395  -72.959  -0.000477671  -72.9595
0.00153832  -0.387395  -72.959  -0.000501913  -72.9595
0.00153887  -0.387395  -72.959  -0.000526119  -72.9595
0.00153943  -0.387395  -72.959  -0.00055017  -72.9595
0.00153997  -0.387395  -72.959  -0.000573994  -72.9596
0.00154052  -0.387395  -72.959  -0.000597539  -72.9596
0.00154106  -0.387395  -72.959  -0.000621123  -72.9596
0.0015416  -0.387395  -72.959  -0.000646287  -72.9596
0.00154213  -0.387395  -72.959  -0.000667592  -72.9596
0.00154266  -0.387395  -72.959  -0.000686923  -72.9597
0.0015432  -0.387395  -72.959  -0.000706255  -72.9597
0.00154372  -0.387395  -72.959  -0.000726031  -72.9597
0.00154425  -0.387395  -72.959  -0.000745222  -72.9597
0.00154477  -0.387395  -72.959  -0.000764591  -72.9597
0.00154529  -0.387395  -72.959  -0.000783311  -72.9598
0.00154581  -0.387395  -72.959  -0.000802431  -72.9598
0.00154632  -0.387395  -72.959  -0.000820652  -72.9598
0.00154684  -0.387395  -72.959  -0.000838723  -72.9598
0.00154735  -0.387395  -72.959  -0.000857173  -72.9598
0.00154786  -0.387395  -72.959  -0.000874677  -72.9599
0.00154837  -0.387395  -72.959  -0.000891968  -72.9599
0.00154888  -0.387395  -72.959  -0.000909687  -72.9599
0.00154938  -0.387395  -72.959  -0.000926388  -72.9599
0.00154989  -0.387395  -72.959  -0.000942864  -72.9599
0.0015504  -0.387395  -72.959  -0.00095913  -72.9599
0.0015509  -0.387395  -72.959  -0.000975195  -72.96
0.00155141  -0.387395  -72.959  -0.000990965  -72.96
0.00155191  -0.387395  -72.959  -0.00100716  -72.96
0.00155241  -0.387395  -72.959  -0.00102237  -72.96
0.00155291  -0.387395  -72.959  -0.00103734  -72.96
0.00155341  -0.387395  -72.959  -0.0010521  -72.96
0.00155391  -0.387395  -72.959  -0.00106651  -72.96
0.00155441  -0.387395  -72.959  -0.00108076  -72.9601
0.00155492  -0.387395  -72.959  -0.0010947  -72.9601
0.00155542  -0.387395  -72.959  -0.00110841  -72.9601
0.00155592  -0.387395  -72.959  -0.00112189  -72.9601
0.00155642  -0.387395  -72.959  -0.00113512  -72.9601
0.00155692  -0.387395  -72.959  -0.00114803  -72.9601
0.00155743  -0.387395  -72.959  -0.00115988  -72.9601
0.00155793  -0.387395  -72.959  -0.00117249  -72.9602
0.00155844  -0.387395  -72.959  -0.00118473  -72.9602
0.00155895  -0.387395  -72.959  -0.00119665  -72.9602
0.00155945  -0.387395  -72.959  -0.00120822  -72.9602
0.00155996  -0.387395  -72.959  -0.00121947  -72.9602
0.00156047  -0.387395  -72.959  -0.0012303  -72.9602
0.00156097  -0.387395  -72.959  -0.00124077  -72.9602
0.00156148  -0.387395  -72.959  -0.00125088  -72.9602
0.00156199  -0.387395  -72.959  -0.00126058  -72.9602
0.0015625  -0.387395  -72.959  -0.0012691  -72.9603
0.00156301  -0.387395  -72.959  -0.00127827  -72.9603
0.00156353  -0.387395  -72.959  -0.00128703  -72.9603
0.00156404  -0.387395  -72.959  -0.00129538  -72.9603
0.00156456  -0.387395  -72.959  -0.00130328  -72.9603
0.00156508  -0.387395  -72.959  -0.00130988  -72.9603
0.0015656  -0.387395  -72.959  -0.00131708  -72.9603
0.00156612  -0.387395  -72.959  -0.00132382  -72.9603
0.00156664  -0.387395  -72.959  -0.00133016  -72.9603
0.00156717  -0.387395  -72.959  -0.00133514  -72.9603
0.0015677  -0.387395  -72.959  -0.00134069  -72.9603
0.00156823  -0.387395  -72.959  -0.00134586  -72.9603
0.00156877  -0.387395  -72.959  -0.00134977  -72.9603
0.00156931  -0.387395  -72.959  -0.00135423  -72.9603
0.00156984  -0.387395  -72.959  -0.00135836  -72.9603
0.00157039  -0.387395  -72.959  -0.00136118  -72.9603
0.00157094  -0.387395  -72.959  -0.00136463  -72.9603
0.00157149  -0.387395  -72.959  -0.00136752  -72.9603
0.00157204  -0.387395  -72.959  -0.0013699  -72.9604
0.0015726  -0.387395  -72.959  -0.00137089  -72.9604
0.00157316  -0.387395  -72.959  -0.00137239  -72.9604
0.00157372  -0.387395  -72.959  -0.00137331  -72.9604
0.00157427  -0.387395  -72.959  -0.00137372  -72.9604
0.00157485  -0.387395  -72.959  -0.00137261  -72.9604
0.00157542  -0.387395  -72.959  -0.00137198  -72.9604
0.00157599  -0.387395  -72.959  -0.00137075  -72.9604
0.00157656  -0.387395  -72.959  -0.00136895  -72.9604
0.00157713  -0.387395  -72.959  -0.00136653  -72.9603
0.00157772  -0.387395  -72.959  -0.00136247  -72.9603
0.00157831  -0.387395  -72.959  -0.00135888  -72.9603
0.00157889  -0.387395  -72.959  -0.00135463  -72.9603
0.00157948  -0.387395  -72.959  -0.00134977  -72.9603
0.00158006  -0.387395  -72.959  -0.00134429  -72.9603
0.00158065  -0.387395  -72.959  -0.0013382  -72.9603
0.00158124  -0.387395  -72.959  -0.0013315  -72.9603
0.00158184  -0.387395  -72.959  -0.00132292  -72.9603
0.00158245  -0.387395  -72.959  -0.00131495  -72.9603
0.00158305  -0.387395  -72.959  -0.00130638  -72.9603
0.00158366  -0.387395  -72.959  -0.00129728  -72.9603
0.00158426  -0.387395  -72.959  -0.00128768  -72.9603
0.00158487  -0.387395  -72.959  -0.00127759  -72.9603
0.00158547  -0.387395  -72.959  -0.00126702  -72.9602
0.00158608  -0.387395  -72.959  -0.00125603  -72.9602
0.00158668  -0.387395  -72.959  -0.00124464  -72.9602
0.00158732  -0.387395  -72.959  -0.0012307  -72.9602
0.00158795  -0.387395  -72.959  -0.00121736  -72.9602
0.00158859  -0.387395  -72.959  -0.00120348  -72.9602
0.00158922  -0.387395  -72.959  -0.0011886  -72.9602
0.00158985  -0.387395  -72.959  -0.0011726  -72.9602
0.00159049  -0.387395  -72.959  -0.0011555  -72.9601
0.00159112  -0.387395  -72.959  -0.00113735  -72.9601
0.00159176  -0.387395  -72.959  -0.00111813  -72.9601
0.00159239  -0.387395  -72.959  -0.00109785  -72.9601
0.00159303  -0.387395  -72.959  -0.00107668  -72.9601
0.00159366  -0.387395  -72.959  -0.00105461  -72.96
0.00159429  -0.387395  -72.959  -0.00103179  -72.96
0.00159493  -0.387395  -72.959  -0.00100829  -72.96
0.00159556  -0.387395  -72.959  -0.000984189  -72.96
0.0015962  -0.387395  -72.959  -0.000959583  -72.9599
0.00159683  -0.387395  -72.959  -0.000934556  -72.9599
0.00159746  -0.387395  -72.959  -0.000909184  -72.9599
0.0015981  -0.387395  -72.959  -0.00088354  -72.9599
0.00159873  -0.387395  -72.959  -0.000857704  -72.9598
0.00159937  -0.387395  -72.959  -0.000831712  -72.9598
0.0016  -0.387395  -72.959  -0.000805616  -72.9598
0.0016007  -0.387395  -72.959  -0.00078024  -72.9598
0.00160142  -0.387395  -72.959  -0.000751806  -72.9597
0.00160213  -0.387395  -72.959  -0.000722919  -72.9597
0.00160286  -0.387395  -72.959  -0.000693732  -72.9597
0.00160358  -0.387395  -72.959  -0.000664304  -72.9596
0.00160432  -0.387395  -72.959  -0.000634683  -72.9596
0.00160505  -0.387395  -72.959  -0.000604966  -72.9596
0.0016058  -0.387395  -72.959  -0.000575117  -72.9596
0.00160654  -0.387395  -72.959  -0.000545673  -72.9595
0.00160729  -0.387395  -72.959  -0.000515284  -72.9595
0.00160805  -0.387395  -72.959  -0.000484825  -72.9595
0.00160881  -0.387395  -72.959  -0.000454988  -72.9594
0.00160958  -0.387395  -72.959  -0.00042551  -72.9594
0.00161035  -0.387395  -72.959  -0.000396091  -72.9594
0.00161113  -0.387395  -72.959  -0.000367154  -72.9593
0.00161191  -0.387395  -72.959  -0.000338506  -72.9593
0.0016127  -0.387395  -72.959  -0.000310107  -72.9593
0.00161349  -0.387395  -72.959  -0.000282421  -72.9593
0.00161429  -0.387395  -72.959  -0.000255213  -72.9592
0.0016151  -0.387395  -72.959  -0.000228555  -72.9592
0.00161591  -0.387395  -72.959  -0.000202429  -72.9592
0.00161674  -0.387395  -72.959  -0.000176324  -72.9592
0.00161757  -0.387395  -72.959  -0.000150992  -72.9591
0.0016184  -0.387395  -72.959  -0.000126435  -72.9591
0.00161925  -0.387395  -72.959  -0.000102911  -72.9591
0.00162011  -0.387395  -72.959  -8.00453e-05  -72.9591
0.00162098  -0.387395  -72.959  -5.8396e-05  -72.959
0.00162185  -0.387395  -72.959  -3.75592e-05  -72.959
0.00162275  -0.387395  -72.959  -1.8117e-05  -72.959
0.00162365  -0.387395  -72.959  1.96392e-07  -72.959
0.00162457  -0.387395  -72.959  1.73879e-05  -72.959
0.0016255  -0.387395  -72.959  3.33573e-05  -72.9589
0.00162644  -0.387395  -72.959  4.77059e-05  -72.9589
0.0016274  -0.387395  -72.959  6.05064e-05  -72.9589
0.00162837  -0.387395  -72.959  7.16577e-05  -72.9589
0.00162936  -0.387395  -72.959  8.1153e-05  -72.9589
0.00163036  -0.387395  -72.959  8.85909e-05  -72.9589
0.00163138  -0.387395  -72.959  9.45467e-05  -72.9589
0.0016324  -0.387395  -72.959  9.87448e-05  -72.9589
0.00163343  -0.387395  -72.959  0.000101466  -72.9589
0.00163446  -0.387395  -72.959  0.000102131  -72.9589
0.00163551  -0.387395  -72.959  0.000101198  -72.9589
0.00163655  -0.387395  -72.959  9.80926e-05  -72.9589
0.0016376  -0.387395  -72.959  9.32321e-05  -72.9589
0.00163866  -0.387395  -72.959  8.61161e-05  -72.9589
0.00163971  -0.387395  -72.959  7.70986e-05  -72.9589
0.00164077  -0.387395  -72.959  6.57648e-05  -72.9589
0.00164183  -0.387395  -72.959  5.24697e-05  -72.9589
0.0016429  -0.387395  -72.959  3.69719e-05  -72.9589
0.00164397  -0.387395  -72.959  1.97279e-05  -72.959
0.00164505  -0.387395  -72.959  3.20566e-07  -72.959
0.00164612  -0.387395  -72.959  -2.07922e-05  -72.959
0.00164721  -0.387395  -72.959  -4.38952e-05  -72.959
0.00164829  -0.387395  -72.959  -6.82921e-05  -72.9591
0.00164938  -0.387395  -72.959  -9.46463e-05  -72.9591
0.00165047  -0.387395  -72.959  -0.000122127  -72.9591
0.00165157  -0.387395  -72.959  -0.000151345  -72.9591
0.00165267  -0.387395  -72.959  -0.00018134  -72.9592
0.00165378  -0.387395  -72.959  -0.000212878  -72.9592
0.0016549  -0.387395  -72.959  -0.000245909  -72.9592
0.00165601  -0.387395  -72.959  -0.000280091  -72.9593
0.00165714  -0.387395  -72.959  -0.000316701  -72.9593
0.00165827  -0.387395  -72.959  -0.000355304  -72.9593
0.0016594  -0.387395  -72.959  -0.000395018  -72.9594
0.00166055  -0.387395  -72.959  -0.000436936  -72.9594
0.0016617  -0.387395  -72.959  -0.000480359  -72.9595
0.00166285  -0.387395  -72.959  -0.000524039  -72.9595
0.00166401  -0.387395  -72.959  -0.000568977  -72.9596
0.00166518  -0.387395  -72.959  -0.000614091  -72.9596
0.00166634  -0.387395  -72.959  -0.000658532  -72.9596
0.00166751  -0.387395  -72.959  -0.00069971  -72.9597
0.00166868  -0.387395  -72.959  -0.000740966  -72.9597
0.00166986  -0.387395  -72.959  -0.000782714  -72.9598
0.00167103  -0.387395  -72.959  -0.000824007  -72.9598
0.0016722  -0.387395  -72.959  -0.000864316  -72.9598
0.00167336  -0.387395  -72.959  -0.000903157  -72.9599
0.00167451  -0.387395  -72.959  -0.000940563  -72.9599
0.00167566  -0.387395  -72.959  -0.000976247  -72.96
0.00167679  -0.387395  -72.959  -0.00101026  -72.96
0.00167792  -0.387395  -72.959  -0.0010428  -72.96
0.00167904  -0.387395  -72.959  -0.0010737  -72.9601
0.00168015  -0.387395  -72.959  -0.00110267  -72.9601
0.00168126  -0.387395  -72.959  -0.00112997  -72.9601
0.00168236  -0.387395  -72.959  -0.00115562  -72.9601
0.00168344  -0.387395  -72.959  -0.00117933  -72.9602
0.00168453  -0.387395  -72.959  -0.00120118  -72.9602
0.00168561  -0.387395  -72.959  -0.00122137  -72.9602
0.00168669  -0.387395  -72.959  -0.00123963  -72.9602
0.00168777  -0.387395  -72.959  -0.0012562  -72.9602
0.00168884  -0.387395  -72.959  -0.00127102  -72.9603
0.00168991  -0.387395  -72.959  -0.001284  -72.9603
0.00169097  -0.387395  -72.959  -0.00129529  -72.9603
0.00169203  -0.387395  -72.959  -0.00130462  -72.9603
0.00169308  -0.387395  -72.959  -0.00131227  -72.9603
0.00169414  -0.387395  -72.959  -0.00131814  -72.9603
0.0016952  -0.387395  -72.959  -0.0013222  -72.9603
0.00169626  -0.387395  -72.959  -0.00132438  -72.9603
0.00169731  -0.387395  -72.959  -0.00132487  -72.9603
0.00169836  -0.387395  -72.959  -0.00132355  -72.9603
0.0016994  -0.387395  -72.959  -0.00132036  -72.9603
0.00170045  -0.387395  -72.959  -0.00131564  -72.9603
0.0017015  -0.387395  -72.959  -0.0013095  -72.9603
0.00170255  -0.387395  -72.959  -0.00130183  -72.9603
0.0017036  -0.387395  -72.959  -0.0012926  -72.9603
0.00170464  -0.387395  -72.959  -0.0012821  -72.9603
0.00170569  -0.387395  -72.959  -0.00127014  -72.9603
0.00170674  -0.387395  -72.959  -0.00125673  -72.9602
0.00170779  -0.387395  -72.959  -0.00124189  -72.9602
0.00170883  -0.387395  -72.959  -0.00122543  -72.9602
0.00170988  -0.387395  -72.959  -0.0012076  -72.9602
0.00171093  -0.387395  -72.959  -0.00118842  -72.9602
0.00171198  -0.387395  -72.959  -0.00116795  -72.9602
0.00171303  -0.387395  -72.959  -0.00114662  -72.9601
0.00171407  -0.387395  -72.959  -0.00112516  -72.9601
0.00171512  -0.387395  -72.959  -0.00110178  -72.9601
0.00171617  -0.387395  -72.959  -0.00107747  -72.9601
0.00171722  -0.387395  -72.959  -0.00105246  -72.96
0.00171827  -0.387395  -72.959  -0.00102663  -72.96
0.00171931  -0.387395  -72.959  -0.00099993  -72.96
0.00172035  -0.387395  -72.959  -0.000973036  -72.96
0.00172138  -0.387395  -72.959  -0.000944511  -72.9599
0.00172242  -0.387395  -72.959  -0.000914806  -72.9599
0.00172344  -0.387395  -72.959  -0.000884781  -72.9599
0.00172446  -0.387395  -72.959  -0.000852951  -72.9598
0.00172548  -0.387395  -72.959  -0.000820152  -72.9598
0.00172649  -0.387395  -72.959  -0.00078733  -72.9598
0.00172749  -0.387395  -72.959  -0.000753274  -72.9597
0.0017285  -0.387395  -72.959  -0.000718745  -72.9597
0.00172951  -0.387395  -72.959  -0.0006839  -72.9597
0.0017305  -0.387395  -72.959  -0.000649638  -72.9596
0.00173149  -0.387395  -72.959  -0.000615227  -72.9596
0.00173249  -0.387395  -72.959  -0.000581125  -72.9596
0.00173346  -0.387395  -72.959  -0.000547997  -72.9595
0.00173444  -0.387395  -72.959  -0.000515042  -72.9595
0.00173542  -0.387395  -72.959  -0.000482728  -72.9595
0.0017364  -0.387395  -72.959  -0.000451138  -72.9594
0.00173736  -0.387395  -72.959  -0.000421158  -72.9594
0.00173833  -0.387395  -72.959  -0.000392525  -72.9594
0.00173929  -0.387395  -72.959  -0.000365  -72.9593
0.00174025  -0.387395  -72.959  -0.000338571  -72.9593
0.00174122  -0.387395  -72.959  -0.000313054  -72.9593
0.00174217  -0.387395  -72.959  -0.000288617  -72.9593
0.00174311  -0.387395  -72.959  -0.000265628  -72.9592
0.00174406  -0.387395  -72.959  -0.000243768  -72.9592
0.00174501  -0.387395  -72.959  -0.000223126  -72.9592
0.00174596  -0.387395  -72.959  -0.000203746  -72.9592
0.00174689  -0.387395  -72.959  -0.000185614  -72.9592
0.00174782  -0.387395  -72.959  -0.0001693  -72.9592
0.00174875  -0.387395  -72.959  -0.000154282  -72.9591
0.00174969  -0.387395  -72.959  -0.000140476  -72.9591
0.00175062  -0.387395  -72.959  -0.000128082  -72.9591
0.00175155  -0.387395  -72.959  -0.000117112  -72.9591
0.00175248  -0.387395  -72.959  -0.00010761  -72.9591
0.00175341  -0.387395  -72.959  -9.95065e-05  -72.9591
0.00175434  -0.387395  -72.959  -9.28172e-05  -72.9591
0.00175528  -0.387395  -72.959  -8.73804e-05  -72.9591
0.00175621  -0.387395  -72.959  -8.33376e-05  -72.9591
0.00175714  -0.387395  -72.959  -8.06261e-05  -72.9591
0.00175807  -0.387395  -72.959  -7.92898e-05  -72.9591
0.001759  -0.387395  -72.959  -7.92253e-05  -72.9591
0.00175991  -0.387395  -72.959  -7.97818e-05  -72.9591
0.00176083  -0.387395  -72.959  -8.20206e-05  -72.9591
0.00176174  -0.387395  -72.959  -8.52689e-05  -72.9591
0.00176265  -0.387395  -72.959  -8.944e-05  -72.9591
0.00176356  -0.387395  -72.959  -9.47581e-05  -72.9591
0.00176447  -0.387395  -72.959  -0.000101078  -72.9591
0.00176538  -0.387395  -72.959  -0.000108346  -72.9591
0.00176629  -0.387395  -72.959  -0.000116647  -72.9591
0.0017672  -0.387395  -72.959  -0.000125914  -72.9591
0.00176811  -0.387395  -72.959  -0.000136223  -72.9591
0.00176902  -0.387395  -72.959  -0.000147532  -72.9591
0.00176994  -0.387395  -72.959  -0.000159796  -72.9591
0.00177085  -0.387395  -72.959  -0.000173017  -72.9592
0.00177176  -0.387395  -72.959  -0.000187126  -72.9592
0.00177267  -0.387395  -72.959  -0.000202124  -72.9592
0.00177358  -0.387395  -72.959  -0.000217948  -72.9592
0.00177449  -0.387395  -72.959  -0.000234454  -72.9592
0.0017754  -0.387395  -72.959  -0.000251681  -72.9592
0.00177631  -0.387395  -72.959  -0.000269607  -72.9593
0.00177722  -0.387395  -72.959  -0.000288117  -72.9593
