# Jet Force Analysis - OpenFOAM Post-Processing
# Wedge factor: 72
# Fuel density: 1000 kg/m3
# Air density: 20 kg/m3
# Inlet area (full): 7.70258e-07 m2
#
# Time(s)  MassFlow(kg/s)  MomentumFlux_x(N)  PressureForce_x(N)  TotalForce_x(N)
1.1976e-06  -0.104905  -14.8615  -0.139165  -15.0007
1.56105e-06  -0.104905  -14.8614  0.050051  -14.8114
1.96936e-06  -0.104905  -14.8614  0.0177791  -14.8437
2.42882e-06  -0.104905  -14.8615  0.00405202  -14.8574
2.94468e-06  -0.104905  -14.8615  -0.00158923  -14.8631
3.52086e-06  -0.104906  -14.8616  -0.00446631  -14.866
4.14859e-06  -0.104906  -14.8616  -0.00613168  -14.8677
4.80143e-06  -0.104907  -14.8616  -0.00684236  -14.8685
5.47686e-06  -0.104907  -14.8617  -0.00784396  -14.8695
6.16911e-06  -0.104907  -14.8617  -0.00747743  -14.8692
6.87911e-06  -0.104907  -14.8617  -0.00641533  -14.8681
7.60787e-06  -0.104907  -14.8617  -0.00702978  -14.8688
8.35358e-06  -0.104907  -14.8618  -0.0065692  -14.8683
9.11711e-06  -0.104907  -14.8618  -0.00511715  -14.8669
9.90263e-06  -0.104907  -14.8618  -0.00265357  -14.8644
1.06817e-05  -0.104907  -14.8617  -0.00382217  -14.8655
1.14544e-05  -0.104907  -14.8618  -0.0021907  -14.864
1.2224e-05  -0.104908  -14.8618  0.00127843  -14.8605
1.29905e-05  -0.104907  -14.8617  -0.000540264  -14.8623
1.37538e-05  -0.104907  -14.8617  0.00384582  -14.8578
1.45139e-05  -0.104907  -14.8617  0.00316156  -14.8585
1.5271e-05  -0.104907  -14.8617  0.00675043  -14.855
1.60281e-05  -0.104907  -14.8617  0.00568399  -14.8561
1.67821e-05  -0.104907  -14.8617  0.00763467  -14.8541
1.75361e-05  -0.104907  -14.8617  0.00887996  -14.8528
1.82901e-05  -0.104907  -14.8617  0.00925672  -14.8524
1.90409e-05  -0.104907  -14.8617  0.011792  -14.8499
1.97918e-05  -0.104906  -14.8616  0.0101582  -14.8515
2.05427e-05  -0.104906  -14.8616  0.00756292  -14.8541
2.12967e-05  -0.104906  -14.8616  0.00890667  -14.8527
2.20507e-05  -0.104906  -14.8616  0.0104272  -14.8512
2.28047e-05  -0.104906  -14.8616  0.0079983  -14.8536
2.3562e-05  -0.104906  -14.8616  0.00810006  -14.8535
2.43225e-05  -0.104906  -14.8616  0.00954201  -14.852
2.50863e-05  -0.104906  -14.8616  0.00687859  -14.8547
2.58535e-05  -0.104906  -14.8616  0.00607875  -14.8555
2.66275e-05  -0.104906  -14.8616  0.00582576  -14.8557
2.74084e-05  -0.104906  -14.8616  0.00561714  -14.8559
2.81965e-05  -0.104906  -14.8616  0.00555369  -14.856
2.89919e-05  -0.104906  -14.8615  0.00591062  -14.8556
2.97985e-05  -0.104906  -14.8615  0.00593745  -14.8556
3.06168e-05  -0.104906  -14.8615  0.00532786  -14.8562
3.14512e-05  -0.104906  -14.8615  0.00502202  -14.8565
3.23025e-05  -0.104906  -14.8615  0.00458454  -14.8569
3.31714e-05  -0.104906  -14.8615  0.00433735  -14.8572
3.40635e-05  -0.104906  -14.8615  0.00380217  -14.8577
3.49703e-05  -0.104906  -14.8615  0.00293723  -14.8586
3.58623e-05  -0.104905  -14.8615  0.00218863  -14.8593
3.67448e-05  -0.104905  -14.8615  0.00127391  -14.8602
3.76178e-05  -0.104905  -14.8615  0.000699981  -14.8608
3.84815e-05  -0.104905  -14.8615  0.000367481  -14.8611
3.93407e-05  -0.104905  -14.8615  0.00371361  -14.8578
4.01907e-05  -0.104905  -14.8615  0.00328086  -14.8582
4.10363e-05  -0.104905  -14.8615  0.0027747  -14.8587
4.18773e-05  -0.104905  -14.8615  0.00226328  -14.8592
4.2714e-05  -0.104905  -14.8615  0.00178338  -14.8597
4.35506e-05  -0.104905  -14.8615  0.00117312  -14.8603
4.43828e-05  -0.104905  -14.8615  0.000745118  -14.8608
4.5215e-05  -0.104905  -14.8615  0.000250936  -14.8613
4.60427e-05  -0.104905  -14.8615  -0.000217631  -14.8617
4.68749e-05  -0.104905  -14.8615  -0.000635375  -14.8621
4.77071e-05  -0.104905  -14.8615  -0.000944028  -14.8624
4.85393e-05  -0.104905  -14.8615  -0.00127108  -14.8628
4.93715e-05  -0.104905  -14.8615  -0.00158514  -14.8631
5.02083e-05  -0.104905  -14.8615  -0.00187666  -14.8634
5.10498e-05  -0.104905  -14.8615  -0.00216974  -14.8637
5.18961e-05  -0.104905  -14.8615  2.18557e-05  -14.8615
5.27473e-05  -0.104905  -14.8615  0.0018364  -14.8597
5.36034e-05  -0.104905  -14.8615  0.00139899  -14.8601
5.44697e-05  -0.104905  -14.8615  0.00118982  -14.8603
5.53464e-05  -0.104905  -14.8615  0.000816568  -14.8607
5.62338e-05  -0.104905  -14.8615  0.000573821  -14.8609
5.71324e-05  -0.104905  -14.8615  0.000185562  -14.8613
5.80482e-05  -0.104905  -14.8615  -0.000168612  -14.8617
5.89821e-05  -0.104905  -14.8615  -0.000491075  -14.862
5.99349e-05  -0.104905  -14.8615  -0.000803545  -14.8623
6.09076e-05  -0.104905  -14.8615  -0.00107576  -14.8626
6.18735e-05  -0.104905  -14.8615  -0.00134602  -14.8628
6.28261e-05  -0.104905  -14.8615  -0.00153555  -14.863
6.37656e-05  -0.104905  -14.8615  9.39294e-05  -14.8614
6.46924e-05  -0.104905  -14.8615  8.59553e-06  -14.8615
6.56129e-05  -0.104905  -14.8615  -7.71806e-05  -14.8616
6.65209e-05  -0.104905  -14.8615  -0.000155607  -14.8616
6.74228e-05  -0.104905  -14.8615  -0.000234774  -14.8617
6.83186e-05  -0.104905  -14.8615  -0.000310256  -14.8618
6.92083e-05  -0.104905  -14.8615  -0.000381228  -14.8619
7.0092e-05  -0.104905  -14.8615  -0.000468381  -14.862
7.09698e-05  -0.104905  -14.8615  -0.000548677  -14.862
7.18475e-05  -0.104905  -14.8615  0.00014473  -14.8613
7.27193e-05  -0.104905  -14.8615  -3.30172e-05  -14.8615
7.35911e-05  -0.104905  -14.8615  -0.000209063  -14.8617
7.44629e-05  -0.104905  -14.8615  -0.000373621  -14.8619
7.53347e-05  -0.104905  -14.8615  -0.0005199  -14.862
7.62126e-05  -0.104905  -14.8615  -0.000659788  -14.8621
7.70905e-05  -0.104905  -14.8615  -0.000626921  -14.8621
7.79748e-05  -0.104905  -14.8615  -9.2067e-05  -14.8616
7.8859e-05  -0.104905  -14.8615  -9.54011e-05  -14.8616
7.97498e-05  -0.104905  -14.8615  -0.000157083  -14.8616
8.06471e-05  -0.104905  -14.8615  -0.000227222  -14.8617
8.15513e-05  -0.104905  -14.8615  -0.000284222  -14.8618
8.24695e-05  -0.104905  -14.8615  -0.000344684  -14.8618
8.3395e-05  -0.104905  -14.8615  -0.000396252  -14.8619
8.43353e-05  -0.104905  -14.8615  -0.00041374  -14.8619
8.52834e-05  -0.104905  -14.8615  -0.000459473  -14.8619
8.62474e-05  -0.104905  -14.8615  -0.000495817  -14.862
8.72366e-05  -0.104905  -14.8615  -0.000529346  -14.862
8.82434e-05  -0.104905  -14.8615  -0.000569624  -14.8621
8.92687e-05  -0.104905  -14.8615  -0.000603649  -14.8621
9.02753e-05  -0.104905  -14.8615  -0.000615405  -14.8621
9.12728e-05  -0.104905  -14.8615  -0.000625719  -14.8621
9.22523e-05  -0.104905  -14.8615  -0.000644613  -14.8621
9.3223e-05  -0.104905  -14.8615  -0.000667483  -14.8622
9.4185e-05  -0.104905  -14.8615  -0.000691279  -14.8622
9.51383e-05  -0.104905  -14.8615  -0.000711527  -14.8622
9.6083e-05  -0.104905  -14.8615  -0.000741523  -14.8622
9.70192e-05  -0.104905  -14.8615  -0.000759454  -14.8622
9.79554e-05  -0.104905  -14.8615  -0.00077373  -14.8623
9.8883e-05  -0.104905  -14.8615  -0.000771392  -14.8623
9.98107e-05  -0.104905  -14.8615  -0.000767271  -14.8623
0.000100738  -0.104905  -14.8615  -0.000761511  -14.8622
0.000101657  -0.104905  -14.8615  -0.000762598  -14.8622
0.000102577  -0.104905  -14.8615  -0.000757834  -14.8622
0.000103496  -0.104905  -14.8615  -0.000749942  -14.8622
0.000104415  -0.104905  -14.8615  -0.000737215  -14.8622
0.000105343  -0.104905  -14.8615  -0.000702286  -14.8622
0.000106271  -0.104905  -14.8615  -0.000563729  -14.8621
0.000107208  -0.104905  -14.8615  -0.000567683  -14.8621
0.000108145  -0.104905  -14.8615  -0.000571798  -14.8621
0.000109092  -0.104905  -14.8615  -0.000576096  -14.8621
0.000110049  -0.104905  -14.8615  -0.000580716  -14.8621
0.000111016  -0.104905  -14.8615  -0.000585256  -14.8621
0.000111994  -0.104905  -14.8615  -0.000582542  -14.8621
0.000112983  -0.104905  -14.8615  -0.000575393  -14.8621
0.000113995  -0.104905  -14.8615  -0.000565578  -14.8621
0.000115019  -0.104905  -14.8615  -0.000561374  -14.862
0.000116068  -0.104905  -14.8615  -0.000564605  -14.8621
0.00011713  -0.104905  -14.8615  -0.000568451  -14.8621
0.000118166  -0.104905  -14.8615  -0.000546026  -14.862
0.000119189  -0.104905  -14.8615  -0.000527391  -14.862
0.000120199  -0.104905  -14.8615  -0.000509981  -14.862
0.000121197  -0.104905  -14.8615  -0.00049725  -14.862
0.000122182  -0.104905  -14.8615  -0.000483356  -14.862
0.000123155  -0.104905  -14.8615  -0.000466425  -14.862
0.000124127  -0.104905  -14.8615  -0.000451436  -14.8619
0.000125088  -0.104905  -14.8615  -0.00043218  -14.8619
0.000126048  -0.104905  -14.8615  -0.000410896  -14.8619
0.000126996  -0.104905  -14.8615  -0.000387921  -14.8619
0.000127944  -0.104905  -14.8615  -0.000368069  -14.8619
0.000128892  -0.104905  -14.8615  -0.000355503  -14.8618
0.000129841  -0.104905  -14.8615  -0.000335088  -14.8618
0.000130789  -0.104905  -14.8615  -0.000312811  -14.8618
0.000131737  -0.104905  -14.8615  -0.000289892  -14.8618
0.000132685  -0.104905  -14.8615  -0.000264081  -14.8618
0.000133633  -0.104905  -14.8615  -0.000241328  -14.8617
0.000134581  -0.104905  -14.8615  -0.000216416  -14.8617
0.000135543  -0.104905  -14.8615  -0.00019249  -14.8617
0.000136505  -0.104905  -14.8615  -0.000171087  -14.8617
0.000137482  -0.104905  -14.8615  -0.000150355  -14.8616
0.000138459  -0.104905  -14.8615  -0.000128988  -14.8616
0.000139451  -0.104905  -14.8615  -0.000109872  -14.8616
0.000140461  -0.104905  -14.8615  -9.0883e-05  -14.8616
0.000141487  -0.104905  -14.8615  -7.44317e-05  -14.8616
0.000142532  -0.104905  -14.8615  -5.56124e-05  -14.8615
0.000143596  -0.104905  -14.8615  -3.6488e-05  -14.8615
0.000144681  -0.104905  -14.8615  -2.16375e-05  -14.8615
0.000145787  -0.104905  -14.8615  -6.23467e-06  -14.8615
0.000146872  -0.104905  -14.8615  1.00161e-05  -14.8615
0.000147934  -0.104905  -14.8615  2.32107e-05  -14.8615
0.000148997  -0.104905  -14.8615  3.59582e-05  -14.8615
0.000150038  -0.104905  -14.8615  4.69853e-05  -14.8614
0.000151078  -0.104905  -14.8615  5.42458e-05  -14.8614
0.000152098  -0.104905  -14.8615  6.33991e-05  -14.8614
0.000153117  -0.104905  -14.8615  6.90621e-05  -14.8614
0.000154114  -0.104905  -14.8615  7.57753e-05  -14.8614
0.000155112  -0.104905  -14.8615  8.22602e-05  -14.8614
0.000156109  -0.104905  -14.8615  8.95449e-05  -14.8614
0.000157107  -0.104905  -14.8615  9.77615e-05  -14.8614
0.000158104  -0.104905  -14.8615  0.000104838  -14.8614
0.000159102  -0.104905  -14.8615  0.000111157  -14.8614
0.000160099  -0.104905  -14.8615  0.000118001  -14.8614
0.000161097  -0.104905  -14.8615  0.000123655  -14.8614
0.000162094  -0.104905  -14.8615  0.000128011  -14.8614
0.000163092  -0.104905  -14.8615  0.000131349  -14.8614
0.000164089  -0.104905  -14.8615  0.000134464  -14.8614
0.000165087  -0.104905  -14.8615  0.000136744  -14.8613
0.000166114  -0.104905  -14.8615  0.000138387  -14.8613
0.000167141  -0.104905  -14.8615  0.000139851  -14.8613
0.000168168  -0.104905  -14.8615  0.000141112  -14.8613
0.000169229  -0.104905  -14.8615  0.000141612  -14.8613
0.00017029  -0.104905  -14.8615  0.000141361  -14.8613
0.00017139  -0.104905  -14.8615  0.00014059  -14.8613
0.00017249  -0.104905  -14.8615  0.000140045  -14.8613
0.000173637  -0.104905  -14.8615  0.000138019  -14.8613
0.000174783  -0.104905  -14.8615  0.000135327  -14.8614
0.000175879  -0.104905  -14.8615  0.000132468  -14.8614
0.000176976  -0.104905  -14.8615  0.000128352  -14.8614
0.000178072  -0.104905  -14.8615  0.000125754  -14.8614
0.000179116  -0.104905  -14.8615  0.000122584  -14.8614
0.00018016  -0.104905  -14.8615  0.000118301  -14.8614
0.000181205  -0.104905  -14.8615  0.000113351  -14.8614
0.000182249  -0.104905  -14.8615  0.000107286  -14.8614
0.000183293  -0.104905  -14.8615  0.000100565  -14.8614
0.000184276  -0.104905  -14.8615  9.35955e-05  -14.8614
0.000185259  -0.104905  -14.8615  8.59572e-05  -14.8614
0.000186241  -0.104905  -14.8615  7.83994e-05  -14.8614
0.000187224  -0.104905  -14.8615  7.0971e-05  -14.8614
0.000188207  -0.104905  -14.8615  6.34345e-05  -14.8614
0.00018919  -0.104905  -14.8615  5.56277e-05  -14.8614
0.000190172  -0.104905  -14.8615  4.79492e-05  -14.8614
0.000191155  -0.104905  -14.8615  4.0503e-05  -14.8614
0.000192138  -0.104905  -14.8615  3.14827e-05  -14.8615
0.000193121  -0.104905  -14.8615  2.07437e-05  -14.8615
0.000194103  -0.104905  -14.8615  1.17368e-05  -14.8615
0.000195086  -0.104905  -14.8615  9.26154e-07  -14.8615
0.000196069  -0.104905  -14.8615  -5.00064e-06  -14.8615
0.000197052  -0.104905  -14.8615  -1.12037e-05  -14.8615
0.000198034  -0.104905  -14.8615  -1.79979e-05  -14.8615
0.000199017  -0.104905  -14.8615  -2.50136e-05  -14.8615
0.0002  -0.104905  -14.8615  -3.19398e-05  -14.8615
0.000201093  -0.104905  -14.8615  -3.80338e-05  -14.8615
0.00020221  -0.104905  -14.8615  -4.60211e-05  -14.8615
0.000203347  -0.104905  -14.8615  -5.42683e-05  -14.8615
0.00020449  -0.104905  -14.8615  -6.26892e-05  -14.8615
0.000205614  -0.104905  -14.8615  -7.14319e-05  -14.8616
0.000206718  -0.104905  -14.8615  -8.01967e-05  -14.8616
0.00020781  -0.104905  -14.8615  -8.88824e-05  -14.8616
0.00020889  -0.104905  -14.8615  -9.74295e-05  -14.8616
0.000209958  -0.104905  -14.8615  -0.000105741  -14.8616
0.00021102  -0.104905  -14.8615  -0.000114415  -14.8616
0.000212075  -0.104905  -14.8615  -0.000122772  -14.8616
0.000213125  -0.104905  -14.8615  -0.00013121  -14.8616
0.000214169  -0.104905  -14.8615  -0.000139612  -14.8616
0.000215207  -0.104905  -14.8615  -0.000147885  -14.8616
0.000216245  -0.104905  -14.8615  -0.000156029  -14.8616
0.000217284  -0.104905  -14.8615  -0.000163773  -14.8617
0.000218322  -0.104905  -14.8615  -0.000169314  -14.8617
0.00021936  -0.104905  -14.8615  -0.000173997  -14.8617
0.000220398  -0.104905  -14.8615  -0.000178885  -14.8617
0.000221442  -0.104905  -14.8615  -0.00018379  -14.8617
0.000222493  -0.104905  -14.8615  -0.000188625  -14.8617
0.000223549  -0.104905  -14.8615  -0.000193664  -14.8617
0.000224619  -0.104905  -14.8615  -0.000199009  -14.8617
0.000225701  -0.104905  -14.8615  -0.000204892  -14.8617
0.000226797  -0.104905  -14.8615  -0.000210222  -14.8617
0.000227908  -0.104905  -14.8615  -0.000214845  -14.8617
0.000229033  -0.104905  -14.8615  -0.000219313  -14.8617
0.000230172  -0.104905  -14.8615  -0.00022355  -14.8617
0.000231336  -0.104905  -14.8615  -0.000229276  -14.8617
0.000232523  -0.104905  -14.8615  -0.000237247  -14.8617
0.000233703  -0.104905  -14.8615  -0.000243162  -14.8617
0.000234858  -0.104905  -14.8615  -0.0002492  -14.8617
0.000235996  -0.104905  -14.8615  -0.000252907  -14.8617
0.00023712  -0.104905  -14.8615  -0.000256296  -14.8617
0.000238228  -0.104905  -14.8615  -0.000261427  -14.8617
0.000239321  -0.104905  -14.8615  -0.000263796  -14.8618
0.000240407  -0.104905  -14.8615  -0.000265967  -14.8618
0.000241485  -0.104905  -14.8615  -0.000267853  -14.8618
0.000242556  -0.104905  -14.8615  -0.000268224  -14.8618
0.000243627  -0.104905  -14.8615  -0.000268909  -14.8618
0.000244691  -0.104905  -14.8615  -0.000268976  -14.8618
0.000245754  -0.104905  -14.8615  -0.000268653  -14.8618
0.000246818  -0.104905  -14.8615  -0.000267951  -14.8618
0.000247889  -0.104905  -14.8615  -0.000266916  -14.8618
0.000248961  -0.104905  -14.8615  -0.00026544  -14.8618
0.000250039  -0.104905  -14.8615  -0.000263962  -14.8618
0.000251118  -0.104905  -14.8615  -0.000262144  -14.8617
0.000252205  -0.104905  -14.8615  -0.000260383  -14.8617
0.0002533  -0.104905  -14.8615  -0.000258733  -14.8617
0.000254411  -0.104905  -14.8615  -0.000256674  -14.8617
0.00025554  -0.104905  -14.8615  -0.000254186  -14.8617
0.000256677  -0.104905  -14.8615  -0.000251361  -14.8617
0.000257843  -0.104905  -14.8615  -0.000247702  -14.8617
0.000259027  -0.104905  -14.8615  -0.000243533  -14.8617
0.000260232  -0.104905  -14.8615  -0.000238885  -14.8617
0.000261469  -0.104905  -14.8615  -0.000233265  -14.8617
0.000262695  -0.104905  -14.8615  -0.000227603  -14.8617
0.000263899  -0.104905  -14.8615  -0.000221703  -14.8617
0.000265093  -0.104905  -14.8615  -0.000215307  -14.8617
0.000266266  -0.104905  -14.8615  -0.000208302  -14.8617
0.000267429  -0.104905  -14.8615  -0.000201227  -14.8617
0.000268582  -0.104905  -14.8615  -0.000194151  -14.8617
0.000269725  -0.104905  -14.8615  -0.000186985  -14.8617
0.000270858  -0.104905  -14.8615  -0.000179919  -14.8617
0.000271981  -0.104905  -14.8615  -0.00017284  -14.8617
0.000273104  -0.104905  -14.8615  -0.000165888  -14.8617
0.000274226  -0.104905  -14.8615  -0.000158996  -14.8616
0.000275349  -0.104905  -14.8615  -0.000152345  -14.8616
0.000276472  -0.104905  -14.8615  -0.000145229  -14.8616
0.000277595  -0.104905  -14.8615  -0.000138247  -14.8616
0.000278729  -0.104905  -14.8615  -0.000131441  -14.8616
0.000279862  -0.104905  -14.8615  -0.000124582  -14.8616
0.000281006  -0.104905  -14.8615  -0.000117907  -14.8616
0.000282162  -0.104905  -14.8615  -0.000111189  -14.8616
0.00028334  -0.104905  -14.8615  -0.000104558  -14.8616
0.00028453  -0.104905  -14.8615  -9.78569e-05  -14.8616
0.000285746  -0.104905  -14.8615  -9.13806e-05  -14.8616
0.000286974  -0.104905  -14.8615  -8.46249e-05  -14.8616
0.00028823  -0.104905  -14.8615  -7.80001e-05  -14.8616
0.000289515  -0.104905  -14.8615  -7.11746e-05  -14.8616
0.000290785  -0.104905  -14.8615  -6.42124e-05  -14.8616
0.000292026  -0.104905  -14.8615  -5.76142e-05  -14.8615
0.000293239  -0.104905  -14.8615  -5.16055e-05  -14.8615
0.000294439  -0.104905  -14.8615  -4.58503e-05  -14.8615
0.000295625  -0.104905  -14.8615  -4.03442e-05  -14.8615
0.000296798  -0.104905  -14.8615  -3.5093e-05  -14.8615
0.000297957  -0.104905  -14.8615  -3.01955e-05  -14.8615
0.000299104  -0.104905  -14.8615  -2.55695e-05  -14.8615
0.00030025  -0.104905  -14.8615  -2.12287e-05  -14.8615
0.000301384  -0.104905  -14.8615  -1.68247e-05  -14.8615
0.000302517  -0.104905  -14.8615  -1.27356e-05  -14.8615
0.000303651  -0.104905  -14.8615  -8.78744e-06  -14.8615
0.000304784  -0.104905  -14.8615  -5.08518e-06  -14.8615
0.000305918  -0.104905  -14.8615  -1.61648e-06  -14.8615
0.000307051  -0.104905  -14.8615  1.55908e-06  -14.8615
0.000308199  -0.104905  -14.8615  4.19332e-06  -14.8615
0.000309346  -0.104905  -14.8615  6.68506e-06  -14.8615
0.000310509  -0.104905  -14.8615  8.97392e-06  -14.8615
0.000311686  -0.104905  -14.8615  1.10603e-05  -14.8615
0.000312864  -0.104905  -14.8615  1.28897e-05  -14.8615
0.000314057  -0.104905  -14.8615  1.43578e-05  -14.8615
0.000315268  -0.104905  -14.8615  1.56644e-05  -14.8615
0.000316496  -0.104905  -14.8615  1.66587e-05  -14.8615
0.000317742  -0.104905  -14.8615  1.72703e-05  -14.8615
0.000319008  -0.104905  -14.8615  1.78873e-05  -14.8615
0.000320254  -0.104905  -14.8615  1.80503e-05  -14.8615
0.000321462  -0.104905  -14.8615  1.78489e-05  -14.8615
0.000322652  -0.104905  -14.8615  1.72916e-05  -14.8615
0.000323824  -0.104905  -14.8615  1.65227e-05  -14.8615
0.000324996  -0.104905  -14.8615  1.54408e-05  -14.8615
0.00032615  -0.104905  -14.8615  1.42761e-05  -14.8615
0.000327286  -0.104905  -14.8615  1.29213e-05  -14.8615
0.000328422  -0.104905  -14.8615  1.14716e-05  -14.8615
0.00032954  -0.104905  -14.8615  9.87307e-06  -14.8615
0.000330659  -0.104905  -14.8615  8.07533e-06  -14.8615
0.000331777  -0.104905  -14.8615  6.19223e-06  -14.8615
0.000332896  -0.104905  -14.8615  4.07311e-06  -14.8615
0.000334014  -0.104905  -14.8615  1.84521e-06  -14.8615
0.000335132  -0.104905  -14.8615  -4.18902e-07  -14.8615
0.000336251  -0.104905  -14.8615  -2.92275e-06  -14.8615
0.000337369  -0.104905  -14.8615  -5.56153e-06  -14.8615
0.000338488  -0.104905  -14.8615  -8.30689e-06  -14.8615
0.000339606  -0.104905  -14.8615  -1.11087e-05  -14.8615
0.000340746  -0.104905  -14.8615  -1.36556e-05  -14.8615
0.000341885  -0.104905  -14.8615  -1.62346e-05  -14.8615
0.000343047  -0.104905  -14.8615  -1.91718e-05  -14.8615
0.00034421  -0.104905  -14.8615  -2.2328e-05  -14.8615
0.000345397  -0.104905  -14.8615  -2.57136e-05  -14.8615
0.00034661  -0.104905  -14.8615  -2.92527e-05  -14.8615
0.000347824  -0.104905  -14.8615  -3.28575e-05  -14.8615
0.000349066  -0.104905  -14.8615  -3.67518e-05  -14.8615
0.000350339  -0.104905  -14.8615  -4.09386e-05  -14.8615
0.000351581  -0.104905  -14.8615  -4.51786e-05  -14.8615
0.000352822  -0.104905  -14.8615  -4.95627e-05  -14.8615
0.000354032  -0.104905  -14.8615  -5.39618e-05  -14.8615
0.000355211  -0.104905  -14.8615  -5.83146e-05  -14.8615
0.000356389  -0.104905  -14.8615  -6.25546e-05  -14.8615
0.000357568  -0.104905  -14.8615  -6.69052e-05  -14.8616
0.000358715  -0.104905  -14.8615  -7.14702e-05  -14.8616
0.000359862  -0.104905  -14.8615  -7.56579e-05  -14.8616
0.000361008  -0.104905  -14.8615  -8.0286e-05  -14.8616
0.000362155  -0.104905  -14.8615  -8.39661e-05  -14.8616
0.000363302  -0.104905  -14.8615  -8.78878e-05  -14.8616
0.000364449  -0.104905  -14.8615  -9.18903e-05  -14.8616
0.000365596  -0.104905  -14.8615  -9.55958e-05  -14.8616
0.000366742  -0.104905  -14.8615  -9.9155e-05  -14.8616
0.000367889  -0.104905  -14.8615  -0.000102626  -14.8616
0.000369036  -0.104905  -14.8615  -0.000106133  -14.8616
0.000370183  -0.104905  -14.8615  -0.000109529  -14.8616
0.000371376  -0.104905  -14.8615  -0.00011292  -14.8616
0.000372568  -0.104905  -14.8615  -0.000116384  -14.8616
0.000373761  -0.104905  -14.8615  -0.000119858  -14.8616
0.000374954  -0.104905  -14.8615  -0.000123148  -14.8616
0.000376206  -0.104905  -14.8615  -0.000126216  -14.8616
0.000377458  -0.104905  -14.8615  -0.000129456  -14.8616
0.000378711  -0.104905  -14.8615  -0.000132527  -14.8616
0.000380041  -0.104905  -14.8615  -0.000135536  -14.8616
0.000381289  -0.104905  -14.8615  -0.000138406  -14.8616
0.000382536  -0.104905  -14.8615  -0.000141012  -14.8616
0.000383783  -0.104905  -14.8615  -0.000143428  -14.8616
0.000385031  -0.104905  -14.8615  -0.00014563  -14.8616
0.000386278  -0.104905  -14.8615  -0.000147634  -14.8616
0.000387526  -0.104905  -14.8615  -0.000149429  -14.8616
0.00038866  -0.104905  -14.8615  -0.000151116  -14.8616
0.000389794  -0.104905  -14.8615  -0.00015261  -14.8616
0.000390928  -0.104905  -14.8615  -0.000153925  -14.8616
0.000392062  -0.104905  -14.8615  -0.000155188  -14.8616
0.000393196  -0.104905  -14.8615  -0.000156338  -14.8616
0.00039433  -0.104905  -14.8615  -0.000157309  -14.8616
0.000395464  -0.104905  -14.8615  -0.000158005  -14.8616
0.000396598  -0.104905  -14.8615  -0.000158478  -14.8616
0.000397732  -0.104905  -14.8615  -0.000158641  -14.8616
0.000398866  -0.104905  -14.8615  -0.00015863  -14.8616
0.0004  -0.104905  -14.8615  -0.00015847  -14.8616
0.000401212  -0.104905  -14.8615  -0.000158106  -14.8616
0.000402439  -0.104905  -14.8615  -0.000157616  -14.8616
0.000403682  -0.104905  -14.8615  -0.000157034  -14.8616
0.000404948  -0.104905  -14.8615  -0.000156295  -14.8616
0.00040624  -0.104905  -14.8615  -0.000155424  -14.8616
0.000407567  -0.104905  -14.8615  -0.000154388  -14.8616
0.000408932  -0.104905  -14.8615  -0.000153155  -14.8616
0.000410277  -0.104905  -14.8615  -0.000151723  -14.8616
0.000411604  -0.104905  -14.8615  -0.000150165  -14.8616
0.000412913  -0.104905  -14.8615  -0.000148473  -14.8616
0.000414203  -0.104905  -14.8615  -0.000146707  -14.8616
0.000415484  -0.104905  -14.8615  -0.000144825  -14.8616
0.000416748  -0.104905  -14.8615  -0.000142865  -14.8616
0.000418003  -0.104905  -14.8615  -0.000140837  -14.8616
0.000419258  -0.104905  -14.8615  -0.000138723  -14.8616
0.000420505  -0.104905  -14.8615  -0.000136528  -14.8616
0.000421751  -0.104905  -14.8615  -0.000134192  -14.8616
0.000422998  -0.104905  -14.8615  -0.000131644  -14.8616
0.000424253  -0.104905  -14.8615  -0.000128993  -14.8616
0.000425517  -0.104905  -14.8615  -0.000126265  -14.8616
0.000426791  -0.104905  -14.8615  -0.000123434  -14.8616
0.000428074  -0.104905  -14.8615  -0.000120514  -14.8616
0.000429377  -0.104905  -14.8615  -0.000117383  -14.8616
0.000430689  -0.104905  -14.8615  -0.000114242  -14.8616
0.000432022  -0.104905  -14.8615  -0.000110933  -14.8616
0.000433388  -0.104905  -14.8615  -0.000107486  -14.8616
0.000434788  -0.104905  -14.8615  -0.000103972  -14.8616
0.000436212  -0.104905  -14.8615  -0.000100335  -14.8616
0.000437649  -0.104905  -14.8615  -9.66897e-05  -14.8616
0.000439073  -0.104905  -14.8615  -9.29878e-05  -14.8616
0.000440472  -0.104905  -14.8615  -8.9457e-05  -14.8616
0.000441848  -0.104905  -14.8615  -8.59986e-05  -14.8616
0.000443211  -0.104905  -14.8615  -8.26416e-05  -14.8616
0.000444551  -0.104905  -14.8615  -7.9411e-05  -14.8616
0.000445891  -0.104905  -14.8615  -7.62709e-05  -14.8616
0.00044722  -0.104905  -14.8615  -7.32063e-05  -14.8616
0.000448548  -0.104905  -14.8615  -7.02633e-05  -14.8616
0.000449877  -0.104905  -14.8615  -6.74476e-05  -14.8616
0.000451205  -0.104905  -14.8615  -6.47675e-05  -14.8616
0.000452546  -0.104905  -14.8615  -6.21487e-05  -14.8615
0.000453899  -0.104905  -14.8615  -5.95916e-05  -14.8615
0.000455264  -0.104905  -14.8615  -5.71458e-05  -14.8615
