# Region type : patch inlet
# Faces         : 30
# Area          : 1.06980230e-08
# Scale factor  : 7.20000000e+01
# Time          	sum(phi)
0.00587404      	-1.07002488e-04
0.00587468      	-1.07002488e-04
0.00587532      	-1.07002488e-04
0.00587595      	-1.07002488e-04
0.00587659      	-1.07002488e-04
0.00587722      	-1.07002488e-04
0.00587786      	-1.07002488e-04
0.0058785       	-1.07002488e-04
0.00587914      	-1.07002488e-04
0.00587978      	-1.07002488e-04
0.00588042      	-1.07002488e-04
0.00588106      	-1.07002488e-04
0.0058817       	-1.07002488e-04
0.00588234      	-1.07002488e-04
0.00588298      	-1.07002488e-04
0.00588362      	-1.07002488e-04
0.00588426      	-1.07002488e-04
0.0058849       	-1.07002488e-04
0.00588554      	-1.07002488e-04
0.00588618      	-1.07002488e-04
0.00588682      	-1.07002488e-04
0.00588746      	-1.07002488e-04
0.0058881       	-1.07002488e-04
0.00588874      	-1.07002488e-04
0.00588939      	-1.07002488e-04
0.00589003      	-1.07002488e-04
0.00589067      	-1.07002488e-04
0.00589131      	-1.07002488e-04
0.00589196      	-1.07002488e-04
0.0058926       	-1.07002488e-04
0.00589324      	-1.07002488e-04
0.00589389      	-1.07002488e-04
0.00589453      	-1.07002488e-04
0.00589517      	-1.07002488e-04
0.00589582      	-1.07002488e-04
0.00589646      	-1.07002488e-04
0.0058971       	-1.07002488e-04
0.00589775      	-1.07002488e-04
0.00589839      	-1.07002488e-04
0.00589903      	-1.07002488e-04
0.00589967      	-1.07002488e-04
0.00590032      	-1.07002488e-04
0.00590096      	-1.07002488e-04
0.0059016       	-1.07002488e-04
0.00590225      	-1.07002488e-04
0.00590289      	-1.07002488e-04
0.00590353      	-1.07002488e-04
0.00590418      	-1.07002488e-04
0.00590482      	-1.07002488e-04
0.00590546      	-1.07002488e-04
0.0059061       	-1.07002488e-04
0.00590674      	-1.07002488e-04
0.00590738      	-1.07002488e-04
0.00590802      	-1.07002488e-04
0.00590866      	-1.07002488e-04
0.0059093       	-1.07002488e-04
0.00590993      	-1.07002488e-04
0.00591057      	-1.07002488e-04
0.00591121      	-1.07002488e-04
0.00591184      	-1.07002488e-04
0.00591248      	-1.07002488e-04
0.00591311      	-1.07002488e-04
0.00591374      	-1.07002488e-04
0.00591438      	-1.07002488e-04
0.00591501      	-1.07002488e-04
0.00591564      	-1.07002488e-04
0.00591627      	-1.07002488e-04
0.0059169       	-1.07002488e-04
0.00591753      	-1.07002488e-04
0.00591816      	-1.07002488e-04
0.00591879      	-1.07002488e-04
0.00591941      	-1.07002488e-04
0.00592004      	-1.07002488e-04
0.00592066      	-1.07002488e-04
0.00592129      	-1.07002488e-04
0.00592191      	-1.07002488e-04
0.00592254      	-1.07002488e-04
0.00592316      	-1.07002488e-04
0.00592378      	-1.07002488e-04
0.0059244       	-1.07002488e-04
0.00592502      	-1.07002488e-04
0.00592564      	-1.07002488e-04
0.00592626      	-1.07002488e-04
0.00592688      	-1.07002488e-04
0.00592749      	-1.07002488e-04
0.0059281       	-1.07002488e-04
0.00592872      	-1.07002488e-04
0.00592933      	-1.07002488e-04
0.00592995      	-1.07002488e-04
0.00593056      	-1.07002488e-04
0.00593118      	-1.07002488e-04
0.00593179      	-1.07002488e-04
0.0059324       	-1.07002488e-04
0.005933        	-1.07002488e-04
0.00593361      	-1.07002488e-04
0.00593422      	-1.07002488e-04
0.00593483      	-1.07002488e-04
0.00593544      	-1.07002488e-04
0.00593605      	-1.07002488e-04
0.00593666      	-1.07002488e-04
0.00593727      	-1.07002488e-04
0.00593788      	-1.07002488e-04
0.00593849      	-1.07002488e-04
0.00593909      	-1.07002488e-04
0.0059397       	-1.07002488e-04
0.00594031      	-1.07002488e-04
0.00594091      	-1.07002488e-04
0.00594151      	-1.07002488e-04
0.00594212      	-1.07002488e-04
0.00594272      	-1.07002488e-04
0.00594332      	-1.07002488e-04
0.00594392      	-1.07002488e-04
0.00594453      	-1.07002488e-04
0.00594513      	-1.07002488e-04
0.00594573      	-1.07002488e-04
0.00594634      	-1.07002488e-04
0.00594694      	-1.07002488e-04
0.00594754      	-1.07002488e-04
0.00594815      	-1.07002488e-04
0.00594875      	-1.07002488e-04
0.00594935      	-1.07002488e-04
0.00594995      	-1.07002488e-04
0.00595056      	-1.07002488e-04
0.00595116      	-1.07002488e-04
0.00595176      	-1.07002488e-04
0.00595237      	-1.07002488e-04
0.00595297      	-1.07002488e-04
0.00595357      	-1.07002488e-04
0.00595418      	-1.07002488e-04
0.00595478      	-1.07002488e-04
0.00595538      	-1.07002488e-04
0.00595598      	-1.07002488e-04
0.00595659      	-1.07002488e-04
0.00595719      	-1.07002488e-04
0.00595779      	-1.07002488e-04
0.0059584       	-1.07002488e-04
0.00595902      	-1.07002488e-04
0.00595963      	-1.07002488e-04
0.00596024      	-1.07002488e-04
0.00596085      	-1.07002488e-04
0.00596146      	-1.07002488e-04
0.00596207      	-1.07002488e-04
0.00596269      	-1.07002488e-04
0.0059633       	-1.07002488e-04
0.00596391      	-1.07002488e-04
0.00596452      	-1.07002488e-04
0.00596513      	-1.07002488e-04
0.00596574      	-1.07002488e-04
0.00596636      	-1.07002488e-04
0.00596697      	-1.07002488e-04
0.00596758      	-1.07002488e-04
0.00596819      	-1.07002488e-04
0.0059688       	-1.07002488e-04
0.00596942      	-1.07002488e-04
0.00597003      	-1.07002488e-04
0.00597064      	-1.07002488e-04
0.00597125      	-1.07002488e-04
0.00597186      	-1.07002488e-04
0.00597247      	-1.07002488e-04
0.00597309      	-1.07002488e-04
0.0059737       	-1.07002488e-04
0.00597431      	-1.07002488e-04
0.00597492      	-1.07002488e-04
0.00597553      	-1.07002488e-04
0.00597614      	-1.07002488e-04
0.00597676      	-1.07002488e-04
0.00597737      	-1.07002488e-04
0.00597798      	-1.07002488e-04
0.00597859      	-1.07002488e-04
0.0059792       	-1.07002488e-04
0.00597981      	-1.07002488e-04
0.00598043      	-1.07002488e-04
0.00598104      	-1.07002488e-04
0.00598165      	-1.07002488e-04
0.00598226      	-1.07002488e-04
0.00598287      	-1.07002488e-04
0.00598348      	-1.07002488e-04
0.0059841       	-1.07002488e-04
0.00598471      	-1.07002488e-04
0.00598532      	-1.07002488e-04
0.00598593      	-1.07002488e-04
0.00598654      	-1.07002488e-04
0.00598715      	-1.07002488e-04
0.00598777      	-1.07002488e-04
0.00598838      	-1.07002488e-04
0.00598899      	-1.07002488e-04
0.0059896       	-1.07002488e-04
0.00599021      	-1.07002488e-04
0.00599082      	-1.07002488e-04
0.00599144      	-1.07002488e-04
0.00599205      	-1.07002488e-04
0.00599266      	-1.07002488e-04
0.00599327      	-1.07002488e-04
0.00599388      	-1.07002488e-04
0.00599449      	-1.07002488e-04
0.00599511      	-1.07002488e-04
0.00599572      	-1.07002488e-04
0.00599633      	-1.07002488e-04
0.00599694      	-1.07002488e-04
0.00599755      	-1.07002488e-04
0.00599816      	-1.07002488e-04
0.00599878      	-1.07002488e-04
0.00599939      	-1.07002488e-04
0.006           	-1.07002488e-04
0.0060006       	-1.07002488e-04
0.00600119      	-1.07002488e-04
0.00600179      	-1.07002488e-04
0.00600238      	-1.07002488e-04
0.00600297      	-1.07002488e-04
0.00600357      	-1.07002488e-04
0.00600416      	-1.07002488e-04
0.00600475      	-1.07002488e-04
0.00600535      	-1.07002488e-04
0.00600594      	-1.07002488e-04
0.00600654      	-1.07002488e-04
0.00600713      	-1.07002488e-04
0.00600772      	-1.07002488e-04
0.00600832      	-1.07002488e-04
0.00600891      	-1.07002488e-04
0.00600951      	-1.07002488e-04
0.0060101       	-1.07002488e-04
0.0060107       	-1.07002488e-04
0.00601129      	-1.07002488e-04
0.00601189      	-1.07002488e-04
0.00601248      	-1.07002488e-04
0.00601308      	-1.07002488e-04
0.00601368      	-1.07002488e-04
0.00601427      	-1.07002488e-04
0.00601487      	-1.07002488e-04
0.00601547      	-1.07002488e-04
0.00601607      	-1.07002488e-04
0.00601666      	-1.07002488e-04
0.00601726      	-1.07002488e-04
0.00601786      	-1.07002488e-04
0.00601846      	-1.07002488e-04
0.00601906      	-1.07002488e-04
0.00601966      	-1.07002488e-04
0.00602026      	-1.07002488e-04
0.00602086      	-1.07002488e-04
0.00602146      	-1.07002488e-04
0.00602206      	-1.07002488e-04
0.00602266      	-1.07002488e-04
0.00602326      	-1.07002488e-04
0.00602386      	-1.07002488e-04
0.00602447      	-1.07002488e-04
0.00602507      	-1.07002488e-04
0.00602567      	-1.07002488e-04
0.00602628      	-1.07002488e-04
0.00602688      	-1.07002488e-04
0.00602749      	-1.07002488e-04
0.00602809      	-1.07002488e-04
0.0060287       	-1.07002488e-04
0.0060293       	-1.07002488e-04
0.00602991      	-1.07002488e-04
0.00603051      	-1.07002488e-04
0.00603112      	-1.07002488e-04
0.00603173      	-1.07002488e-04
0.00603233      	-1.07002488e-04
0.00603294      	-1.07002488e-04
0.00603355      	-1.07002488e-04
0.00603416      	-1.07002488e-04
0.00603476      	-1.07002488e-04
0.00603537      	-1.07002488e-04
0.00603598      	-1.07002488e-04
0.00603659      	-1.07002488e-04
0.00603719      	-1.07002488e-04
0.0060378       	-1.07002488e-04
0.00603841      	-1.07002488e-04
0.00603902      	-1.07002488e-04
0.00603962      	-1.07002488e-04
0.00604023      	-1.07002488e-04
0.00604084      	-1.07002488e-04
0.00604145      	-1.07002488e-04
0.00604205      	-1.07002488e-04
0.00604266      	-1.07002488e-04
0.00604327      	-1.07002488e-04
0.00604388      	-1.07002488e-04
0.00604448      	-1.07002488e-04
0.00604509      	-1.07002488e-04
0.0060457       	-1.07002488e-04
0.00604631      	-1.07002488e-04
0.00604691      	-1.07002488e-04
0.00604752      	-1.07002488e-04
0.00604813      	-1.07002488e-04
0.00604873      	-1.07002488e-04
0.00604934      	-1.07002488e-04
0.00604994      	-1.07002488e-04
0.00605055      	-1.07002488e-04
0.00605115      	-1.07002488e-04
0.00605176      	-1.07002488e-04
0.00605236      	-1.07002488e-04
0.00605296      	-1.07002488e-04
0.00605357      	-1.07002488e-04
0.00605417      	-1.07002488e-04
0.00605477      	-1.07002488e-04
0.00605537      	-1.07002488e-04
0.00605598      	-1.07002488e-04
0.00605658      	-1.07002488e-04
0.00605718      	-1.07002488e-04
0.00605778      	-1.07002488e-04
0.00605838      	-1.07002488e-04
0.00605898      	-1.07002488e-04
0.00605958      	-1.07002488e-04
0.00606018      	-1.07002488e-04
0.00606078      	-1.07002488e-04
0.00606138      	-1.07002488e-04
0.00606198      	-1.07002488e-04
0.00606258      	-1.07002488e-04
0.00606318      	-1.07002488e-04
0.00606378      	-1.07002488e-04
0.00606437      	-1.07002488e-04
0.00606497      	-1.07002488e-04
0.00606557      	-1.07002488e-04
0.00606617      	-1.07002488e-04
0.00606676      	-1.07002488e-04
0.00606736      	-1.07002488e-04
0.00606796      	-1.07002488e-04
0.00606856      	-1.07002488e-04
0.00606915      	-1.07002488e-04
0.00606975      	-1.07002488e-04
0.00607035      	-1.07002488e-04
0.00607095      	-1.07002488e-04
0.00607154      	-1.07002488e-04
0.00607214      	-1.07002488e-04
0.00607274      	-1.07002488e-04
0.00607334      	-1.07002488e-04
0.00607393      	-1.07002488e-04
0.00607453      	-1.07002488e-04
0.00607513      	-1.07002488e-04
0.00607573      	-1.07002488e-04
0.00607632      	-1.07002488e-04
0.00607692      	-1.07002488e-04
0.00607752      	-1.07002488e-04
0.00607812      	-1.07002488e-04
0.00607871      	-1.07002488e-04
0.00607931      	-1.07002488e-04
0.00607991      	-1.07002488e-04
0.00608051      	-1.07002488e-04
0.00608111      	-1.07002488e-04
0.00608171      	-1.07002488e-04
0.00608231      	-1.07002488e-04
0.00608291      	-1.07002488e-04
0.00608351      	-1.07002488e-04
0.00608411      	-1.07002488e-04
0.00608472      	-1.07002488e-04
0.00608532      	-1.07002488e-04
0.00608592      	-1.07002488e-04
0.00608653      	-1.07002488e-04
0.00608713      	-1.07002488e-04
0.00608773      	-1.07002488e-04
0.00608834      	-1.07002488e-04
0.00608895      	-1.07002488e-04
0.00608955      	-1.07002488e-04
0.00609016      	-1.07002488e-04
0.00609077      	-1.07002488e-04
0.00609137      	-1.07002488e-04
0.00609198      	-1.07002488e-04
0.00609259      	-1.07002488e-04
0.0060932       	-1.07002488e-04
0.00609381      	-1.07002488e-04
0.00609442      	-1.07002488e-04
0.00609503      	-1.07002488e-04
0.00609564      	-1.07002488e-04
0.00609625      	-1.07002488e-04
0.00609687      	-1.07002488e-04
0.00609748      	-1.07002488e-04
0.00609809      	-1.07002488e-04
0.00609871      	-1.07002488e-04
0.00609932      	-1.07002488e-04
0.00609994      	-1.07002488e-04
0.00610055      	-1.07002488e-04
0.00610116      	-1.07002488e-04
0.00610178      	-1.07002488e-04
0.00610239      	-1.07002488e-04
0.00610301      	-1.07002488e-04
0.00610362      	-1.07002488e-04
0.00610424      	-1.07002488e-04
0.00610486      	-1.07002488e-04
0.00610548      	-1.07002488e-04
0.0061061       	-1.07002488e-04
0.00610671      	-1.07002488e-04
0.00610733      	-1.07002488e-04
0.00610795      	-1.07002488e-04
0.00610857      	-1.07002488e-04
0.00610918      	-1.07002488e-04
0.0061098       	-1.07002488e-04
0.00611042      	-1.07002488e-04
0.00611104      	-1.07002488e-04
0.00611166      	-1.07002488e-04
0.00611227      	-1.07002488e-04
0.00611289      	-1.07002488e-04
0.00611351      	-1.07002488e-04
0.00611413      	-1.07002488e-04
0.00611474      	-1.07002488e-04
0.00611536      	-1.07002488e-04
0.00611598      	-1.07002488e-04
0.0061166       	-1.07002488e-04
0.00611722      	-1.07002488e-04
0.00611783      	-1.07002488e-04
0.00611845      	-1.07002488e-04
0.00611907      	-1.07002488e-04
0.00611969      	-1.07002488e-04
0.0061203       	-1.07002488e-04
0.00612092      	-1.07002488e-04
0.00612154      	-1.07002488e-04
0.00612216      	-1.07002488e-04
0.00612278      	-1.07002488e-04
0.00612339      	-1.07002488e-04
0.00612401      	-1.07002488e-04
0.00612463      	-1.07002488e-04
0.00612525      	-1.07002488e-04
0.00612586      	-1.07002488e-04
0.00612648      	-1.07002488e-04
0.0061271       	-1.07002488e-04
0.00612772      	-1.07002488e-04
0.00612834      	-1.07002488e-04
0.00612895      	-1.07002488e-04
0.00612957      	-1.07002488e-04
0.00613019      	-1.07002488e-04
0.00613081      	-1.07002488e-04
0.00613142      	-1.07002488e-04
0.00613204      	-1.07002488e-04
0.00613267      	-1.07002488e-04
0.00613329      	-1.07002488e-04
0.00613391      	-1.07002488e-04
0.00613454      	-1.07002488e-04
0.00613516      	-1.07002488e-04
0.00613578      	-1.07002488e-04
0.00613641      	-1.07002488e-04
0.00613703      	-1.07002488e-04
0.00613765      	-1.07002488e-04
0.00613828      	-1.07002488e-04
0.00613891      	-1.07002488e-04
0.00613954      	-1.07002488e-04
0.00614017      	-1.07002488e-04
0.0061408       	-1.07002488e-04
0.00614143      	-1.07002488e-04
0.00614206      	-1.07002488e-04
0.00614269      	-1.07002488e-04
0.00614332      	-1.07002488e-04
0.00614395      	-1.07002488e-04
0.00614458      	-1.07002488e-04
0.00614522      	-1.07002488e-04
0.00614586      	-1.07002488e-04
0.00614649      	-1.07002488e-04
0.00614713      	-1.07002488e-04
0.00614777      	-1.07002488e-04
0.0061484       	-1.07002488e-04
0.00614904      	-1.07002488e-04
0.00614968      	-1.07002488e-04
0.00615032      	-1.07002488e-04
0.00615097      	-1.07002488e-04
0.00615161      	-1.07002488e-04
0.00615226      	-1.07002488e-04
0.0061529       	-1.07002488e-04
0.00615355      	-1.07002488e-04
0.00615419      	-1.07002488e-04
0.00615484      	-1.07002488e-04
0.00615548      	-1.07002488e-04
0.00615613      	-1.07002488e-04
0.00615678      	-1.07002488e-04
0.00615743      	-1.07002488e-04
0.00615808      	-1.07002488e-04
0.00615874      	-1.07002488e-04
0.00615939      	-1.07002488e-04
0.00616005      	-1.07002488e-04
0.0061607       	-1.07002488e-04
0.00616136      	-1.07002488e-04
0.00616201      	-1.07002488e-04
0.00616267      	-1.07002488e-04
0.00616332      	-1.07002488e-04
0.00616398      	-1.07002488e-04
0.00616463      	-1.07002488e-04
0.00616529      	-1.07002488e-04
0.00616594      	-1.07002488e-04
0.0061666       	-1.07002488e-04
0.00616727      	-1.07002488e-04
0.00616793      	-1.07002488e-04
0.0061686       	-1.07002488e-04
0.00616927      	-1.07002488e-04
0.00616994      	-1.07002488e-04
0.00617061      	-1.07002488e-04
0.00617128      	-1.07002488e-04
0.00617194      	-1.07002488e-04
0.00617261      	-1.07002488e-04
0.00617328      	-1.07002488e-04
0.00617395      	-1.07002488e-04
0.00617462      	-1.07002488e-04
0.00617528      	-1.07002488e-04
0.00617595      	-1.07002488e-04
0.00617662      	-1.07002488e-04
0.00617729      	-1.07002488e-04
0.00617796      	-1.07002488e-04
0.00617862      	-1.07002488e-04
0.00617929      	-1.07002488e-04
0.00617996      	-1.07002488e-04
0.00618063      	-1.07002488e-04
0.0061813       	-1.07002488e-04
0.00618196      	-1.07002488e-04
0.00618263      	-1.07002488e-04
0.0061833       	-1.07002488e-04
0.00618397      	-1.07002488e-04
0.00618464      	-1.07002488e-04
0.0061853       	-1.07002488e-04
0.00618597      	-1.07002488e-04
0.00618664      	-1.07002488e-04
0.00618731      	-1.07002488e-04
0.00618798      	-1.07002488e-04
0.00618864      	-1.07002488e-04
0.00618931      	-1.07002488e-04
0.00618998      	-1.07002488e-04
0.00619065      	-1.07002488e-04
0.00619132      	-1.07002488e-04
0.00619198      	-1.07002488e-04
0.00619265      	-1.07002488e-04
0.00619332      	-1.07002488e-04
0.00619399      	-1.07002488e-04
0.00619466      	-1.07002488e-04
0.00619532      	-1.07002488e-04
0.00619599      	-1.07002488e-04
0.00619666      	-1.07002488e-04
0.00619733      	-1.07002488e-04
0.006198        	-1.07002488e-04
0.00619866      	-1.07002488e-04
0.00619933      	-1.07002488e-04
0.0062          	-1.07002488e-04
0.00620068      	-1.07002488e-04
0.00620137      	-1.07002488e-04
0.00620205      	-1.07002488e-04
0.00620273      	-1.07002488e-04
0.00620342      	-1.07002488e-04
0.0062041       	-1.07002488e-04
0.00620479      	-1.07002488e-04
0.00620547      	-1.07002488e-04
0.00620616      	-1.07002488e-04
0.00620685      	-1.07002488e-04
0.00620754      	-1.07002488e-04
0.00620823      	-1.07002488e-04
0.00620892      	-1.07002488e-04
0.00620961      	-1.07002488e-04
0.0062103       	-1.07002488e-04
0.00621099      	-1.07002488e-04
0.00621168      	-1.07002488e-04
0.00621237      	-1.07002488e-04
0.00621307      	-1.07002488e-04
0.00621376      	-1.07002488e-04
0.00621446      	-1.07002488e-04
0.00621516      	-1.07002488e-04
0.00621585      	-1.07002488e-04
0.00621655      	-1.07002488e-04
0.00621725      	-1.07002488e-04
0.00621795      	-1.07002488e-04
0.00621865      	-1.07002488e-04
0.00621935      	-1.07002488e-04
0.00622006      	-1.07002488e-04
0.00622076      	-1.07002488e-04
0.00622147      	-1.07002488e-04
0.00622218      	-1.07002488e-04
0.00622289      	-1.07002488e-04
0.0062236       	-1.07002488e-04
0.00622431      	-1.07002488e-04
0.00622502      	-1.07002488e-04
0.00622574      	-1.07002488e-04
0.00622645      	-1.07002488e-04
0.00622717      	-1.07002488e-04
0.00622788      	-1.07002488e-04
0.0062286       	-1.07002488e-04
0.00622933      	-1.07002488e-04
0.00623005      	-1.07002488e-04
0.00623077      	-1.07002488e-04
0.0062315       	-1.07002488e-04
0.00623222      	-1.07002488e-04
0.00623295      	-1.07002488e-04
0.00623368      	-1.07002488e-04
0.00623442      	-1.07002488e-04
0.00623515      	-1.07002488e-04
0.00623588      	-1.07002488e-04
0.00623662      	-1.07002488e-04
0.00623736      	-1.07002488e-04
0.0062381       	-1.07002488e-04
0.00623884      	-1.07002488e-04
0.00623958      	-1.07002488e-04
0.00624033      	-1.07002488e-04
0.00624107      	-1.07002488e-04
0.00624182      	-1.07002488e-04
0.00624257      	-1.07002488e-04
0.00624332      	-1.07002488e-04
0.00624407      	-1.07002488e-04
0.00624483      	-1.07002488e-04
0.00624558      	-1.07002488e-04
0.00624634      	-1.07002488e-04
0.0062471       	-1.07002488e-04
0.00624786      	-1.07002488e-04
0.00624862      	-1.07002488e-04
0.00624939      	-1.07002488e-04
0.00625015      	-1.07002488e-04
0.00625092      	-1.07002488e-04
0.00625169      	-1.07002488e-04
0.00625246      	-1.07002488e-04
0.00625323      	-1.07002488e-04
0.006254        	-1.07002488e-04
0.00625478      	-1.07002488e-04
0.00625555      	-1.07002488e-04
0.00625633      	-1.07002488e-04
0.00625711      	-1.07002488e-04
0.00625789      	-1.07002488e-04
0.00625867      	-1.07002488e-04
0.00625946      	-1.07002488e-04
0.00626024      	-1.07002488e-04
0.00626103      	-1.07002488e-04
0.00626182      	-1.07002488e-04
0.00626261      	-1.07002488e-04
0.0062634       	-1.07002488e-04
0.00626419      	-1.07002488e-04
0.00626499      	-1.07002488e-04
0.00626578      	-1.07002488e-04
0.00626657      	-1.07002488e-04
0.00626737      	-1.07002488e-04
0.00626817      	-1.07002488e-04
0.00626897      	-1.07002488e-04
0.00626977      	-1.07002488e-04
0.00627057      	-1.07002488e-04
0.00627138      	-1.07002488e-04
0.00627218      	-1.07002488e-04
0.00627299      	-1.07002488e-04
0.00627379      	-1.07002488e-04
0.0062746       	-1.07002488e-04
0.00627541      	-1.07002488e-04
0.00627622      	-1.07002488e-04
0.00627703      	-1.07002488e-04
0.00627784      	-1.07002488e-04
0.00627865      	-1.07002488e-04
0.00627947      	-1.07002488e-04
0.00628028      	-1.07002488e-04
0.0062811       	-1.07002488e-04
0.00628192      	-1.07002488e-04
0.00628274      	-1.07002488e-04
0.00628356      	-1.07002488e-04
0.00628438      	-1.07002488e-04
0.0062852       	-1.07002488e-04
0.00628602      	-1.07002488e-04
0.00628684      	-1.07002488e-04
0.00628767      	-1.07002488e-04
0.0062885       	-1.07002488e-04
0.00628932      	-1.07002488e-04
0.00629015      	-1.07002488e-04
0.00629097      	-1.07002488e-04
0.00629181      	-1.07002488e-04
0.00629264      	-1.07002488e-04
0.00629347      	-1.07002488e-04
0.0062943       	-1.07002488e-04
0.00629513      	-1.07002488e-04
0.00629597      	-1.07002488e-04
0.0062968       	-1.07002488e-04
0.00629764      	-1.07002488e-04
0.00629848      	-1.07002488e-04
0.00629932      	-1.07002488e-04
0.00630016      	-1.07002488e-04
0.00630099      	-1.07002488e-04
0.00630183      	-1.07002488e-04
0.00630267      	-1.07002488e-04
0.00630351      	-1.07002488e-04
0.00630436      	-1.07002488e-04
0.0063052       	-1.07002488e-04
0.00630605      	-1.07002488e-04
0.0063069       	-1.07002488e-04
0.00630774      	-1.07002488e-04
0.00630859      	-1.07002488e-04
0.00630944      	-1.07002488e-04
0.00631028      	-1.07002488e-04
0.00631113      	-1.07002488e-04
0.00631198      	-1.07002488e-04
0.00631284      	-1.07002488e-04
0.00631369      	-1.07002488e-04
0.00631455      	-1.07002488e-04
0.0063154       	-1.07002488e-04
0.00631626      	-1.07002488e-04
0.00631711      	-1.07002488e-04
0.00631797      	-1.07002488e-04
0.00631882      	-1.07002488e-04
0.00631968      	-1.07002488e-04
0.00632055      	-1.07002488e-04
0.00632141      	-1.07002488e-04
0.00632227      	-1.07002488e-04
0.00632314      	-1.07002488e-04
0.006324        	-1.07002488e-04
0.00632486      	-1.07002488e-04
0.00632573      	-1.07002488e-04
0.00632659      	-1.07002488e-04
0.00632747      	-1.07002488e-04
0.00632834      	-1.07002488e-04
0.00632921      	-1.07002488e-04
0.00633009      	-1.07002488e-04
0.00633096      	-1.07002488e-04
0.00633184      	-1.07002488e-04
0.00633271      	-1.07002488e-04
0.00633359      	-1.07002488e-04
0.00633448      	-1.07002488e-04
0.00633537      	-1.07002488e-04
0.00633625      	-1.07002488e-04
0.00633714      	-1.07002488e-04
0.00633802      	-1.07002488e-04
0.00633891      	-1.07002488e-04
0.00633979      	-1.07002488e-04
0.00634069      	-1.07002488e-04
0.00634159      	-1.07002488e-04
0.00634249      	-1.07002488e-04
0.00634339      	-1.07002488e-04
0.00634429      	-1.07002488e-04
0.00634518      	-1.07002488e-04
0.00634608      	-1.07002488e-04
0.00634698      	-1.07002488e-04
0.00634788      	-1.07002488e-04
0.00634878      	-1.07002488e-04
0.00634969      	-1.07002488e-04
0.00635061      	-1.07002488e-04
0.00635152      	-1.07002488e-04
0.00635244      	-1.07002488e-04
0.00635335      	-1.07002488e-04
0.00635427      	-1.07002488e-04
0.00635518      	-1.07002488e-04
0.0063561       	-1.07002488e-04
0.00635701      	-1.07002488e-04
0.00635793      	-1.07002488e-04
0.00635884      	-1.07002488e-04
0.00635975      	-1.07002488e-04
0.00636067      	-1.07002488e-04
0.00636158      	-1.07002488e-04
0.0063625       	-1.07002488e-04
0.00636341      	-1.07002488e-04
0.00636433      	-1.07002488e-04
0.00636527      	-1.07002488e-04
0.00636621      	-1.07002488e-04
0.00636714      	-1.07002488e-04
0.00636808      	-1.07002488e-04
0.00636902      	-1.07002488e-04
0.00636996      	-1.07002488e-04
0.0063709       	-1.07002488e-04
0.00637184      	-1.07002488e-04
0.00637278      	-1.07002488e-04
0.00637372      	-1.07002488e-04
0.00637465      	-1.07002488e-04
0.00637559      	-1.07002488e-04
0.00637653      	-1.07002488e-04
0.00637747      	-1.07002488e-04
0.00637841      	-1.07002488e-04
0.00637935      	-1.07002488e-04
0.00638029      	-1.07002488e-04
0.00638123      	-1.07002488e-04
0.00638216      	-1.07002488e-04
0.0063831       	-1.07002488e-04
0.00638404      	-1.07002488e-04
0.00638498      	-1.07002488e-04
0.00638592      	-1.07002488e-04
0.00638686      	-1.07002488e-04
0.0063878       	-1.07002488e-04
0.00638874      	-1.07002488e-04
0.00638967      	-1.07002488e-04
0.00639061      	-1.07002488e-04
0.00639155      	-1.07002488e-04
0.00639249      	-1.07002488e-04
0.00639343      	-1.07002488e-04
0.00639437      	-1.07002488e-04
0.00639531      	-1.07002488e-04
0.00639625      	-1.07002488e-04
0.00639718      	-1.07002488e-04
0.00639812      	-1.07002488e-04
0.00639906      	-1.07002488e-04
0.0064          	-1.07002488e-04
0.00640091      	-1.07002488e-04
0.00640183      	-1.07002488e-04
0.00640274      	-1.07002488e-04
0.00640365      	-1.07002488e-04
0.00640456      	-1.07002488e-04
0.00640547      	-1.07002488e-04
0.00640638      	-1.07002488e-04
0.00640728      	-1.07002488e-04
0.00640819      	-1.07002488e-04
0.00640909      	-1.07002488e-04
0.00640999      	-1.07002488e-04
0.00641089      	-1.07002488e-04
0.00641179      	-1.07002488e-04
0.00641268      	-1.07002488e-04
0.00641358      	-1.07002488e-04
0.00641447      	-1.07002488e-04
0.00641536      	-1.07002488e-04
0.00641625      	-1.07002488e-04
0.00641714      	-1.07002488e-04
0.00641803      	-1.07002488e-04
0.00641891      	-1.07002488e-04
0.00641979      	-1.07002488e-04
0.00642067      	-1.07002488e-04
0.00642155      	-1.07002488e-04
0.00642243      	-1.07002488e-04
0.00642331      	-1.07002488e-04
0.00642418      	-1.07002488e-04
0.00642505      	-1.07002488e-04
0.00642593      	-1.07002488e-04
0.0064268       	-1.07002488e-04
0.00642767      	-1.07002488e-04
0.00642853      	-1.07002488e-04
0.0064294       	-1.07002488e-04
0.00643026      	-1.07002488e-04
0.00643112      	-1.07002488e-04
0.00643198      	-1.07002488e-04
0.00643284      	-1.07002488e-04
0.0064337       	-1.07002488e-04
0.00643455      	-1.07002488e-04
0.00643541      	-1.07002488e-04
0.00643626      	-1.07002488e-04
0.00643711      	-1.07002488e-04
0.00643796      	-1.07002488e-04
0.00643881      	-1.07002488e-04
0.00643965      	-1.07002488e-04
0.00644049      	-1.07002488e-04
0.00644134      	-1.07002488e-04
0.00644218      	-1.07002488e-04
0.00644302      	-1.07002488e-04
0.00644386      	-1.07002488e-04
0.00644469      	-1.07002488e-04
