# Region type : patch inlet
# Faces         : 30
# Area          : 2.97167293e-08
# Scale factor  : 7.20000000e+01
# Time          	sum(p_rgh)
0.00307597      	4.44777933e+05
0.0030764       	4.49648914e+05
0.00307683      	4.54604019e+05
0.00307726      	4.59640913e+05
0.00307769      	4.64755949e+05
0.00307812      	4.69946086e+05
0.00307855      	4.75200579e+05
0.00307898      	4.80530338e+05
0.00307941      	4.85927669e+05
0.00307983      	4.91381344e+05
0.00308026      	4.96890643e+05
0.00308069      	5.02452530e+05
0.00308112      	5.08054761e+05
0.00308155      	5.13738627e+05
0.00308199      	5.19348565e+05
0.00308242      	5.25083266e+05
0.00308285      	5.30818673e+05
0.00308328      	5.36629737e+05
0.00308371      	5.42464517e+05
0.00308415      	5.48316961e+05
0.00308458      	5.54143004e+05
0.00308501      	5.60017462e+05
0.00308545      	5.65884003e+05
0.00308588      	5.71796014e+05
0.00308632      	5.77626100e+05
0.00308675      	5.83541791e+05
0.00308719      	5.89439226e+05
0.00308762      	5.95357735e+05
0.00308806      	6.01413632e+05
0.0030885       	6.07287101e+05
0.00308894      	6.13096043e+05
0.00308938      	6.18985487e+05
0.00308982      	6.24848967e+05
0.00309026      	6.30615226e+05
0.0030907       	6.36448030e+05
0.00309114      	6.42290856e+05
0.00309158      	6.48008256e+05
0.00309202      	6.53828616e+05
0.00309247      	6.59593928e+05
0.00309291      	6.65167836e+05
0.00309335      	6.70920491e+05
0.0030938       	6.76643165e+05
0.00309425      	6.82220702e+05
0.00309469      	6.87870110e+05
0.00309514      	6.93529157e+05
0.00309558      	6.98848404e+05
0.00309603      	7.04591011e+05
0.00309648      	7.10097902e+05
0.00309693      	7.15557986e+05
0.00309738      	7.20834545e+05
0.00309783      	7.26214094e+05
0.00309828      	7.31557396e+05
0.00309873      	7.36674133e+05
0.00309918      	7.41715376e+05
0.00309963      	7.46911229e+05
0.00310009      	7.52049401e+05
0.00310054      	7.57118803e+05
0.00310099      	7.61925484e+05
0.00310145      	7.66788907e+05
0.0031019       	7.71689563e+05
0.00310235      	7.76523241e+05
0.00310281      	7.81304727e+05
0.00310326      	7.85957732e+05
0.00310372      	7.90659045e+05
0.00310418      	7.95298459e+05
0.00310463      	7.99886362e+05
0.00310509      	8.04420293e+05
0.00310555      	8.08871841e+05
0.003106        	8.13299561e+05
0.00310646      	8.17697768e+05
0.00310692      	8.21850164e+05
0.00310738      	8.26089466e+05
0.00310783      	8.29971168e+05
0.00310829      	8.34150150e+05
0.00310875      	8.38273939e+05
0.00310921      	8.42312690e+05
0.00310967      	8.46288422e+05
0.00311013      	8.50198748e+05
0.00311059      	8.53864749e+05
0.00311105      	8.57677732e+05
0.00311151      	8.61421718e+05
0.00311197      	8.65124424e+05
0.00311243      	8.68774105e+05
0.00311289      	8.72143756e+05
0.00311336      	8.75646452e+05
0.00311382      	8.79071928e+05
0.00311428      	8.82419947e+05
0.00311475      	8.85692184e+05
0.00311521      	8.88701241e+05
0.00311568      	8.91851119e+05
0.00311615      	8.94933360e+05
0.00311661      	8.97951728e+05
0.00311708      	9.00714165e+05
0.00311755      	9.03590351e+05
0.00311802      	9.06343298e+05
0.00311849      	9.09063378e+05
0.00311895      	9.11700289e+05
0.00311942      	9.14063752e+05
0.0031199       	9.16567497e+05
0.00312037      	9.18987421e+05
0.00312084      	9.21373310e+05
0.00312131      	9.23702347e+05
0.00312178      	9.25719246e+05
0.00312226      	9.27867016e+05
0.00312273      	9.30050534e+05
0.00312321      	9.32259263e+05
0.00312368      	9.34298611e+05
0.00312416      	9.36254280e+05
0.00312463      	9.38255288e+05
0.00312511      	9.40158730e+05
0.00312559      	9.41965335e+05
0.00312606      	9.43674017e+05
0.00312654      	9.45095912e+05
0.00312702      	9.46633960e+05
0.00312751      	9.48076797e+05
0.00312799      	9.49419799e+05
0.00312847      	9.50663465e+05
0.00312895      	9.51806552e+05
0.00312943      	9.52811248e+05
0.00312991      	9.53694131e+05
0.00313039      	9.54360380e+05
0.00313087      	9.55133275e+05
0.00313136      	9.55807032e+05
0.00313184      	9.56381110e+05
0.00313232      	9.56855411e+05
0.00313281      	9.57231031e+05
0.00313329      	9.57507816e+05
0.00313377      	9.57686204e+05
0.00313426      	9.57766929e+05
0.00313474      	9.57750831e+05
0.00313522      	9.57678360e+05
0.00313571      	9.57431478e+05
0.00313619      	9.57128317e+05
0.00313667      	9.56730882e+05
0.00313716      	9.56239356e+05
0.00313764      	9.55654619e+05
0.00313812      	9.54979843e+05
0.00313861      	9.54221428e+05
0.00313909      	9.53372021e+05
0.00313957      	9.52434868e+05
0.00314006      	9.51412061e+05
0.00314054      	9.50301814e+05
0.00314102      	9.49270337e+05
0.0031415       	9.47979302e+05
0.00314198      	9.46608231e+05
0.00314246      	9.45157710e+05
0.00314294      	9.43624794e+05
0.00314342      	9.42010444e+05
0.0031439       	9.40314364e+05
0.00314438      	9.38534392e+05
0.00314486      	9.36659818e+05
0.00314534      	9.34576879e+05
0.00314582      	9.32850111e+05
0.00314629      	9.30796040e+05
0.00314677      	9.28656444e+05
0.00314725      	9.26440655e+05
0.00314773      	9.24151848e+05
0.00314821      	9.21770228e+05
0.00314869      	9.19344831e+05
0.00314917      	9.16841439e+05
0.00314965      	9.14269015e+05
0.00315013      	9.11629343e+05
0.00315061      	9.08928774e+05
0.00315109      	9.06351026e+05
0.00315157      	9.03244168e+05
0.00315205      	9.00303729e+05
0.00315253      	8.97282828e+05
0.00315301      	8.94167788e+05
0.00315349      	8.90982912e+05
0.00315397      	8.87396742e+05
0.00315446      	8.84548776e+05
0.00315494      	8.81909040e+05
0.00315543      	8.78653063e+05
0.00315591      	8.75341909e+05
0.00315639      	8.72000539e+05
0.00315688      	8.68544942e+05
0.00315736      	8.65193077e+05
0.00315785      	8.61701184e+05
0.00315834      	8.58034313e+05
0.00315883      	8.54427624e+05
0.00315932      	8.50789877e+05
0.00315981      	8.47096414e+05
0.0031603       	8.43328265e+05
0.00316079      	8.39567610e+05
0.00316128      	8.35704363e+05
0.00316177      	8.31785907e+05
0.00316227      	8.27780048e+05
0.00316276      	8.23833213e+05
0.00316326      	8.19848200e+05
0.00316376      	8.15819573e+05
0.00316425      	8.11755227e+05
0.00316475      	8.07677453e+05
0.00316524      	8.03609700e+05
0.00316575      	7.99347453e+05
0.00316625      	7.95184900e+05
0.00316676      	7.90983638e+05
0.00316726      	7.86762281e+05
0.00316776      	7.82545353e+05
0.00316827      	7.78189149e+05
0.00316877      	7.73816966e+05
0.00316927      	7.69258927e+05
0.00316979      	7.64970114e+05
0.0031703       	7.60676334e+05
0.00317081      	7.56159058e+05
0.00317132      	7.51629283e+05
0.00317183      	7.46963394e+05
0.00317235      	7.42198190e+05
0.00317286      	7.37345815e+05
0.00317337      	7.32313437e+05
0.00317388      	7.27447811e+05
0.0031744       	7.22554046e+05
0.00317491      	7.17550504e+05
0.00317543      	7.12384887e+05
0.00317595      	7.07250197e+05
0.00317648      	7.02086796e+05
0.003177        	6.96896466e+05
0.00317752      	6.91656350e+05
0.00317804      	6.86131418e+05
0.00317857      	6.81127921e+05
0.00317909      	6.76311455e+05
0.00317961      	6.71332821e+05
0.00318013      	6.66339666e+05
0.00318066      	6.61315681e+05
0.00318118      	6.56253119e+05
0.0031817       	6.51129760e+05
0.00318223      	6.46113064e+05
0.00318275      	6.40940843e+05
0.00318327      	6.35841901e+05
0.00318379      	6.30813785e+05
0.00318432      	6.25842811e+05
0.00318484      	6.19468356e+05
0.00318536      	6.16677316e+05
0.00318589      	6.12001766e+05
0.00318641      	6.07299850e+05
0.00318693      	6.02612775e+05
0.00318745      	5.97966773e+05
0.00318798      	5.93364610e+05
0.0031885       	5.88818415e+05
0.00318902      	5.84321084e+05
0.00318954      	5.79915749e+05
0.00319007      	5.75492333e+05
0.00319059      	5.71100138e+05
0.00319111      	5.66839952e+05
0.00319164      	5.62745089e+05
0.00319216      	5.58647827e+05
0.00319268      	5.54807963e+05
0.0031932       	5.52102716e+05
0.00319373      	5.60720593e+05
0.00319425      	5.62464688e+05
0.00319477      	5.57420195e+05
0.0031953       	5.52177486e+05
0.00319582      	5.46820715e+05
0.00319634      	5.41852426e+05
0.00319686      	5.37169582e+05
0.00319739      	5.32261857e+05
0.00319791      	5.27670344e+05
0.00319843      	5.22823681e+05
0.00319895      	5.17966947e+05
0.00319948      	5.14909125e+05
0.0032          	5.11129746e+05
0.00320053      	5.07593220e+05
0.00320107      	5.03902944e+05
0.0032016       	5.00232186e+05
0.00320213      	4.96589982e+05
0.00320267      	4.92936277e+05
0.0032032       	4.89466102e+05
0.00320373      	4.86064058e+05
0.00320427      	4.82730811e+05
0.0032048       	4.79463432e+05
0.00320534      	4.76270751e+05
0.00320587      	4.73124368e+05
0.00320641      	4.70150542e+05
0.00320695      	4.67263071e+05
0.00320748      	4.64256327e+05
0.00320802      	4.61314872e+05
0.00320856      	4.58410257e+05
0.0032091       	4.55552548e+05
0.00320964      	4.52734962e+05
0.00321018      	4.50004855e+05
0.00321072      	4.47282436e+05
0.00321126      	4.44562270e+05
0.0032118       	4.41909305e+05
0.00321235      	4.39327893e+05
0.00321289      	4.36781305e+05
0.00321344      	4.34246660e+05
0.00321398      	4.31591660e+05
0.00321453      	4.28665695e+05
0.00321508      	4.26722454e+05
0.00321563      	4.24335723e+05
0.00321618      	4.21944364e+05
0.00321673      	4.19600820e+05
0.00321729      	4.17280395e+05
0.00321784      	4.14981661e+05
0.00321839      	4.12716008e+05
0.00321895      	4.10429001e+05
0.00321951      	4.08193530e+05
0.00322007      	4.05973151e+05
0.00322063      	4.03759075e+05
0.00322119      	4.01547015e+05
0.00322175      	3.99351854e+05
0.00322231      	3.97146955e+05
0.00322288      	3.94968994e+05
0.00322344      	3.92800094e+05
0.00322401      	3.90914623e+05
0.00322458      	3.88747491e+05
0.00322514      	3.86575444e+05
0.00322571      	3.84419145e+05
0.00322628      	3.82243203e+05
0.00322686      	3.79996006e+05
0.00322743      	3.77766728e+05
0.003228        	3.75682288e+05
0.00322857      	3.73808220e+05
0.00322914      	3.71369356e+05
0.00322972      	3.69168151e+05
0.0032303       	3.66879233e+05
0.00323087      	3.64581438e+05
0.00323145      	3.61620485e+05
0.00323202      	3.58633127e+05
0.0032326       	3.54816297e+05
0.00323318      	3.54833071e+05
0.00323375      	3.52904995e+05
0.00323433      	3.51429059e+05
0.00323491      	3.49746233e+05
0.00323549      	3.47507696e+05
0.00323607      	3.45266202e+05
0.00323665      	3.43028767e+05
0.00323723      	3.40792571e+05
0.00323781      	3.38584401e+05
0.00323839      	3.36326024e+05
0.00323897      	3.34066905e+05
0.00323955      	3.31781524e+05
0.00324013      	3.29467970e+05
0.00324071      	3.27066305e+05
0.00324129      	3.24718638e+05
0.00324186      	3.22348722e+05
0.00324244      	3.19860533e+05
0.00324302      	3.17200541e+05
0.0032436       	3.14948144e+05
0.00324418      	3.12684787e+05
0.00324476      	3.10357271e+05
0.00324534      	3.07989708e+05
0.00324592      	3.05623195e+05
0.0032465       	3.03237609e+05
0.00324708      	3.00719031e+05
0.00324766      	2.98138573e+05
0.00324824      	2.95465973e+05
0.00324882      	2.92954873e+05
0.00324939      	2.90624052e+05
0.00324997      	2.88027383e+05
0.00325055      	2.85694511e+05
0.00325113      	2.84002420e+05
0.00325171      	2.80201192e+05
0.00325228      	2.77596892e+05
0.00325286      	2.75220242e+05
0.00325344      	2.73489415e+05
0.00325402      	2.71244613e+05
0.00325459      	2.68227113e+05
0.00325517      	2.65742594e+05
0.00325575      	2.63305084e+05
0.00325632      	2.60961476e+05
0.0032569       	2.58731212e+05
0.00325748      	2.57112949e+05
0.00325805      	2.54717746e+05
0.00325863      	2.52338498e+05
0.00325921      	2.50186271e+05
0.00325978      	2.48149031e+05
0.00326036      	2.46126057e+05
0.00326093      	2.44227785e+05
0.0032615       	2.42429428e+05
0.00326208      	2.40753437e+05
0.00326265      	2.39188322e+05
0.00326322      	2.37676902e+05
0.00326379      	2.35751453e+05
0.00326437      	2.34204996e+05
0.00326494      	2.32750878e+05
0.00326551      	2.31391919e+05
0.00326608      	2.30116182e+05
0.00326666      	2.28930065e+05
0.00326723      	2.27784682e+05
0.0032678       	2.24158775e+05
0.00326837      	2.10440328e+05
0.00326895      	2.08741902e+05
0.00326952      	2.06910983e+05
0.0032701       	2.05290478e+05
0.00327067      	2.03621619e+05
0.00327125      	2.02023985e+05
0.00327183      	2.00620706e+05
0.00327241      	1.99155684e+05
0.00327299      	1.98023832e+05
0.00327357      	1.96729594e+05
0.00327415      	1.95501545e+05
0.00327473      	1.94375320e+05
0.00327531      	1.93198388e+05
0.00327589      	1.92160313e+05
0.00327648      	1.91335210e+05
0.00327706      	1.90486391e+05
0.00327765      	1.90583203e+05
0.00327824      	1.89955341e+05
0.00327883      	1.89407284e+05
0.00327942      	1.88960626e+05
0.00328001      	1.88617177e+05
0.0032806       	1.88523687e+05
0.0032812       	1.88567976e+05
0.00328179      	1.88724280e+05
0.00328238      	1.89000017e+05
0.00328298      	1.89430650e+05
0.00328358      	1.89994271e+05
0.00328418      	1.90814789e+05
0.00328477      	1.91583391e+05
0.00328537      	1.92522533e+05
0.00328597      	1.93612852e+05
0.00328657      	1.94546725e+05
0.00328717      	1.94996350e+05
0.00328777      	1.95613086e+05
0.00328837      	1.96372572e+05
0.00328897      	1.97378059e+05
0.00328957      	1.98464952e+05
0.00329017      	1.99727860e+05
0.00329077      	2.01458472e+05
0.00329137      	2.03185738e+05
0.00329197      	2.05046064e+05
0.00329257      	2.07061898e+05
0.00329317      	2.09225075e+05
0.00329377      	2.11524145e+05
0.00329437      	2.13947584e+05
0.00329497      	2.16432263e+05
0.00329557      	2.18733530e+05
0.00329617      	2.21577672e+05
0.00329677      	2.26260184e+05
0.00329737      	2.29600028e+05
0.00329797      	2.33104535e+05
0.00329856      	2.36908591e+05
0.00329916      	2.40615782e+05
0.00329976      	2.44321956e+05
0.00330035      	2.48031976e+05
0.00330095      	2.52032491e+05
0.00330155      	2.56137369e+05
0.00330214      	2.60343576e+05
0.00330273      	2.64396131e+05
0.00330333      	2.68553106e+05
0.00330392      	2.73320344e+05
0.00330451      	2.77893906e+05
0.0033051       	2.82508613e+05
0.0033057       	2.87346885e+05
0.00330629      	2.92282369e+05
0.00330688      	2.97293966e+05
0.00330747      	3.02413479e+05
0.00330806      	3.07624881e+05
0.00330864      	3.12945828e+05
0.00330923      	3.18347384e+05
0.00330982      	3.23823484e+05
0.0033104       	3.29396032e+05
0.00331099      	3.35066100e+05
0.00331157      	3.40793579e+05
0.00331216      	3.46623087e+05
0.00331274      	3.52552076e+05
0.00331333      	3.58566463e+05
0.00331392      	3.64661066e+05
0.0033145       	3.70844906e+05
0.00331509      	3.77135785e+05
0.00331567      	3.83576411e+05
0.00331626      	3.90053194e+05
0.00331684      	3.96506812e+05
0.00331742      	4.03390386e+05
0.003318        	4.10399579e+05
0.00331858      	4.17658778e+05
0.00331917      	4.25043869e+05
0.00331975      	4.32904562e+05
0.00332033      	4.40469909e+05
0.00332091      	4.48833634e+05
0.00332149      	4.56728056e+05
0.00332207      	4.65483926e+05
0.00332265      	4.73601268e+05
0.00332324      	4.82805448e+05
0.00332382      	4.91166449e+05
0.00332439      	5.00559594e+05
0.00332497      	5.09160780e+05
0.00332555      	5.18743085e+05
0.00332613      	5.27609657e+05
0.0033267       	5.37229393e+05
0.00332728      	5.46329904e+05
0.00332786      	5.56058146e+05
0.00332843      	5.65306776e+05
0.00332901      	5.75085059e+05
0.00332958      	5.84791290e+05
0.00333016      	5.94304904e+05
0.00333073      	6.03690269e+05
0.0033313       	6.13062702e+05
0.00333187      	6.22761664e+05
0.00333245      	6.32055354e+05
0.00333302      	6.41759824e+05
0.00333359      	6.50945305e+05
0.00333416      	6.60521930e+05
0.00333474      	6.69701141e+05
0.00333531      	6.79017154e+05
0.00333588      	6.88252753e+05
0.00333645      	6.97381090e+05
0.00333703      	7.06388120e+05
0.0033376       	7.15436811e+05
0.00333817      	7.24167320e+05
0.00333874      	7.33085926e+05
0.00333932      	7.41548735e+05
0.00333989      	7.50017386e+05
0.00334047      	7.58348703e+05
0.00334105      	7.66938860e+05
0.00334163      	7.75066020e+05
0.00334221      	7.83544100e+05
0.00334278      	7.91580810e+05
0.00334336      	7.99790999e+05
0.00334394      	8.07658612e+05
0.00334452      	8.15627993e+05
0.0033451       	8.23332833e+05
0.00334567      	8.31053638e+05
0.00334625      	8.38154610e+05
0.00334683      	8.45604493e+05
0.00334741      	8.52917521e+05
0.00334799      	8.60107023e+05
0.00334856      	8.67193050e+05
0.00334914      	8.74156236e+05
0.00334972      	8.81009871e+05
0.0033503       	8.87767900e+05
0.00335088      	8.94515091e+05
0.00335145      	9.01477520e+05
0.00335203      	9.10830201e+05
0.00335261      	9.14383211e+05
0.00335319      	9.17955295e+05
0.00335377      	9.23886212e+05
0.00335434      	9.29576829e+05
0.00335492      	9.35067967e+05
0.0033555       	9.40520698e+05
0.00335607      	9.46175715e+05
0.00335664      	9.51035930e+05
0.00335721      	9.55930116e+05
0.00335778      	9.60559068e+05
0.00335835      	9.64927052e+05
0.00335892      	9.69100307e+05
0.00335949      	9.72979773e+05
0.00336006      	9.76615818e+05
0.00336063      	9.80398610e+05
0.00336119      	9.83765225e+05
0.00336175      	9.87015269e+05
0.00336231      	9.89890728e+05
0.00336288      	9.92597946e+05
0.00336344      	9.95088016e+05
0.00336399      	9.97786347e+05
0.00336455      	9.99673863e+05
0.0033651       	1.00086842e+06
0.00336565      	1.00254393e+06
0.00336621      	1.00402194e+06
0.00336676      	1.00535966e+06
0.00336732      	1.00632640e+06
0.00336787      	1.00704084e+06
0.00336842      	1.00753587e+06
0.00336897      	1.00820036e+06
0.00336951      	1.00814998e+06
0.00337006      	1.00787017e+06
0.0033706       	1.00735986e+06
0.00337115      	1.00663103e+06
0.00337169      	1.00560343e+06
0.00337223      	1.00422274e+06
0.00337278      	1.00279688e+06
0.00337332      	1.00115056e+06
0.00337387      	9.99258872e+05
0.00337441      	9.97154324e+05
0.00337496      	9.94845362e+05
0.0033755       	9.92345040e+05
0.00337605      	9.89657440e+05
0.00337659      	9.86796714e+05
0.00337713      	9.83790570e+05
0.00337768      	9.80615899e+05
0.00337822      	9.77353608e+05
0.00337877      	9.73727572e+05
0.00337931      	9.69920798e+05
0.00337986      	9.66014951e+05
0.0033804       	9.61943447e+05
0.00338095      	9.57661676e+05
0.00338149      	9.53236725e+05
0.00338203      	9.48649196e+05
0.00338258      	9.43885644e+05
0.00338312      	9.38950599e+05
0.00338367      	9.33875827e+05
0.00338421      	9.28975500e+05
0.00338476      	9.23089774e+05
0.0033853       	9.17303550e+05
0.00338585      	9.11441297e+05
0.00338639      	9.05431706e+05
0.00338693      	8.99261783e+05
0.00338748      	8.92940691e+05
0.00338802      	8.86506109e+05
0.00338857      	8.79798644e+05
0.00338911      	8.72894234e+05
0.00338966      	8.65816775e+05
0.0033902       	8.58517289e+05
0.00339074      	8.50962036e+05
0.00339129      	8.42570624e+05
0.00339183      	8.34148170e+05
0.00339238      	8.25428701e+05
0.00339292      	8.16307718e+05
0.00339347      	8.06848422e+05
0.00339401      	7.97065691e+05
0.00339456      	7.86806764e+05
0.0033951       	7.76257554e+05
0.00339564      	7.65408918e+05
0.00339619      	7.54374155e+05
0.00339673      	7.42905123e+05
0.00339728      	7.31499800e+05
0.00339782      	7.19754218e+05
0.00339837      	7.07362368e+05
0.00339891      	6.95066822e+05
0.00339946      	6.82614525e+05
0.0034          	6.70006569e+05
0.00340054      	6.57257071e+05
0.00340108      	6.44435263e+05
0.00340162      	6.31502454e+05
0.00340217      	6.18524405e+05
0.0034027       	6.05446582e+05
0.00340324      	5.92355384e+05
0.00340378      	5.79190157e+05
0.00340432      	5.66058346e+05
0.00340485      	5.52854781e+05
0.00340539      	5.39494659e+05
0.00340593      	5.26060607e+05
0.00340646      	5.12618740e+05
0.00340699      	4.99045160e+05
0.00340753      	4.85452870e+05
0.00340806      	4.71749574e+05
0.00340859      	4.57587394e+05
0.00340912      	4.44723169e+05
0.00340965      	4.31173510e+05
0.00341017      	4.17638111e+05
0.0034107       	4.04184299e+05
0.00341122      	3.90796686e+05
0.00341175      	3.77602135e+05
0.00341227      	3.64375844e+05
0.00341279      	3.51207478e+05
0.00341331      	3.38180894e+05
0.00341383      	3.25576337e+05
0.00341435      	3.12742785e+05
0.00341487      	3.00032924e+05
0.00341539      	2.87519841e+05
0.0034159       	2.74989567e+05
0.00341642      	2.62687231e+05
0.00341693      	2.50613976e+05
0.00341744      	2.38558095e+05
0.00341796      	2.26763924e+05
0.00341847      	2.15109822e+05
0.00341898      	2.03447217e+05
0.00341949      	1.92101922e+05
0.00342         	1.80932812e+05
0.00342051      	1.69967495e+05
0.00342102      	1.58855703e+05
0.00342153      	1.48111062e+05
0.00342204      	1.37486854e+05
0.00342255      	1.27015155e+05
0.00342306      	1.16703350e+05
0.00342357      	1.06545308e+05
0.00342408      	9.65613293e+04
0.00342459      	8.65750138e+04
0.0034251       	7.69413296e+04
0.00342561      	6.74737978e+04
0.00342612      	5.81872640e+04
0.00342663      	4.90795795e+04
0.00342713      	4.01479833e+04
0.00342764      	3.13987967e+04
0.00342815      	2.26366163e+04
0.00342866      	1.42694412e+04
0.00342916      	6.11700757e+03
0.00342967      	-1.84256708e+03
0.00343018      	-9.60403430e+03
0.00343068      	-1.71524219e+04
0.00343119      	-2.44379344e+04
0.0034317       	-3.12177427e+04
0.0034322       	-3.83449582e+04
0.00343271      	-4.55479914e+04
0.00343321      	-5.20840480e+04
0.00343372      	-5.83891702e+04
0.00343423      	-6.45030753e+04
0.00343473      	-7.03234397e+04
0.00343524      	-7.59218799e+04
0.00343574      	-8.14817274e+04
0.00343625      	-8.67012081e+04
0.00343675      	-9.15916532e+04
0.00343726      	-9.63452790e+04
0.00343776      	-1.00660100e+05
0.00343826      	-1.04760473e+05
0.00343877      	-1.08198812e+05
0.00343927      	-1.12471027e+05
0.00343978      	-1.16083560e+05
0.00344028      	-1.19366693e+05
0.00344078      	-1.22401135e+05
0.00344129      	-1.25190216e+05
0.00344179      	-1.27732468e+05
0.00344229      	-1.30042522e+05
0.0034428       	-1.32189347e+05
0.0034433       	-1.34014760e+05
0.0034438       	-1.35608745e+05
0.00344431      	-1.36918592e+05
0.00344481      	-1.38210953e+05
0.00344531      	-1.39151373e+05
0.00344581      	-1.39846139e+05
0.00344632      	-1.40308644e+05
0.00344682      	-1.40540018e+05
0.00344732      	-1.40633223e+05
0.00344782      	-1.40271094e+05
0.00344832      	-1.39706719e+05
0.00344882      	-1.38895425e+05
0.00344932      	-1.37945649e+05
0.00344982      	-1.36623907e+05
0.00345032      	-1.35101701e+05
0.00345081      	-1.33455975e+05
0.00345131      	-1.31442549e+05
0.00345181      	-1.29225521e+05
0.0034523       	-1.26909083e+05
0.0034528       	-1.24210246e+05
0.00345329      	-1.21334812e+05
0.00345379      	-1.18302020e+05
0.00345428      	-1.15049640e+05
0.00345477      	-1.11491846e+05
0.00345526      	-1.07726943e+05
0.00345575      	-1.03956645e+05
0.00345624      	-1.00169390e+05
0.00345673      	-9.59936468e+04
0.00345722      	-9.17495139e+04
0.00345771      	-8.73882101e+04
0.0034582       	-8.28116587e+04
0.00345868      	-7.81079443e+04
0.00345917      	-7.32053600e+04
0.00345965      	-6.81614163e+04
0.00346014      	-6.30016217e+04
0.00346062      	-5.76522294e+04
0.0034611       	-5.22069299e+04
0.00346159      	-4.64751267e+04
0.00346207      	-4.07075865e+04
0.00346255      	-3.48038368e+04
0.00346303      	-2.86875669e+04
0.00346352      	-2.23883764e+04
0.003464        	-1.58959130e+04
0.00346448      	-9.24525744e+03
0.00346496      	-2.22681598e+03
0.00346545      	4.78000546e+03
0.00346593      	1.17933229e+04
0.00346641      	1.89876777e+04
0.00346689      	2.63375434e+04
0.00346738      	3.42550653e+04
0.00346786      	4.14751390e+04
0.00346834      	4.87887095e+04
0.00346882      	5.63831984e+04
0.00346931      	6.41854604e+04
0.00346979      	7.21370436e+04
0.00347028      	8.02064324e+04
0.00347076      	8.83391253e+04
0.00347124      	9.64309658e+04
0.00347173      	1.04702182e+05
0.00347221      	1.12516957e+05
0.0034727       	1.21127105e+05
0.00347318      	1.29956994e+05
0.00347366      	1.38970369e+05
0.00347415      	1.48145646e+05
0.00347463      	1.57711260e+05
0.00347511      	1.66479265e+05
0.00347559      	1.74525497e+05
0.00347608      	1.82668613e+05
0.00347656      	1.91096152e+05
0.00347704      	1.99835470e+05
0.00347752      	2.08803745e+05
0.003478        	2.18374549e+05
0.00347848      	2.28399460e+05
0.00347896      	2.38679341e+05
0.00347944      	2.49104868e+05
0.00347991      	2.59365895e+05
0.00348039      	2.69493696e+05
0.00348087      	2.79680648e+05
0.00348134      	2.90035183e+05
0.00348182      	3.00431714e+05
0.00348229      	3.10950682e+05
0.00348276      	3.21414198e+05
0.00348323      	3.32029092e+05
0.0034837       	3.42609625e+05
0.00348417      	3.53345405e+05
0.00348464      	3.63969310e+05
0.00348511      	3.74618476e+05
0.00348558      	3.85357579e+05
0.00348604      	3.95959406e+05
0.00348651      	4.06651386e+05
0.00348697      	4.17176670e+05
0.00348744      	4.27684746e+05
0.0034879       	4.38361940e+05
0.00348837      	4.48825486e+05
0.00348883      	4.59220565e+05
0.00348929      	4.70068565e+05
0.00348975      	4.80270013e+05
0.00349021      	4.90508132e+05
0.00349067      	5.00835602e+05
0.00349113      	5.10873813e+05
0.00349159      	5.20910652e+05
0.00349205      	5.30890014e+05
0.00349251      	5.41078039e+05
0.00349297      	5.50944400e+05
0.00349342      	5.60314691e+05
0.00349388      	5.69585119e+05
0.00349434      	5.79194420e+05
0.0034948       	5.88670868e+05
0.00349525      	5.98077563e+05
0.00349571      	6.07411755e+05
0.00349617      	6.16720675e+05
0.00349662      	6.25945168e+05
0.00349708      	6.35248864e+05
0.00349754      	6.44288155e+05
0.00349799      	6.53469893e+05
0.00349845      	6.62773400e+05
0.0034989       	6.72012541e+05
0.00349936      	6.80955786e+05
0.00349982      	6.90124718e+05
0.00350027      	6.99348697e+05
0.00350073      	7.08540942e+05
0.00350119      	7.17691862e+05
0.00350165      	7.26845562e+05
0.0035021       	7.36002095e+05
0.00350256      	7.45162334e+05
0.00350302      	7.54327363e+05
0.00350348      	7.63508908e+05
0.00350393      	7.72728190e+05
0.00350439      	7.82031635e+05
0.00350485      	7.91296538e+05
0.00350531      	8.00458519e+05
0.00350576      	8.08867216e+05
0.00350622      	8.16730827e+05
0.00350668      	8.24340470e+05
0.00350714      	8.31639053e+05
0.00350759      	8.39118162e+05
0.00350805      	8.46475544e+05
0.00350851      	8.53713333e+05
0.00350897      	8.60846819e+05
0.00350942      	8.67850834e+05
0.00350988      	8.74727724e+05
0.00351034      	8.81460803e+05
0.0035108       	8.88080088e+05
0.00351125      	8.94573559e+05
0.00351171      	9.00932735e+05
0.00351217      	9.07165989e+05
0.00351263      	9.13230717e+05
0.00351308      	9.19268079e+05
0.00351354      	9.25024971e+05
0.003514        	9.30559465e+05
0.00351446      	9.35657299e+05
0.00351491      	9.40989800e+05
0.00351537      	9.46185655e+05
0.00351583      	9.51252206e+05
0.00351629      	9.56151048e+05
0.00351674      	9.61201302e+05
0.0035172       	9.65842891e+05
0.00351765      	9.70251297e+05
0.00351811      	9.74472922e+05
0.00351856      	9.78539697e+05
0.00351902      	9.82443749e+05
0.00351947      	9.86185635e+05
0.00351993      	9.89764929e+05
0.00352038      	9.93424459e+05
0.00352083      	9.96621349e+05
0.00352128      	9.99654902e+05
0.00352173      	1.00256144e+06
0.00352219      	1.00537383e+06
0.00352264      	1.00791416e+06
0.00352309      	1.01053035e+06
0.00352354      	1.01269965e+06
0.00352399      	1.01473676e+06
